event_name,date,day_of_week,time,venue_name,city,state,section_of_nj,price,event_type,instagram_handle,instagram_post_url,confidence,from_calendar,display_url,end_time,address,description,performer,age_restriction,ticket_link,extracted_from,post_id,post_url,display_url_note,instagram_profile_url,account_name,had_ocr,ocr_chars,post_date,extraction_timestamp,calendar_type,combined_text
Teaching new choreography,2023-03-31,Friday,,,,NJ,,,dance class,fancyfeetlinedancing,https://www.instagram.com/p/CqVzeHdguKS/,high,False,,,,Teaching new choreography to the song Do It Like Bubba by @dustintavella,,,,['caption'],,https://www.instagram.com/p/CqVzeHdguKS/,CDN URL - expires after few hours/days,https://www.instagram.com/fancyfeetlinedancing/,Rachael Snyder,False,0,2023-03-28T17:20:45+00:00,2025-11-28T14:40:55.047111,,"New choreography! Took over a year in a half to do a new one but I did it! To an awesome track by @dustintavella called Do It Like Bubba! Have fun with it! It’s now on Copperknob & Linedancerweb! (Link in my bio) Teaching it both Wednesday & Friday. 
#linedance  #linedancing #countrymusic #newchoreography #doitlikebubba #dustintavella "
New Episode 32 (Visuals),2023-04-20,,20:00,,,NJ,,,podcast,weoutsideafterwork,https://www.instagram.com/p/CrMu-94Ahd2/,high,False,,,,New episode release,,,,['caption'],,https://www.instagram.com/p/CrMu-94Ahd2/,CDN URL - expires after few hours/days,https://www.instagram.com/weoutsideafterwork/,THEE H🔥TTEST NJ PODCA$T,False,0,2023-04-19T01:17:18+00:00,2025-11-28T14:47:08.717694,,"What music y’all like to hear at a club/lounge ? 👀 #commentbelow 👇🏽
ft. Jersey’s very own @djmpure 🔥
.
#newepisode 32 drops #TOMORROW ‼️
🎧 Audio @3am et 
🎥 Visuals @8pm et 
ALL 🔗 LINKS IN BIO 🫡
#subscribe to become a COWORKER 
.
.
#dj #djlife #discjockey #nycdj #blackmenrock #blackwomen #weoutsideafterwork #weoutside #weout #weoutsideafterwork #nycpodcast #njpodcast #podcastlife #podcastaddict #podcastandchill #newpodcastalert #newpodcastepisode #blackpodcasts #blackpodcastnetwork #blackcreative "
New Episode 32 (Audio),2023-04-20,,03:00,,,NJ,,,podcast,weoutsideafterwork,https://www.instagram.com/p/CrMu-94Ahd2/,high,False,,,,New episode release,,,,['caption'],,https://www.instagram.com/p/CrMu-94Ahd2/,CDN URL - expires after few hours/days,https://www.instagram.com/weoutsideafterwork/,THEE H🔥TTEST NJ PODCA$T,False,0,2023-04-19T01:17:18+00:00,2025-11-28T14:47:08.717676,,"What music y’all like to hear at a club/lounge ? 👀 #commentbelow 👇🏽
ft. Jersey’s very own @djmpure 🔥
.
#newepisode 32 drops #TOMORROW ‼️
🎧 Audio @3am et 
🎥 Visuals @8pm et 
ALL 🔗 LINKS IN BIO 🫡
#subscribe to become a COWORKER 
.
.
#dj #djlife #discjockey #nycdj #blackmenrock #blackwomen #weoutsideafterwork #weoutside #weout #weoutsideafterwork #nycpodcast #njpodcast #podcastlife #podcastaddict #podcastandchill #newpodcastalert #newpodcastepisode #blackpodcasts #blackpodcastnetwork #blackcreative "
JERSEY REDZ COOKOWT,2023-07-29,Saturday,,Watchung Reservation,Mountainside,NJ,Central,,party,thejerseyredz,https://www.instagram.com/p/CtPImlDrCzx/,high,False,,,,"The BIGGEST! BADDEST, WAVE OF THE SUMMER! We’re bringing you Summer’16 vibes so come dressed to IMPRESS in your best 90s themed Cookowt attire ❤️ Be prepared for Great People, Great Food + Drinks, Great Music and only GOOD 🐥 VIBES 😉",,,link in the bio!,['caption'],,https://www.instagram.com/p/CtPImlDrCzx/,CDN URL - expires after few hours/days,https://www.instagram.com/thejerseyredz/,Jersey Redz🐥,False,0,2023-06-08T16:41:59+00:00,2025-11-28T14:56:01.114531,single,"It’s finally here! What you ALL have been waiting for! The first ever JERSEY REDZ COOKOWT JULY 29, 2023 at Watchung Reservation in Mountainside, NJ! 🔥🎥🔥
.
.
.
The BIGGEST! BADDEST, WAVE OF THE SUMMER! We’re bringing you Summer’16 vibes so come dressed to IMPRESS in your best 90s themed Cookowt attire ❤️ Be prepared for Great People, Great Food + Drinks, Great Music and only GOOD 🐥 VIBES 😉 
.
.

Make sure to RSVP via the link in the bio! 
We hope to see you there😏❤️ 
.
#JRC2023 #jerseyredzcookowt "
Birthday Celebration,2023-10-20,Friday,,the_origin_lounge,,,,,party,osisioma_ent,https://www.instagram.com/p/Cyo0-yfx45i/,high,False,,,,Celebrating life and success at The Origin Lounge.,Osisioma_ent (Innocent Ike),,,['caption'],,https://www.instagram.com/p/Cyo0-yfx45i/,CDN URL - expires after few hours/days,https://www.instagram.com/osisioma_ent/,Innocent Ike,False,0,2023-10-20T22:52:58+00:00,2025-11-28T14:55:08.168775,single,"Thanks for all the love and birthday wishes, pull up on me tonight @the_origin_lounge let’s celebrate life and success ❤️🎂♎️🙏🏽

#libraszn #Osiday #birthday #libra #♎️ #blessed #life #libraseason #fyp "
Brunch,2023-12-17,Sunday,,Royal Cakes & Cafe,Trenton,NJ,Central,,brunch,shawnputyouon,https://www.instagram.com/p/C0xdAygLDT3/,high,True,,,,,,,,['caption'],,https://www.instagram.com/p/C0xdAygLDT3/,CDN URL - expires after few hours/days,https://www.instagram.com/shawnputyouon/,SHAWN | NJ + Philly Foodie,False,0,2023-12-13T00:18:14+00:00,2025-11-28T14:32:56.011013,weekly,"What’s up Foodies‼️ This spot is a hidden gem that serves some of the best soul food and cupcakes in Trenton, New Jersey. @royalcakescafe
 Royal Cakes & Cafe has it all from delicious savory bites and sweet treats made by Chef Matthew @wewhip4u and Tia @afrorican7 🍴🧁

The Peanut Butter and Jelly French Toast 10/10  and Lamb Chops were fire! I bet you never tried Blueberry Blue Cheese before⁉️😱🔥 
Everyday Royal Cakes & Cafe offers specials like Taco Tuesday🌮, $1 Wings Wednesday, Bougie Burger Thu "
Taco Tuesday,2023-12-19,Tuesday,,Royal Cakes & Cafe,Trenton,NJ,Central,,food special,shawnputyouon,https://www.instagram.com/p/C0xdAygLDT3/,high,True,,,,Menu specials change weekly.,,,,['caption'],,https://www.instagram.com/p/C0xdAygLDT3/,CDN URL - expires after few hours/days,https://www.instagram.com/shawnputyouon/,SHAWN | NJ + Philly Foodie,False,0,2023-12-13T00:18:14+00:00,2025-11-28T14:32:56.010032,weekly,"What’s up Foodies‼️ This spot is a hidden gem that serves some of the best soul food and cupcakes in Trenton, New Jersey. @royalcakescafe
 Royal Cakes & Cafe has it all from delicious savory bites and sweet treats made by Chef Matthew @wewhip4u and Tia @afrorican7 🍴🧁

The Peanut Butter and Jelly French Toast 10/10  and Lamb Chops were fire! I bet you never tried Blueberry Blue Cheese before⁉️😱🔥 
Everyday Royal Cakes & Cafe offers specials like Taco Tuesday🌮, $1 Wings Wednesday, Bougie Burger Thu "
$1 Wings Wednesday,2023-12-20,Wednesday,,Royal Cakes & Cafe,Trenton,NJ,Central,,food special,shawnputyouon,https://www.instagram.com/p/C0xdAygLDT3/,high,True,,,,Menu specials change weekly.,,,,['caption'],,https://www.instagram.com/p/C0xdAygLDT3/,CDN URL - expires after few hours/days,https://www.instagram.com/shawnputyouon/,SHAWN | NJ + Philly Foodie,False,0,2023-12-13T00:18:14+00:00,2025-11-28T14:32:56.010964,weekly,"What’s up Foodies‼️ This spot is a hidden gem that serves some of the best soul food and cupcakes in Trenton, New Jersey. @royalcakescafe
 Royal Cakes & Cafe has it all from delicious savory bites and sweet treats made by Chef Matthew @wewhip4u and Tia @afrorican7 🍴🧁

The Peanut Butter and Jelly French Toast 10/10  and Lamb Chops were fire! I bet you never tried Blueberry Blue Cheese before⁉️😱🔥 
Everyday Royal Cakes & Cafe offers specials like Taco Tuesday🌮, $1 Wings Wednesday, Bougie Burger Thu "
Bougie Burger Thursday,2023-12-21,Thursday,,Royal Cakes & Cafe,Trenton,NJ,Central,,food special,shawnputyouon,https://www.instagram.com/p/C0xdAygLDT3/,high,True,,,,Menu specials change weekly.,,,,['caption'],,https://www.instagram.com/p/C0xdAygLDT3/,CDN URL - expires after few hours/days,https://www.instagram.com/shawnputyouon/,SHAWN | NJ + Philly Foodie,False,0,2023-12-13T00:18:14+00:00,2025-11-28T14:32:56.010984,weekly,"What’s up Foodies‼️ This spot is a hidden gem that serves some of the best soul food and cupcakes in Trenton, New Jersey. @royalcakescafe
 Royal Cakes & Cafe has it all from delicious savory bites and sweet treats made by Chef Matthew @wewhip4u and Tia @afrorican7 🍴🧁

The Peanut Butter and Jelly French Toast 10/10  and Lamb Chops were fire! I bet you never tried Blueberry Blue Cheese before⁉️😱🔥 
Everyday Royal Cakes & Cafe offers specials like Taco Tuesday🌮, $1 Wings Wednesday, Bougie Burger Thu "
Karaoke,2023-12-22,Friday,,Royal Cakes & Cafe,Trenton,NJ,Central,,karaoke,shawnputyouon,https://www.instagram.com/p/C0xdAygLDT3/,high,True,,,,,,,,['caption'],,https://www.instagram.com/p/C0xdAygLDT3/,CDN URL - expires after few hours/days,https://www.instagram.com/shawnputyouon/,SHAWN | NJ + Philly Foodie,False,0,2023-12-13T00:18:14+00:00,2025-11-28T14:32:56.010999,weekly,"What’s up Foodies‼️ This spot is a hidden gem that serves some of the best soul food and cupcakes in Trenton, New Jersey. @royalcakescafe
 Royal Cakes & Cafe has it all from delicious savory bites and sweet treats made by Chef Matthew @wewhip4u and Tia @afrorican7 🍴🧁

The Peanut Butter and Jelly French Toast 10/10  and Lamb Chops were fire! I bet you never tried Blueberry Blue Cheese before⁉️😱🔥 
Everyday Royal Cakes & Cafe offers specials like Taco Tuesday🌮, $1 Wings Wednesday, Bougie Burger Thu "
Speak Up Series,2023-12-30,,,,,NJ,,,open-mic,speakupseries_,https://www.instagram.com/p/C0iFIVdOdHx/,high,False,,,,Open mic event supporting mid-career artists.,,,,['caption'],,https://www.instagram.com/p/C0iFIVdOdHx/,CDN URL - expires after few hours/days,https://www.instagram.com/speakupseries_/,Speak Up,False,0,2023-12-07T00:56:58+00:00,2025-11-28T14:53:12.822417,single,"Allow us to reintroduce who we are and what we support. What started as an open mic 6 years ago has blossomed into a sustainable support system for mid-career artists. @speakupseries_ commences soon and we can’t wait to be back vibrating high with everyone. 

Save the date: December 30, 2023 & stay connected with us for updates! 

#otwspeakupseries #yourvibeisyourtribe #poetry #music #explore #artistsinnj #artistsinnyc #spokenword #openmic #community #creativity #creativecommunity #speakup #conn "
Birthday celebration at The Skylark Diner,2024-01-13,Saturday,,Skylark Diner,,NJ,,,party,djqua,https://www.instagram.com/p/C16ymD6OG9X/,low,False,,,,Birthday celebration,DJ QUA,,,['first_comment'],,https://www.instagram.com/p/C16ymD6OG9X/,CDN URL - expires after few hours/days,https://www.instagram.com/djqua/,DJ Antoine Qua,False,0,2024-01-10T11:47:52+00:00,2025-11-28T14:37:42.240893,,Dj antoine qua and friends presents Roshell Fleming singing it’s not over doctor love and more Jan 20 inside the all new Central Park in roselle nj tickets $20 cashapp $djliltaj get your tickets now it’s limited seats available call or text 973-609-4651 for more info. 
Roshell Fleming singing it’s not over doctor love and more,2024-01-20,,,Central Park,Roselle,NJ,Central,$20,concert,djqua,https://www.instagram.com/p/C16ymD6OG9X/,high,False,,,,Tickets $20 cashapp $djliltaj get your tickets now it’s limited seats available call or text 973-609-4651 for more info.,Roshell Fleming,,,['caption'],,https://www.instagram.com/p/C16ymD6OG9X/,CDN URL - expires after few hours/days,https://www.instagram.com/djqua/,DJ Antoine Qua,False,0,2024-01-10T11:47:52+00:00,2025-11-28T14:37:42.240876,,Dj antoine qua and friends presents Roshell Fleming singing it’s not over doctor love and more Jan 20 inside the all new Central Park in roselle nj tickets $20 cashapp $djliltaj get your tickets now it’s limited seats available call or text 973-609-4651 for more info. 
LSC After Dark,2024-01-31,Thursday,,Liberty Science Center,,NJ,North,,party,lscafterdark,https://www.instagram.com/p/C2pudgoRKYN/,high,False,,,,"Smoking cocktails, delicious bites, and a twist of science!",,18+,https://lsc.org/,['caption'],,https://www.instagram.com/p/C2pudgoRKYN/,CDN URL - expires after few hours/days,https://www.instagram.com/lscafterdark/,LSC After Dark,False,0,2024-01-28T17:16:57+00:00,2025-11-28T14:55:48.149712,weekly,"Smoking cocktails, delicious bites, and a twist of science! #LSCAfterDark is every Thursday night at Liberty Science Center, for guests 18 and over.

Click link in bio to see the upcoming events and grab your tickets now. "
BrownMill Black History Month Collection Launch,2024-02-01,,,Urban Outfitters,,,,,collection launch,brownmillcompany,https://www.instagram.com/p/C20AeKiLLu-/,high,False,,,,BrownMill Black History Month Collection EXCLUSIVELY at @urbanoutfitters. Three stunning pieces curated to celebrate heritage — available now at urbanoutfitters.com.,,,,['caption'],,https://www.instagram.com/p/C20AeKiLLu-/,CDN URL - expires after few hours/days,https://www.instagram.com/brownmillcompany/,BrownMill Company,False,0,2024-02-01T17:12:02+00:00,2025-11-28T14:41:33.833554,single,"BrownMill x Urban Outfitters:// Dive into culture with the BrownMill Black History Month Collection, EXCLUSIVELY at @urbanoutfitters ! 🌟 Three stunning pieces curated to celebrate heritage — available now at urbanoutfitters.com. Don’t miss out on this collaboration that speaks volumes!

 #BrownMillxBHM #UrbanOutfittersExclusive #SupportBlackOwnedBusinesses #BMxUO
Models: @merrilslewis @fliboyjoe 
Creative & Art Director: Dominick Alcantara @alcantaradominick 
Stylist: Cher Lui Pio @cherluipio 
P "
Food & Drink Specials,2024-04-13,Saturday,15:00,Dolce Lounge,,NJ,,$6,food/drink specials,speakupseries_,https://www.instagram.com/p/C5tSZCmuMRx/,high,False,,17:00,,Food & drink specials,,,,['caption'],,https://www.instagram.com/p/C5tSZCmuMRx/,CDN URL - expires after few hours/days,https://www.instagram.com/speakupseries_/,Speak Up,False,0,2024-04-13T16:01:28+00:00,2025-11-28T14:51:58.092480,,"All roads lead to @speakupseries_ this evening 

🎟 in bio 

Remember, $6 food & drink specials from 3-5pm 
📍 @dolcelounge 

🚫 no sign up sheet on site, if you’re not confirmed for todays open mic please wait until our next open mic in the summer. "
Open Mic,2024-04-13,Saturday,,Dolce Lounge,,NJ,,,open-mic,speakupseries_,https://www.instagram.com/p/C5tSZCmuMRx/,high,False,,,,"Open Mic event, confirmed participants only",,,,['caption'],,https://www.instagram.com/p/C5tSZCmuMRx/,CDN URL - expires after few hours/days,https://www.instagram.com/speakupseries_/,Speak Up,False,0,2024-04-13T16:01:28+00:00,2025-11-28T14:51:58.092461,,"All roads lead to @speakupseries_ this evening 

🎟 in bio 

Remember, $6 food & drink specials from 3-5pm 
📍 @dolcelounge 

🚫 no sign up sheet on site, if you’re not confirmed for todays open mic please wait until our next open mic in the summer. "
SUNSET SOIRÉE,2024-06-29,,,themixnj_,,NJ,,,party,simonervql,https://www.instagram.com/p/C86_MnGARRI/,high,False,,,,,,,,['caption'],,https://www.instagram.com/p/C86_MnGARRI/,CDN URL - expires after few hours/days,https://www.instagram.com/simonervql/,SIM SIMMA,False,0,2024-07-02T13:44:00+00:00,2025-11-28T14:51:59.591766,,"day party vibes are truly top tier! @themixnj_ SUNSET SOIRÉE 6/29. appreciate everyone that was there to enjoy the day with us 🥂

special thank you to @llewellynparq @400proof @djclassic973 @billygenee @vate.mar @thekaylamomoney @asb.king @mrshernandez19 @st.braille !

follow @themixnj_ for more events content!

🎥: @st.braille "
20TH ANNIVERSARY of the reopening of the Delsea Drive-In Theatre!,2024-07-23,,,Delsea Drive-In,Vineland,NJ,South,,anniversary celebration,delseadrive_in,https://www.instagram.com/p/C9YBDxwR-e9/,high,False,,,,"Special carload pricing, pass/merch raffles throughout the evening. Celebrate 20 years of New Jersey’s only authentic drive-in theatre!",,,,['caption'],,https://www.instagram.com/p/C9YBDxwR-e9/,CDN URL - expires after few hours/days,https://www.instagram.com/delseadrive_in/,Delsea Drive-In,False,0,2024-07-13T19:51:32+00:00,2025-11-28T14:39:50.579868,single,"‼️TICKETS ARE NOW LIVE!‼️
‼️SPECIAL ANNOUNCEMENT!‼️ To all of our fans, followers, and beloved patrons, we will be hosting a special event on July 23rd- the 20TH ANNIVERSARY of the reopening of the Delsea Drive-In Theatre! 😁We will have special carload pricing for this event only and will have several pass/merch raffles throughout the evening. Come on out and celebrate 20 years of New Jersey’s only authentic drive-in theatre! 🥳📽️🚗🍿

#nj #newjersey #southjersey #vinelandnj #delseadrivein #delsead "
