event_name,date,start_time,venue_name,city,section_of_nj,newsletter_description,event_type,description,performer,price,confidence,is_recurring,instagram_handle,instagram_post_url,display_url,post_url,instagram_profile_url,account_name,post_id,had_ocr,from_calendar
Dinner Special: Buy One Get One House,2026-04-01,4:00 PM,Mamajuana Cafe Woodbridge,Iselin,Central,Enjoy a fantastic dinner special at Mamajuana Cafe Woodbridge!,Discount,"Buy a Dinner, Get One Complementary House Cocktail. Valid for March and April. Available Tuesday to Thursday from 4 PM to 10 PM.",,,0.8,False,mamajuanacafewoodbridgenj,https://www.instagram.com/p/DWXDiisD4Cn/,https://scontent-lga3-3.cdninstagram.com/v/t51.82787-15/658012928_18306741187279772_9210023032527185593_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-lga3-3.cdninstagram.com&_nc_cat=108&_nc_oc=Q6cZ2gGl0t_x2jAf8iKbhb0w0OqTNaNkiVgTPRDld4I9ci8hOGGLSnVYfpkAjEoivsc-wMo&_nc_ohc=lVGHcEnDuGEQ7kNvwGtsaFv&_nc_gid=RedvFMlgOWvoG6vMgiH8IQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_Af06KsxUjQKcFYRGWTyND0ZhgI9rjSevu8voeFjjlZOryg&oe=69EFE436&_nc_sid=10d13b,https://www.instagram.com/p/DWXDiisD4Cn/,https://www.instagram.com/mamajuanacafewoodbridgenj/,Mamajuana Cafe Woodbridge,3861570773341667495,True,False
Dinner Special: Buy One Get One House,2026-04-02,4:00 PM,Mamajuana Cafe Woodbridge,Iselin,Central,Enjoy a fantastic dinner special at Mamajuana Cafe Woodbridge!,Discount,"Buy a Dinner, Get One Complementary House Cocktail. Valid for March and April. Available Tuesday to Thursday from 4 PM to 10 PM.",,,0.8,False,mamajuanacafewoodbridgenj,https://www.instagram.com/p/DWXDiisD4Cn/,https://scontent-lga3-3.cdninstagram.com/v/t51.82787-15/658012928_18306741187279772_9210023032527185593_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-lga3-3.cdninstagram.com&_nc_cat=108&_nc_oc=Q6cZ2gGl0t_x2jAf8iKbhb0w0OqTNaNkiVgTPRDld4I9ci8hOGGLSnVYfpkAjEoivsc-wMo&_nc_ohc=lVGHcEnDuGEQ7kNvwGtsaFv&_nc_gid=RedvFMlgOWvoG6vMgiH8IQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_Af06KsxUjQKcFYRGWTyND0ZhgI9rjSevu8voeFjjlZOryg&oe=69EFE436&_nc_sid=10d13b,https://www.instagram.com/p/DWXDiisD4Cn/,https://www.instagram.com/mamajuanacafewoodbridgenj/,Mamajuana Cafe Woodbridge,3861570773341667495,True,False
Dinner Special: Buy One Get One House,2026-04-03,4:00 PM,Mamajuana Cafe Woodbridge,Iselin,Central,Enjoy a fantastic dinner special at Mamajuana Cafe Woodbridge!,Discount,"Buy a Dinner, Get One Complementary House Cocktail. Valid for March and April. Available Tuesday to Thursday from 4 PM to 10 PM.",,,0.8,False,mamajuanacafewoodbridgenj,https://www.instagram.com/p/DWXDiisD4Cn/,https://scontent-lga3-3.cdninstagram.com/v/t51.82787-15/658012928_18306741187279772_9210023032527185593_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-lga3-3.cdninstagram.com&_nc_cat=108&_nc_oc=Q6cZ2gGl0t_x2jAf8iKbhb0w0OqTNaNkiVgTPRDld4I9ci8hOGGLSnVYfpkAjEoivsc-wMo&_nc_ohc=lVGHcEnDuGEQ7kNvwGtsaFv&_nc_gid=RedvFMlgOWvoG6vMgiH8IQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_Af06KsxUjQKcFYRGWTyND0ZhgI9rjSevu8voeFjjlZOryg&oe=69EFE436&_nc_sid=10d13b,https://www.instagram.com/p/DWXDiisD4Cn/,https://www.instagram.com/mamajuanacafewoodbridgenj/,Mamajuana Cafe Woodbridge,3861570773341667495,True,False
Dinner Special: Buy One Get One House,2026-04-04,4:00 PM,Mamajuana Cafe Woodbridge,Iselin,Central,Enjoy a fantastic dinner special at Mamajuana Cafe Woodbridge!,Discount,"Buy a Dinner, Get One Complementary House Cocktail. Valid for March and April. Available Tuesday to Thursday from 4 PM to 10 PM.",,,0.8,False,mamajuanacafewoodbridgenj,https://www.instagram.com/p/DWXDiisD4Cn/,https://scontent-lga3-3.cdninstagram.com/v/t51.82787-15/658012928_18306741187279772_9210023032527185593_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-lga3-3.cdninstagram.com&_nc_cat=108&_nc_oc=Q6cZ2gGl0t_x2jAf8iKbhb0w0OqTNaNkiVgTPRDld4I9ci8hOGGLSnVYfpkAjEoivsc-wMo&_nc_ohc=lVGHcEnDuGEQ7kNvwGtsaFv&_nc_gid=RedvFMlgOWvoG6vMgiH8IQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_Af06KsxUjQKcFYRGWTyND0ZhgI9rjSevu8voeFjjlZOryg&oe=69EFE436&_nc_sid=10d13b,https://www.instagram.com/p/DWXDiisD4Cn/,https://www.instagram.com/mamajuanacafewoodbridgenj/,Mamajuana Cafe Woodbridge,3861570773341667495,True,False
Dinner Special: Buy One Get One House,2026-04-08,4:00 PM,Mamajuana Cafe Woodbridge,Iselin,Central,Enjoy a fantastic dinner special at Mamajuana Cafe Woodbridge!,Discount,"Buy a Dinner, Get One Complementary House Cocktail. Valid for March and April. Available Tuesday to Thursday from 4 PM to 10 PM.",,,0.8,False,mamajuanacafewoodbridgenj,https://www.instagram.com/p/DWXDiisD4Cn/,https://scontent-lga3-3.cdninstagram.com/v/t51.82787-15/658012928_18306741187279772_9210023032527185593_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-lga3-3.cdninstagram.com&_nc_cat=108&_nc_oc=Q6cZ2gGl0t_x2jAf8iKbhb0w0OqTNaNkiVgTPRDld4I9ci8hOGGLSnVYfpkAjEoivsc-wMo&_nc_ohc=lVGHcEnDuGEQ7kNvwGtsaFv&_nc_gid=RedvFMlgOWvoG6vMgiH8IQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_Af06KsxUjQKcFYRGWTyND0ZhgI9rjSevu8voeFjjlZOryg&oe=69EFE436&_nc_sid=10d13b,https://www.instagram.com/p/DWXDiisD4Cn/,https://www.instagram.com/mamajuanacafewoodbridgenj/,Mamajuana Cafe Woodbridge,3861570773341667495,True,False
Dinner Special: Buy One Get One House,2026-04-09,4:00 PM,Mamajuana Cafe Woodbridge,Iselin,Central,Enjoy a fantastic dinner special at Mamajuana Cafe Woodbridge!,Discount,"Buy a Dinner, Get One Complementary House Cocktail. Valid for March and April. Available Tuesday to Thursday from 4 PM to 10 PM.",,,0.8,False,mamajuanacafewoodbridgenj,https://www.instagram.com/p/DWXDiisD4Cn/,https://scontent-lga3-3.cdninstagram.com/v/t51.82787-15/658012928_18306741187279772_9210023032527185593_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-lga3-3.cdninstagram.com&_nc_cat=108&_nc_oc=Q6cZ2gGl0t_x2jAf8iKbhb0w0OqTNaNkiVgTPRDld4I9ci8hOGGLSnVYfpkAjEoivsc-wMo&_nc_ohc=lVGHcEnDuGEQ7kNvwGtsaFv&_nc_gid=RedvFMlgOWvoG6vMgiH8IQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_Af06KsxUjQKcFYRGWTyND0ZhgI9rjSevu8voeFjjlZOryg&oe=69EFE436&_nc_sid=10d13b,https://www.instagram.com/p/DWXDiisD4Cn/,https://www.instagram.com/mamajuanacafewoodbridgenj/,Mamajuana Cafe Woodbridge,3861570773341667495,True,False
Dinner Special: Buy One Get One House,2026-04-10,4:00 PM,Mamajuana Cafe Woodbridge,Iselin,Central,Enjoy a fantastic dinner special at Mamajuana Cafe Woodbridge!,Discount,"Buy a Dinner, Get One Complementary House Cocktail. Valid for March and April. Available Tuesday to Thursday from 4 PM to 10 PM.",,,0.8,False,mamajuanacafewoodbridgenj,https://www.instagram.com/p/DWXDiisD4Cn/,https://scontent-lga3-3.cdninstagram.com/v/t51.82787-15/658012928_18306741187279772_9210023032527185593_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-lga3-3.cdninstagram.com&_nc_cat=108&_nc_oc=Q6cZ2gGl0t_x2jAf8iKbhb0w0OqTNaNkiVgTPRDld4I9ci8hOGGLSnVYfpkAjEoivsc-wMo&_nc_ohc=lVGHcEnDuGEQ7kNvwGtsaFv&_nc_gid=RedvFMlgOWvoG6vMgiH8IQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_Af06KsxUjQKcFYRGWTyND0ZhgI9rjSevu8voeFjjlZOryg&oe=69EFE436&_nc_sid=10d13b,https://www.instagram.com/p/DWXDiisD4Cn/,https://www.instagram.com/mamajuanacafewoodbridgenj/,Mamajuana Cafe Woodbridge,3861570773341667495,True,False
Dinner Special: Buy One Get One House,2026-04-11,4:00 PM,Mamajuana Cafe Woodbridge,Iselin,Central,Enjoy a fantastic dinner special at Mamajuana Cafe Woodbridge!,Discount,"Buy a Dinner, Get One Complementary House Cocktail. Valid for March and April. Available Tuesday to Thursday from 4 PM to 10 PM.",,,0.8,False,mamajuanacafewoodbridgenj,https://www.instagram.com/p/DWXDiisD4Cn/,https://scontent-lga3-3.cdninstagram.com/v/t51.82787-15/658012928_18306741187279772_9210023032527185593_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-lga3-3.cdninstagram.com&_nc_cat=108&_nc_oc=Q6cZ2gGl0t_x2jAf8iKbhb0w0OqTNaNkiVgTPRDld4I9ci8hOGGLSnVYfpkAjEoivsc-wMo&_nc_ohc=lVGHcEnDuGEQ7kNvwGtsaFv&_nc_gid=RedvFMlgOWvoG6vMgiH8IQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_Af06KsxUjQKcFYRGWTyND0ZhgI9rjSevu8voeFjjlZOryg&oe=69EFE436&_nc_sid=10d13b,https://www.instagram.com/p/DWXDiisD4Cn/,https://www.instagram.com/mamajuanacafewoodbridgenj/,Mamajuana Cafe Woodbridge,3861570773341667495,True,False
Dinner Special: Buy One Get One House,2026-04-15,4:00 PM,Mamajuana Cafe Woodbridge,Iselin,Central,Enjoy a fantastic dinner special at Mamajuana Cafe Woodbridge!,Discount,"Buy a Dinner, Get One Complementary House Cocktail. Valid for March and April. Available Tuesday to Thursday from 4 PM to 10 PM.",,,0.8,False,mamajuanacafewoodbridgenj,https://www.instagram.com/p/DWXDiisD4Cn/,https://scontent-lga3-3.cdninstagram.com/v/t51.82787-15/658012928_18306741187279772_9210023032527185593_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-lga3-3.cdninstagram.com&_nc_cat=108&_nc_oc=Q6cZ2gGl0t_x2jAf8iKbhb0w0OqTNaNkiVgTPRDld4I9ci8hOGGLSnVYfpkAjEoivsc-wMo&_nc_ohc=lVGHcEnDuGEQ7kNvwGtsaFv&_nc_gid=RedvFMlgOWvoG6vMgiH8IQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_Af06KsxUjQKcFYRGWTyND0ZhgI9rjSevu8voeFjjlZOryg&oe=69EFE436&_nc_sid=10d13b,https://www.instagram.com/p/DWXDiisD4Cn/,https://www.instagram.com/mamajuanacafewoodbridgenj/,Mamajuana Cafe Woodbridge,3861570773341667495,True,False
Dinner Special: Buy One Get One House,2026-04-16,4:00 PM,Mamajuana Cafe Woodbridge,Iselin,Central,Enjoy a fantastic dinner special at Mamajuana Cafe Woodbridge!,Discount,"Buy a Dinner, Get One Complementary House Cocktail. Valid for March and April. Available Tuesday to Thursday from 4 PM to 10 PM.",,,0.8,False,mamajuanacafewoodbridgenj,https://www.instagram.com/p/DWXDiisD4Cn/,https://scontent-lga3-3.cdninstagram.com/v/t51.82787-15/658012928_18306741187279772_9210023032527185593_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-lga3-3.cdninstagram.com&_nc_cat=108&_nc_oc=Q6cZ2gGl0t_x2jAf8iKbhb0w0OqTNaNkiVgTPRDld4I9ci8hOGGLSnVYfpkAjEoivsc-wMo&_nc_ohc=lVGHcEnDuGEQ7kNvwGtsaFv&_nc_gid=RedvFMlgOWvoG6vMgiH8IQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_Af06KsxUjQKcFYRGWTyND0ZhgI9rjSevu8voeFjjlZOryg&oe=69EFE436&_nc_sid=10d13b,https://www.instagram.com/p/DWXDiisD4Cn/,https://www.instagram.com/mamajuanacafewoodbridgenj/,Mamajuana Cafe Woodbridge,3861570773341667495,True,False
Dinner Special: Buy One Get One House,2026-04-17,4:00 PM,Mamajuana Cafe Woodbridge,Iselin,Central,Enjoy a fantastic dinner special at Mamajuana Cafe Woodbridge!,Discount,"Buy a Dinner, Get One Complementary House Cocktail. Valid for March and April. Available Tuesday to Thursday from 4 PM to 10 PM.",,,0.8,False,mamajuanacafewoodbridgenj,https://www.instagram.com/p/DWXDiisD4Cn/,https://scontent-lga3-3.cdninstagram.com/v/t51.82787-15/658012928_18306741187279772_9210023032527185593_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-lga3-3.cdninstagram.com&_nc_cat=108&_nc_oc=Q6cZ2gGl0t_x2jAf8iKbhb0w0OqTNaNkiVgTPRDld4I9ci8hOGGLSnVYfpkAjEoivsc-wMo&_nc_ohc=lVGHcEnDuGEQ7kNvwGtsaFv&_nc_gid=RedvFMlgOWvoG6vMgiH8IQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_Af06KsxUjQKcFYRGWTyND0ZhgI9rjSevu8voeFjjlZOryg&oe=69EFE436&_nc_sid=10d13b,https://www.instagram.com/p/DWXDiisD4Cn/,https://www.instagram.com/mamajuanacafewoodbridgenj/,Mamajuana Cafe Woodbridge,3861570773341667495,True,False
