event_name,date,start_time,venue_name,city,section_of_nj,newsletter_description,event_type,description,performer,price,confidence,is_recurring,instagram_handle,instagram_post_url,display_url,post_url,instagram_profile_url,account_name,post_id,had_ocr,from_calendar
Still Not a Playa Episode 2,2026-03-24,,Life After Restaurant & Lounge,Edgewater,North,Don't miss episode 2 of 'I got a story to tell series' featuring Still Not a Playa!,Content Release,Episode 2 of the 'I got a story to tell series' featuring Still Not a Playa.,,,1.0,False,lifeafterrestaurant,https://www.instagram.com/p/DWRaplvCQMd/,https://scontent-lhr6-1.cdninstagram.com/v/t51.82787-15/658427260_17971091144994194_4242937257528390829_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-lhr6-1.cdninstagram.com&_nc_cat=102&_nc_oc=Q6cZ2gEFZ0Hk4sIid_OsTIBUbyVTNy74J54_qNxPGnDqHWb3OmPmymrpFb96mhoyyOgI-wQ&_nc_ohc=wIH-PZ-mBUwQ7kNvwHBqRcm&_nc_gid=_8vFxZ09gF1BTHuZr2-VJQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_Af06z_ttCGZiHsP-_g-7ckirlXavgN5IIY75TQEaIOgoLQ&oe=69D4BD54&_nc_sid=10d13b,https://www.instagram.com/p/DWRaplvCQMd/,https://www.instagram.com/lifeafterrestaurant/,LIFE AFTER RESTAURANT,3859983562858627869,False,False
Lobster Pasta Special,2026-03-24,,Life After Restaurant & Lounge,Edgewater,North,Indulge in our rich and creamy Lobster Pasta special!,Food Special,"Savor two 4oz lobster tails over pasta, tossed in a lobster bisque béchamel with cherry tomato, basil, and finished with grated parmesan. Creamy. Savory. Unapologetically rich. The kind of dish you don’t share.",,,1.0,False,lifeafterrestaurant,https://www.instagram.com/p/DWRaplvCQMd/,https://scontent-lhr6-1.cdninstagram.com/v/t51.82787-15/658427260_17971091144994194_4242937257528390829_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-lhr6-1.cdninstagram.com&_nc_cat=102&_nc_oc=Q6cZ2gEFZ0Hk4sIid_OsTIBUbyVTNy74J54_qNxPGnDqHWb3OmPmymrpFb96mhoyyOgI-wQ&_nc_ohc=wIH-PZ-mBUwQ7kNvwHBqRcm&_nc_gid=_8vFxZ09gF1BTHuZr2-VJQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_Af06z_ttCGZiHsP-_g-7ckirlXavgN5IIY75TQEaIOgoLQ&oe=69D4BD54&_nc_sid=10d13b,https://www.instagram.com/p/DWRaplvCQMd/,https://www.instagram.com/lifeafterrestaurant/,LIFE AFTER RESTAURANT,3859983562858627869,False,False
Throwback Experience,2026-04-04,7:00 PM,Swahili Village Newark,Newark,Central,Step back in time with our Throwback Experience!,Music,Throwback Experience,,,0.8,False,afroeast_,https://www.instagram.com/p/DWpCoHyifq4/,https://instagram.fric1-2.fna.fbcdn.net/v/t51.82787-15/658545947_17966283072023379_4254608535080921952_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=instagram.fric1-2.fna.fbcdn.net&_nc_cat=103&_nc_oc=Q6cZ2gH6EewNSOS9DylVtA_o5L1GU6JuJEBeQoZiL-oaW935fSwlYLhehjnj0ClSkuNcmuk&_nc_ohc=p87XftpGA0sQ7kNvwFqQJua&_nc_gid=TlcapRJ4RpedYsx8wa9SVA&edm=APs17CUBAAAA&ccb=7-5&oh=00_Af3W4NioifP7fCzSt8nnI-kJocH0OjRO7aHwPEeNSqapcw&oe=69D4A64E&_nc_sid=10d13b,https://www.instagram.com/p/DWpCoHyifq4/,https://www.instagram.com/afroeast_/,AFRO EAST,3866633308310469304,False,False
Amapiano Experience,2026-04-04,11:00 PM,Swahili Village Newark,Newark,Central,Get ready to groove with our Amapiano Experience!,Music,Amapiano Experience,,,0.8,False,afroeast_,https://www.instagram.com/p/DWpCoHyifq4/,https://instagram.fric1-2.fna.fbcdn.net/v/t51.82787-15/658545947_17966283072023379_4254608535080921952_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=instagram.fric1-2.fna.fbcdn.net&_nc_cat=103&_nc_oc=Q6cZ2gH6EewNSOS9DylVtA_o5L1GU6JuJEBeQoZiL-oaW935fSwlYLhehjnj0ClSkuNcmuk&_nc_ohc=p87XftpGA0sQ7kNvwFqQJua&_nc_gid=TlcapRJ4RpedYsx8wa9SVA&edm=APs17CUBAAAA&ccb=7-5&oh=00_Af3W4NioifP7fCzSt8nnI-kJocH0OjRO7aHwPEeNSqapcw&oe=69D4A64E&_nc_sid=10d13b,https://www.instagram.com/p/DWpCoHyifq4/,https://www.instagram.com/afroeast_/,AFRO EAST,3866633308310469304,False,False
See you next weekend,2026-04-04,,Best Kept Secret,Hillside,Central,The in between moments hit the hardest. 🤫 See you next weekend!,General,The in between moments hit the hardest. 🤫 See you next weekend.,,,0.7,False,bks.nj,https://www.instagram.com/p/DWhlwygD_sa/,https://scontent-sjc6-1.cdninstagram.com/v/t51.82787-15/656065369_17915702676343281_4451845092473801909_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-sjc6-1.cdninstagram.com&_nc_cat=109&_nc_oc=Q6cZ2gHeq51xKq07cMMh-6Oij8WayekMcM2XV4CBLa6_3eSmGbiZIJBfexZhyvZEYESy110&_nc_ohc=wyV2yo9MBioQ7kNvwEv8_7H&_nc_gid=7IrY_Ijsvlrhlxzk-ZQBUg&edm=APs17CUBAAAA&ccb=7-5&oh=00_Af2MutP1YHJpah5-E1_5i2faEnXKysjvdiubaRU4sQYprA&oe=69D4AA59&_nc_sid=10d13b,https://www.instagram.com/p/DWhlwygD_sa/,https://www.instagram.com/bks.nj/,Best Kept Secret,3864536035741399834,False,False
Studio Booking - Tues-Thurs,2026-03-24,10:00 AM,Myx Lokal,,,Book your next event with Myx Lokal!,rental,Studio available for bookings Tuesdays - Thursdays from 10 AM to 10 PM.,,,0.8,True,myxlokal,https://www.instagram.com/p/DWMMfsRDliQ/,https://scontent-man2-1.cdninstagram.com/v/t51.71878-15/655292043_1480285156439247_8720362956457521543_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-man2-1.cdninstagram.com&_nc_cat=103&_nc_oc=Q6cZ2gGNMXcvOOKZuIAZzrIwEXeIqZHkRAY8f4xAyT_JhXIfd-Qm7hN2ExY62M9rAVAmsGk&_nc_ohc=_2xQDtYZ8M8Q7kNvwGdzy0T&_nc_gid=HjElpxhxabyEDv9CCkRB-g&edm=APs17CUBAAAA&ccb=7-5&oh=00_Af1aQI_CqJgAZ1pfC4mBhw3-UbcE4Le-Cj-zXZDUF695mg&oe=69D4BB10&_nc_sid=10d13b,https://www.instagram.com/p/DWMMfsRDliQ/,https://www.instagram.com/myxlokal/,Myx Lokal | Creative Event Studio,3858513935142377616,True,False
Studio Booking - Fri-Sat,2026-03-27,10:00 AM,Myx Lokal,,,Book your next event with Myx Lokal!,rental,Studio available for bookings Fridays - Saturdays from 10 AM to 11 PM.,,,0.8,True,myxlokal,https://www.instagram.com/p/DWMMfsRDliQ/,https://scontent-man2-1.cdninstagram.com/v/t51.71878-15/655292043_1480285156439247_8720362956457521543_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-man2-1.cdninstagram.com&_nc_cat=103&_nc_oc=Q6cZ2gGNMXcvOOKZuIAZzrIwEXeIqZHkRAY8f4xAyT_JhXIfd-Qm7hN2ExY62M9rAVAmsGk&_nc_ohc=_2xQDtYZ8M8Q7kNvwGdzy0T&_nc_gid=HjElpxhxabyEDv9CCkRB-g&edm=APs17CUBAAAA&ccb=7-5&oh=00_Af1aQI_CqJgAZ1pfC4mBhw3-UbcE4Le-Cj-zXZDUF695mg&oe=69D4BB10&_nc_sid=10d13b,https://www.instagram.com/p/DWMMfsRDliQ/,https://www.instagram.com/myxlokal/,Myx Lokal | Creative Event Studio,3858513935142377616,True,False
Studio Booking - Sunday,2026-03-29,10:00 AM,Myx Lokal,,,Book your next event with Myx Lokal!,rental,Studio available for bookings Sundays from 10 AM to 10 PM.,,,0.8,True,myxlokal,https://www.instagram.com/p/DWMMfsRDliQ/,https://scontent-man2-1.cdninstagram.com/v/t51.71878-15/655292043_1480285156439247_8720362956457521543_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-man2-1.cdninstagram.com&_nc_cat=103&_nc_oc=Q6cZ2gGNMXcvOOKZuIAZzrIwEXeIqZHkRAY8f4xAyT_JhXIfd-Qm7hN2ExY62M9rAVAmsGk&_nc_ohc=_2xQDtYZ8M8Q7kNvwGdzy0T&_nc_gid=HjElpxhxabyEDv9CCkRB-g&edm=APs17CUBAAAA&ccb=7-5&oh=00_Af1aQI_CqJgAZ1pfC4mBhw3-UbcE4Le-Cj-zXZDUF695mg&oe=69D4BB10&_nc_sid=10d13b,https://www.instagram.com/p/DWMMfsRDliQ/,https://www.instagram.com/myxlokal/,Myx Lokal | Creative Event Studio,3858513935142377616,True,False
Girls Night Out,2026-03-24,,Myx Lokal,,,Host your Girls Night Out at Myx Lokal!,social,Perfect for a girls night out. Studio available for bookings.,,,0.7,False,myxlokal,https://www.instagram.com/p/DWMMfsRDliQ/,https://scontent-man2-1.cdninstagram.com/v/t51.71878-15/655292043_1480285156439247_8720362956457521543_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-man2-1.cdninstagram.com&_nc_cat=103&_nc_oc=Q6cZ2gGNMXcvOOKZuIAZzrIwEXeIqZHkRAY8f4xAyT_JhXIfd-Qm7hN2ExY62M9rAVAmsGk&_nc_ohc=_2xQDtYZ8M8Q7kNvwGdzy0T&_nc_gid=HjElpxhxabyEDv9CCkRB-g&edm=APs17CUBAAAA&ccb=7-5&oh=00_Af1aQI_CqJgAZ1pfC4mBhw3-UbcE4Le-Cj-zXZDUF695mg&oe=69D4BB10&_nc_sid=10d13b,https://www.instagram.com/p/DWMMfsRDliQ/,https://www.instagram.com/myxlokal/,Myx Lokal | Creative Event Studio,3858513935142377616,True,False
Praise Party,2026-03-24,,Myx Lokal,,,Make your Praise Party powerful at Myx Lokal!,religious,Ideal for a powerful praise party. Studio available for bookings.,,,0.7,False,myxlokal,https://www.instagram.com/p/DWMMfsRDliQ/,https://scontent-man2-1.cdninstagram.com/v/t51.71878-15/655292043_1480285156439247_8720362956457521543_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-man2-1.cdninstagram.com&_nc_cat=103&_nc_oc=Q6cZ2gGNMXcvOOKZuIAZzrIwEXeIqZHkRAY8f4xAyT_JhXIfd-Qm7hN2ExY62M9rAVAmsGk&_nc_ohc=_2xQDtYZ8M8Q7kNvwGdzy0T&_nc_gid=HjElpxhxabyEDv9CCkRB-g&edm=APs17CUBAAAA&ccb=7-5&oh=00_Af1aQI_CqJgAZ1pfC4mBhw3-UbcE4Le-Cj-zXZDUF695mg&oe=69D4BB10&_nc_sid=10d13b,https://www.instagram.com/p/DWMMfsRDliQ/,https://www.instagram.com/myxlokal/,Myx Lokal | Creative Event Studio,3858513935142377616,True,False
Networking Social,2026-03-24,,Myx Lokal,,,Bring the energy to your Networking Social at Myx Lokal!,networking,Great for a networking social with lots of energy. Studio available for bookings.,,,0.7,False,myxlokal,https://www.instagram.com/p/DWMMfsRDliQ/,https://scontent-man2-1.cdninstagram.com/v/t51.71878-15/655292043_1480285156439247_8720362956457521543_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-man2-1.cdninstagram.com&_nc_cat=103&_nc_oc=Q6cZ2gGNMXcvOOKZuIAZzrIwEXeIqZHkRAY8f4xAyT_JhXIfd-Qm7hN2ExY62M9rAVAmsGk&_nc_ohc=_2xQDtYZ8M8Q7kNvwGdzy0T&_nc_gid=HjElpxhxabyEDv9CCkRB-g&edm=APs17CUBAAAA&ccb=7-5&oh=00_Af1aQI_CqJgAZ1pfC4mBhw3-UbcE4Le-Cj-zXZDUF695mg&oe=69D4BB10&_nc_sid=10d13b,https://www.instagram.com/p/DWMMfsRDliQ/,https://www.instagram.com/myxlokal/,Myx Lokal | Creative Event Studio,3858513935142377616,True,False
Bridal Shower,2026-03-24,,Myx Lokal,,,"Host a soft, beautiful Bridal Shower at Myx Lokal!",celebration,"A soft, beautiful moment for a bridal shower. Studio available for bookings.",,,0.7,False,myxlokal,https://www.instagram.com/p/DWMMfsRDliQ/,https://scontent-man2-1.cdninstagram.com/v/t51.71878-15/655292043_1480285156439247_8720362956457521543_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-man2-1.cdninstagram.com&_nc_cat=103&_nc_oc=Q6cZ2gGNMXcvOOKZuIAZzrIwEXeIqZHkRAY8f4xAyT_JhXIfd-Qm7hN2ExY62M9rAVAmsGk&_nc_ohc=_2xQDtYZ8M8Q7kNvwGdzy0T&_nc_gid=HjElpxhxabyEDv9CCkRB-g&edm=APs17CUBAAAA&ccb=7-5&oh=00_Af1aQI_CqJgAZ1pfC4mBhw3-UbcE4Le-Cj-zXZDUF695mg&oe=69D4BB10&_nc_sid=10d13b,https://www.instagram.com/p/DWMMfsRDliQ/,https://www.instagram.com/myxlokal/,Myx Lokal | Creative Event Studio,3858513935142377616,True,False
