INSTAGRAM HANDLE,EVENT NAME,DATE,START TIME,VENUE NAME,CITY,SECTION OF NJ,NEWSLETTER DESCRIPTION,INSTAGRAM POST URL,DISPLAY URL,POST URL,INSTAGRAM PROFILE URL,EVENT TYPE,ACCOUNT NAME,DESCRIPTION,PERFORMER,PRICE,CONFIDENCE,POST ID,HAD OCR,FROM CALENDAR,IS RECURRING,PROCESSED TIMESTAMP
LIFEAFTERRESTAURANT,STILL NOT A PLAYA EPISODE 2,2026-03-24,,LIFE AFTER RESTAURANT & LOUNGE,EDGEWATER,NORTH,DON'T MISS EPISODE 2 OF 'I GOT A STORY TO TELL SERIES' FEATURING STILL NOT A PLAYA!,https://www.instagram.com/p/DWRaplvCQMd/,https://scontent-lhr6-1.cdninstagram.com/v/t51.82787-15/658427260_17971091144994194_4242937257528390829_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-lhr6-1.cdninstagram.com&_nc_cat=102&_nc_oc=Q6cZ2gEFZ0Hk4sIid_OsTIBUbyVTNy74J54_qNxPGnDqHWb3OmPmymrpFb96mhoyyOgI-wQ&_nc_ohc=wIH-PZ-mBUwQ7kNvwHBqRcm&_nc_gid=_8vFxZ09gF1BTHuZr2-VJQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_Af06z_ttCGZiHsP-_g-7ckirlXavgN5IIY75TQEaIOgoLQ&oe=69D4BD54&_nc_sid=10d13b,https://www.instagram.com/p/DWRaplvCQMd/,https://www.instagram.com/lifeafterrestaurant/,CONTENT RELEASE,LIFE AFTER RESTAURANT,EPISODE 2 OF THE 'I GOT A STORY TO TELL SERIES' FEATURING STILL NOT A PLAYA.,,,1.0,3859983562858627869,False,False,False,2026-04-02 21:25:11
LIFEAFTERRESTAURANT,LOBSTER PASTA SPECIAL,2026-03-24,,LIFE AFTER RESTAURANT & LOUNGE,EDGEWATER,NORTH,INDULGE IN OUR RICH AND CREAMY LOBSTER PASTA SPECIAL!,https://www.instagram.com/p/DWRaplvCQMd/,https://scontent-lhr6-1.cdninstagram.com/v/t51.82787-15/658427260_17971091144994194_4242937257528390829_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-lhr6-1.cdninstagram.com&_nc_cat=102&_nc_oc=Q6cZ2gEFZ0Hk4sIid_OsTIBUbyVTNy74J54_qNxPGnDqHWb3OmPmymrpFb96mhoyyOgI-wQ&_nc_ohc=wIH-PZ-mBUwQ7kNvwHBqRcm&_nc_gid=_8vFxZ09gF1BTHuZr2-VJQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_Af06z_ttCGZiHsP-_g-7ckirlXavgN5IIY75TQEaIOgoLQ&oe=69D4BD54&_nc_sid=10d13b,https://www.instagram.com/p/DWRaplvCQMd/,https://www.instagram.com/lifeafterrestaurant/,FOOD SPECIAL,LIFE AFTER RESTAURANT,"SAVOR TWO 4OZ LOBSTER TAILS OVER PASTA, TOSSED IN A LOBSTER BISQUE BÉCHAMEL WITH CHERRY TOMATO, BASIL, AND FINISHED WITH GRATED PARMESAN. CREAMY. SAVORY. UNAPOLOGETICALLY RICH. THE KIND OF DISH YOU DON’T SHARE.",,,1.0,3859983562858627869,False,False,False,2026-04-02 21:25:11
AFROEAST_,THROWBACK EXPERIENCE,2026-04-04,7:00 PM,SWAHILI VILLAGE NEWARK,NEWARK,CENTRAL,STEP BACK IN TIME WITH OUR THROWBACK EXPERIENCE!,https://www.instagram.com/p/DWpCoHyifq4/,https://instagram.fric1-2.fna.fbcdn.net/v/t51.82787-15/658545947_17966283072023379_4254608535080921952_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=instagram.fric1-2.fna.fbcdn.net&_nc_cat=103&_nc_oc=Q6cZ2gH6EewNSOS9DylVtA_o5L1GU6JuJEBeQoZiL-oaW935fSwlYLhehjnj0ClSkuNcmuk&_nc_ohc=p87XftpGA0sQ7kNvwFqQJua&_nc_gid=TlcapRJ4RpedYsx8wa9SVA&edm=APs17CUBAAAA&ccb=7-5&oh=00_Af3W4NioifP7fCzSt8nnI-kJocH0OjRO7aHwPEeNSqapcw&oe=69D4A64E&_nc_sid=10d13b,https://www.instagram.com/p/DWpCoHyifq4/,https://www.instagram.com/afroeast_/,MUSIC,AFRO EAST,THROWBACK EXPERIENCE,,,0.8,3866633308310469304,False,False,False,2026-04-02 21:25:11
AFROEAST_,AMAPIANO EXPERIENCE,2026-04-04,11:00 PM,SWAHILI VILLAGE NEWARK,NEWARK,CENTRAL,GET READY TO GROOVE WITH OUR AMAPIANO EXPERIENCE!,https://www.instagram.com/p/DWpCoHyifq4/,https://instagram.fric1-2.fna.fbcdn.net/v/t51.82787-15/658545947_17966283072023379_4254608535080921952_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=instagram.fric1-2.fna.fbcdn.net&_nc_cat=103&_nc_oc=Q6cZ2gH6EewNSOS9DylVtA_o5L1GU6JuJEBeQoZiL-oaW935fSwlYLhehjnj0ClSkuNcmuk&_nc_ohc=p87XftpGA0sQ7kNvwFqQJua&_nc_gid=TlcapRJ4RpedYsx8wa9SVA&edm=APs17CUBAAAA&ccb=7-5&oh=00_Af3W4NioifP7fCzSt8nnI-kJocH0OjRO7aHwPEeNSqapcw&oe=69D4A64E&_nc_sid=10d13b,https://www.instagram.com/p/DWpCoHyifq4/,https://www.instagram.com/afroeast_/,MUSIC,AFRO EAST,AMAPIANO EXPERIENCE,,,0.8,3866633308310469304,False,False,False,2026-04-02 21:25:11
BKS.NJ,SEE YOU NEXT WEEKEND,2026-04-04,,BEST KEPT SECRET,HILLSIDE,CENTRAL,THE IN BETWEEN MOMENTS HIT THE HARDEST. 🤫 SEE YOU NEXT WEEKEND!,https://www.instagram.com/p/DWhlwygD_sa/,https://scontent-sjc6-1.cdninstagram.com/v/t51.82787-15/656065369_17915702676343281_4451845092473801909_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-sjc6-1.cdninstagram.com&_nc_cat=109&_nc_oc=Q6cZ2gHeq51xKq07cMMh-6Oij8WayekMcM2XV4CBLa6_3eSmGbiZIJBfexZhyvZEYESy110&_nc_ohc=wyV2yo9MBioQ7kNvwEv8_7H&_nc_gid=7IrY_Ijsvlrhlxzk-ZQBUg&edm=APs17CUBAAAA&ccb=7-5&oh=00_Af2MutP1YHJpah5-E1_5i2faEnXKysjvdiubaRU4sQYprA&oe=69D4AA59&_nc_sid=10d13b,https://www.instagram.com/p/DWhlwygD_sa/,https://www.instagram.com/bks.nj/,GENERAL,BEST KEPT SECRET,THE IN BETWEEN MOMENTS HIT THE HARDEST. 🤫 SEE YOU NEXT WEEKEND.,,,0.7,3864536035741399834,False,False,False,2026-04-02 21:25:11
MYXLOKAL,STUDIO BOOKING - TUES-THURS,2026-03-24,10:00 AM,MYX LOKAL,,,BOOK YOUR NEXT EVENT WITH MYX LOKAL!,https://www.instagram.com/p/DWMMfsRDliQ/,https://scontent-man2-1.cdninstagram.com/v/t51.71878-15/655292043_1480285156439247_8720362956457521543_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-man2-1.cdninstagram.com&_nc_cat=103&_nc_oc=Q6cZ2gGNMXcvOOKZuIAZzrIwEXeIqZHkRAY8f4xAyT_JhXIfd-Qm7hN2ExY62M9rAVAmsGk&_nc_ohc=_2xQDtYZ8M8Q7kNvwGdzy0T&_nc_gid=HjElpxhxabyEDv9CCkRB-g&edm=APs17CUBAAAA&ccb=7-5&oh=00_Af1aQI_CqJgAZ1pfC4mBhw3-UbcE4Le-Cj-zXZDUF695mg&oe=69D4BB10&_nc_sid=10d13b,https://www.instagram.com/p/DWMMfsRDliQ/,https://www.instagram.com/myxlokal/,RENTAL,MYX LOKAL | CREATIVE EVENT STUDIO,STUDIO AVAILABLE FOR BOOKINGS TUESDAYS - THURSDAYS FROM 10 AM TO 10 PM.,,,0.8,3858513935142377616,True,False,True,2026-04-02 21:25:11
MYXLOKAL,STUDIO BOOKING - FRI-SAT,2026-03-27,10:00 AM,MYX LOKAL,,,BOOK YOUR NEXT EVENT WITH MYX LOKAL!,https://www.instagram.com/p/DWMMfsRDliQ/,https://scontent-man2-1.cdninstagram.com/v/t51.71878-15/655292043_1480285156439247_8720362956457521543_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-man2-1.cdninstagram.com&_nc_cat=103&_nc_oc=Q6cZ2gGNMXcvOOKZuIAZzrIwEXeIqZHkRAY8f4xAyT_JhXIfd-Qm7hN2ExY62M9rAVAmsGk&_nc_ohc=_2xQDtYZ8M8Q7kNvwGdzy0T&_nc_gid=HjElpxhxabyEDv9CCkRB-g&edm=APs17CUBAAAA&ccb=7-5&oh=00_Af1aQI_CqJgAZ1pfC4mBhw3-UbcE4Le-Cj-zXZDUF695mg&oe=69D4BB10&_nc_sid=10d13b,https://www.instagram.com/p/DWMMfsRDliQ/,https://www.instagram.com/myxlokal/,RENTAL,MYX LOKAL | CREATIVE EVENT STUDIO,STUDIO AVAILABLE FOR BOOKINGS FRIDAYS - SATURDAYS FROM 10 AM TO 11 PM.,,,0.8,3858513935142377616,True,False,True,2026-04-02 21:25:11
MYXLOKAL,STUDIO BOOKING - SUNDAY,2026-03-29,10:00 AM,MYX LOKAL,,,BOOK YOUR NEXT EVENT WITH MYX LOKAL!,https://www.instagram.com/p/DWMMfsRDliQ/,https://scontent-man2-1.cdninstagram.com/v/t51.71878-15/655292043_1480285156439247_8720362956457521543_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-man2-1.cdninstagram.com&_nc_cat=103&_nc_oc=Q6cZ2gGNMXcvOOKZuIAZzrIwEXeIqZHkRAY8f4xAyT_JhXIfd-Qm7hN2ExY62M9rAVAmsGk&_nc_ohc=_2xQDtYZ8M8Q7kNvwGdzy0T&_nc_gid=HjElpxhxabyEDv9CCkRB-g&edm=APs17CUBAAAA&ccb=7-5&oh=00_Af1aQI_CqJgAZ1pfC4mBhw3-UbcE4Le-Cj-zXZDUF695mg&oe=69D4BB10&_nc_sid=10d13b,https://www.instagram.com/p/DWMMfsRDliQ/,https://www.instagram.com/myxlokal/,RENTAL,MYX LOKAL | CREATIVE EVENT STUDIO,STUDIO AVAILABLE FOR BOOKINGS SUNDAYS FROM 10 AM TO 10 PM.,,,0.8,3858513935142377616,True,False,True,2026-04-02 21:25:11
MYXLOKAL,GIRLS NIGHT OUT,2026-03-24,,MYX LOKAL,,,HOST YOUR GIRLS NIGHT OUT AT MYX LOKAL!,https://www.instagram.com/p/DWMMfsRDliQ/,https://scontent-man2-1.cdninstagram.com/v/t51.71878-15/655292043_1480285156439247_8720362956457521543_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-man2-1.cdninstagram.com&_nc_cat=103&_nc_oc=Q6cZ2gGNMXcvOOKZuIAZzrIwEXeIqZHkRAY8f4xAyT_JhXIfd-Qm7hN2ExY62M9rAVAmsGk&_nc_ohc=_2xQDtYZ8M8Q7kNvwGdzy0T&_nc_gid=HjElpxhxabyEDv9CCkRB-g&edm=APs17CUBAAAA&ccb=7-5&oh=00_Af1aQI_CqJgAZ1pfC4mBhw3-UbcE4Le-Cj-zXZDUF695mg&oe=69D4BB10&_nc_sid=10d13b,https://www.instagram.com/p/DWMMfsRDliQ/,https://www.instagram.com/myxlokal/,SOCIAL,MYX LOKAL | CREATIVE EVENT STUDIO,PERFECT FOR A GIRLS NIGHT OUT. STUDIO AVAILABLE FOR BOOKINGS.,,,0.7,3858513935142377616,True,False,False,2026-04-02 21:25:11
MYXLOKAL,PRAISE PARTY,2026-03-24,,MYX LOKAL,,,MAKE YOUR PRAISE PARTY POWERFUL AT MYX LOKAL!,https://www.instagram.com/p/DWMMfsRDliQ/,https://scontent-man2-1.cdninstagram.com/v/t51.71878-15/655292043_1480285156439247_8720362956457521543_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-man2-1.cdninstagram.com&_nc_cat=103&_nc_oc=Q6cZ2gGNMXcvOOKZuIAZzrIwEXeIqZHkRAY8f4xAyT_JhXIfd-Qm7hN2ExY62M9rAVAmsGk&_nc_ohc=_2xQDtYZ8M8Q7kNvwGdzy0T&_nc_gid=HjElpxhxabyEDv9CCkRB-g&edm=APs17CUBAAAA&ccb=7-5&oh=00_Af1aQI_CqJgAZ1pfC4mBhw3-UbcE4Le-Cj-zXZDUF695mg&oe=69D4BB10&_nc_sid=10d13b,https://www.instagram.com/p/DWMMfsRDliQ/,https://www.instagram.com/myxlokal/,RELIGIOUS,MYX LOKAL | CREATIVE EVENT STUDIO,IDEAL FOR A POWERFUL PRAISE PARTY. STUDIO AVAILABLE FOR BOOKINGS.,,,0.7,3858513935142377616,True,False,False,2026-04-02 21:25:11
