event_name,date,start_time,venue_name,city,section_of_nj,newsletter_description,event_type,description,performer,price,confidence,is_recurring,instagram_handle,instagram_post_url,display_url,post_url,instagram_profile_url,account_name,post_id,had_ocr,from_calendar
Penn Relays - Masters 40+ 4x400m,2026-04-25,,Franklin Field,Philadelphia,,The men of BMR South Jersey tackled the legendary Penn Relays!,Race,Captain E and Vice-Captain Jus participated in the Masters 40+ 4x400m relay at Franklin Field.,,,0.9,False,bmr_snj,https://www.instagram.com/p/DXm5Nl3Gpd3/,https://scontent-lga3-3.cdninstagram.com/v/t51.82787-15/681279571_18004590197910854_4497354238175360827_n.jpg?stp=dst-jpg_e15_fr_p1080x1080_tt6&_nc_ht=scontent-lga3-3.cdninstagram.com&_nc_cat=102&_nc_oc=Q6cZ2gFHP4lMN-tDCEfxBGq2RIKenh7NpQJN0OAXT1iQJFxnkqyit-B9JRczDWf-o6iV_FE&_nc_ohc=_4LziV1RSJYQ7kNvwH68iQR&_nc_gid=0RaO_Vt1meMfOJJuh8yQDQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_Af1tVVSa-8OkU5PUGvLyH8bh7yMJdTxptV_BvoePh5FjtA&oe=69F5CBEA&_nc_sid=10d13b,https://www.instagram.com/p/DXm5Nl3Gpd3/,https://www.instagram.com/bmr_snj/,BMR-South New Jersey Chapter,3884043351310899063,True,False
OPAC Relays,2026-04-25,,,Philadelphia,,The energy continued at the OPAC Relays after Penn!,Race,"Captain E and Vice-Captain Jus, along with Tre and Rifeeq, competed at the OPAC Relays.",,,0.9,False,bmr_snj,https://www.instagram.com/p/DXm5Nl3Gpd3/,https://scontent-lga3-3.cdninstagram.com/v/t51.82787-15/681279571_18004590197910854_4497354238175360827_n.jpg?stp=dst-jpg_e15_fr_p1080x1080_tt6&_nc_ht=scontent-lga3-3.cdninstagram.com&_nc_cat=102&_nc_oc=Q6cZ2gFHP4lMN-tDCEfxBGq2RIKenh7NpQJN0OAXT1iQJFxnkqyit-B9JRczDWf-o6iV_FE&_nc_ohc=_4LziV1RSJYQ7kNvwH68iQR&_nc_gid=0RaO_Vt1meMfOJJuh8yQDQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_Af1tVVSa-8OkU5PUGvLyH8bh7yMJdTxptV_BvoePh5FjtA&oe=69F5CBEA&_nc_sid=10d13b,https://www.instagram.com/p/DXm5Nl3Gpd3/,https://www.instagram.com/bmr_snj/,BMR-South New Jersey Chapter,3884043351310899063,True,False
BMR Sunday Service: Speed Edition,2026-04-26,,,Haddon Township,South,Sunday speed work in Haddon Township with the BMR brotherhood!,Training,Speed work session held in Haddon Township.,,,0.9,False,bmr_snj,https://www.instagram.com/p/DXm5Nl3Gpd3/,https://scontent-lga3-3.cdninstagram.com/v/t51.82787-15/681279571_18004590197910854_4497354238175360827_n.jpg?stp=dst-jpg_e15_fr_p1080x1080_tt6&_nc_ht=scontent-lga3-3.cdninstagram.com&_nc_cat=102&_nc_oc=Q6cZ2gFHP4lMN-tDCEfxBGq2RIKenh7NpQJN0OAXT1iQJFxnkqyit-B9JRczDWf-o6iV_FE&_nc_ohc=_4LziV1RSJYQ7kNvwH68iQR&_nc_gid=0RaO_Vt1meMfOJJuh8yQDQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_Af1tVVSa-8OkU5PUGvLyH8bh7yMJdTxptV_BvoePh5FjtA&oe=69F5CBEA&_nc_sid=10d13b,https://www.instagram.com/p/DXm5Nl3Gpd3/,https://www.instagram.com/bmr_snj/,BMR-South New Jersey Chapter,3884043351310899063,True,False
Masters 1500,2026-04-26,,,Baltimore,,Competing in a Masters 1500 in Baltimore on Sunday!,Race,A Masters 1500m race took place in Baltimore.,,,0.9,False,bmr_snj,https://www.instagram.com/p/DXm5Nl3Gpd3/,https://scontent-lga3-3.cdninstagram.com/v/t51.82787-15/681279571_18004590197910854_4497354238175360827_n.jpg?stp=dst-jpg_e15_fr_p1080x1080_tt6&_nc_ht=scontent-lga3-3.cdninstagram.com&_nc_cat=102&_nc_oc=Q6cZ2gFHP4lMN-tDCEfxBGq2RIKenh7NpQJN0OAXT1iQJFxnkqyit-B9JRczDWf-o6iV_FE&_nc_ohc=_4LziV1RSJYQ7kNvwH68iQR&_nc_gid=0RaO_Vt1meMfOJJuh8yQDQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_Af1tVVSa-8OkU5PUGvLyH8bh7yMJdTxptV_BvoePh5FjtA&oe=69F5CBEA&_nc_sid=10d13b,https://www.instagram.com/p/DXm5Nl3Gpd3/,https://www.instagram.com/bmr_snj/,BMR-South New Jersey Chapter,3884043351310899063,True,False
Marathon #19,2026-04-26,,Hayward Field,Eugene,,Completing marathon #19 at the iconic Hayward Field!,Race,"A marathon, the 19th for the participant, was completed at Hayward Field.",,,0.9,False,bmr_snj,https://www.instagram.com/p/DXm5Nl3Gpd3/,https://scontent-lga3-3.cdninstagram.com/v/t51.82787-15/681279571_18004590197910854_4497354238175360827_n.jpg?stp=dst-jpg_e15_fr_p1080x1080_tt6&_nc_ht=scontent-lga3-3.cdninstagram.com&_nc_cat=102&_nc_oc=Q6cZ2gFHP4lMN-tDCEfxBGq2RIKenh7NpQJN0OAXT1iQJFxnkqyit-B9JRczDWf-o6iV_FE&_nc_ohc=_4LziV1RSJYQ7kNvwH68iQR&_nc_gid=0RaO_Vt1meMfOJJuh8yQDQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_Af1tVVSa-8OkU5PUGvLyH8bh7yMJdTxptV_BvoePh5FjtA&oe=69F5CBEA&_nc_sid=10d13b,https://www.instagram.com/p/DXm5Nl3Gpd3/,https://www.instagram.com/bmr_snj/,BMR-South New Jersey Chapter,3884043351310899063,True,False
Jersey City Marathon & Half Marathon,2026-04-19,,,Jersey City,North,Race through Jersey City in the 4th Annual Marathon & Half Marathon!,Race,"The 4th Annual 2026 Jersey City Marathon & Half Marathon. 9,000 runners strong representing all 50 states + 36 countries. BMR North NJ & South NJ (Asante) showed up and OWNED the moment — energy high, milestones unlocked !!! Shout out to BMR North NJ Bros: Dwight W — 1st Marathon COMPLETE, Sterling D. — 1st Half Marathon COMPLETE. LEVELS were definitely reached in Jersey City !!! Onward 🧱",,,1,False,bmr_nnj,https://www.instagram.com/p/DXW74QglUmv/,https://instagram.ftup1-1.fna.fbcdn.net/v/t51.82787-15/671138056_18341316925301058_3009968464296008860_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=instagram.ftup1-1.fna.fbcdn.net&_nc_cat=106&_nc_oc=Q6cZ2gGE5au-tamUF80tdr_rHyR3i7FUtdCdNNJ84j9W5OKRdt2ZQ0J33jo1xNdoqi7wBjI&_nc_ohc=elZMq9y4BBUQ7kNvwFxOdU7&_nc_gid=IONUbGFCTzCSdY2O_zGAgA&edm=APs17CUBAAAA&ccb=7-5&oh=00_Af1DjprMuN1iPd2aztVDj3krAFWblZufKZ00iLymGxR4yg&oe=69F5AEF7&_nc_sid=10d13b,https://www.instagram.com/p/DXW74QglUmv/,https://www.instagram.com/bmr_nnj/,Black Men Run North New Jersey,3879551479787637167,True,False
Chronicles of Afrobeats Viewing,2026-04-16,4:30 PM,204 Varick St,New York City,,Dive deep into Afrobeats stories with a special viewing session!,Screening,"A viewing session of @chroniclesofafrobeats produced by @bankulli, a deep dive of Afrobeats stories. Music by Dubrane, Host Aisha Dior. RSVP required.",Dubrane,,0.9,False,bondgrounded,https://www.instagram.com/p/DXjsZkSDdqB/,https://scontent-iad3-1.cdninstagram.com/v/t51.71878-15/681020347_888629450859580_8144507960795125991_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=104&_nc_oc=Q6cZ2gG5daVpCxB7Z-ke44xuuvCiN9vfP-QN3VfPIpmr5Wjsgj2k78-cLfcvxX1NzBV0kzc&_nc_ohc=1NThdQ-n_MsQ7kNvwHPYKX2&_nc_gid=XdTt8ef15CKoTmHH2c6uAA&edm=APs17CUBAAAA&ccb=7-5&oh=00_Af3-3Pwx3t5mpECrV9tgCzh7XhqUtQfEuRb1Dg6katVj_A&oe=69F5D48E&_nc_sid=10d13b,https://www.instagram.com/p/DXjsZkSDdqB/,https://www.instagram.com/bondgrounded/,Bond Stanley Ebigbo™️,3883142574714509953,True,False
Spring Floral Workshop,2026-05-09,3:00 PM,Brooklyn Navy Yard,Brooklyn,,Craft your dream bouquet at our hands-on Spring Floral Workshop!,Workshop,"Join us for our Spring Floral Workshop! A hands-on experience where you’ll learn how to work with seasonal stems and create a bouquet that feels like you. Thoughtful. Personal. Made With Love. Sip from our open bar, enjoy light bites, and take your time in a space designed to slow things down. We’ll close with a moment to capture it all in our curated photo area.",,,0.9,False,4loversonly.us,https://www.instagram.com/p/DXZ87t6kafM/,https://scontent-dfw5-1.cdninstagram.com/v/t51.82787-15/671765962_18401981623144163_4276471567575799493_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-dfw5-1.cdninstagram.com&_nc_cat=111&_nc_oc=Q6cZ2gEnMeK4Rbla3oMI8aCaPa1n27tTp_k8PmiAlRLyEp4GzVaL7fWCRNzou-DjHYGY3OA&_nc_ohc=NrsuXVg1MUMQ7kNvwHY_GnI&_nc_gid=z-TvhU-bj1wVoy4Y4crqJg&edm=APs17CUBAAAA&ccb=7-5&oh=00_Af2gwDVZte6BHD_HOv_xBhllfApHb2sH5IEYnRiD5joNqA&oe=69F5B79B&_nc_sid=10d13b,https://www.instagram.com/p/DXZ87t6kafM/,https://www.instagram.com/4loversonly.us/,4 Lovers Only,3880400540497192908,True,False
Spring Floral Workshop,2026-05-09,6:00 PM,Brooklyn Navy Yard,Brooklyn,,Craft your dream bouquet at our hands-on Spring Floral Workshop!,Workshop,"Join us for our Spring Floral Workshop! A hands-on experience where you’ll learn how to work with seasonal stems and create a bouquet that feels like you. Thoughtful. Personal. Made With Love. Sip from our open bar, enjoy light bites, and take your time in a space designed to slow things down. We’ll close with a moment to capture it all in our curated photo area.",,,0.9,False,4loversonly.us,https://www.instagram.com/p/DXZ87t6kafM/,https://scontent-dfw5-1.cdninstagram.com/v/t51.82787-15/671765962_18401981623144163_4276471567575799493_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-dfw5-1.cdninstagram.com&_nc_cat=111&_nc_oc=Q6cZ2gEnMeK4Rbla3oMI8aCaPa1n27tTp_k8PmiAlRLyEp4GzVaL7fWCRNzou-DjHYGY3OA&_nc_ohc=NrsuXVg1MUMQ7kNvwHY_GnI&_nc_gid=z-TvhU-bj1wVoy4Y4crqJg&edm=APs17CUBAAAA&ccb=7-5&oh=00_Af2gwDVZte6BHD_HOv_xBhllfApHb2sH5IEYnRiD5joNqA&oe=69F5B79B&_nc_sid=10d13b,https://www.instagram.com/p/DXZ87t6kafM/,https://www.instagram.com/4loversonly.us/,4 Lovers Only,3880400540497192908,True,False
Summer Special Promo,2026-06-01,,Brick City Strength,Newark,Central,Get your summer fitness on with Brick City Strength's amazing promo!,Membership Promotion,"Summer break special for students, athletes and staff. $299 for 3 months or $120/month. Available for students and teachers. Includes group fitness and HYROX classes.",,$299 for 3 months or $120/month,0.9,True,brick.city.strength,https://www.instagram.com/p/DXpekdxCE4_/,https://scontent-iad3-1.cdninstagram.com/v/t51.71878-15/670846762_993158429729413_8589247447929948688_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=101&_nc_oc=Q6cZ2gEN28xfv3Py0LtDy8J7l3_UMjiSlOa9k7lr9maIVR6dvcNHQUuLBIsG4MjYzcjNPRw&_nc_ohc=8XarivjNIcMQ7kNvwHDWne1&_nc_gid=YgIQC4WhPLgT3VSeHDv9qQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_Af3wfs8qMLB4fLkqwFuKQkUGx1g3EtHiaBkrWFXrU8dYaQ&oe=69F5D68E&_nc_sid=10d13b,https://www.instagram.com/p/DXpekdxCE4_/,https://www.instagram.com/brick.city.strength/,Brick City Strength,3884770600841399871,True,False
Summer Student/Teacher Special,2026-06-01,,Brick City Strength,Newark,North,Stay fit and consistent this summer with our special group classes!,Fitness Class,Group classes available all summer long for students and teachers. Special pricing: $299 for the summer or $120/month. Stay consistent while still enjoying your break.,,$299 for summer or $120/month,0.9,True,brick.city.strength,https://www.instagram.com/p/DXeub4_Drga/,https://scontent-lga3-1.cdninstagram.com/v/t51.71878-15/681262272_963240699628210_4002338163492301619_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=110&_nc_oc=Q6cZ2gHY_jDiUYzjGTXiv0HllIUNKxTcmJ5PBDXiaVKnSDnPUIsre8TtajxZoHRFo2v1YX0&_nc_ohc=N_6gsjikEKcQ7kNvwECDL6Q&_nc_gid=3Qu7-a7kGf4vmA2lYdhYUw&edm=APs17CUBAAAA&ccb=7-5&oh=00_Af3_VsClhizsDo8Icf7FwCqzA2XPZvOrpppUTkoefLTT1Q&oe=69F5BF79&_nc_sid=10d13b,https://www.instagram.com/p/DXeub4_Drga/,https://www.instagram.com/brick.city.strength/,Brick City Strength,3881744155592800282,True,False
DOMINGOS DE UKI UKI,2026-04-26,9:00 PM,412 Lounge Paterson,Paterson,North,Experience the hottest vibes in New Jersey every Sunday at 412 Lounge!,Music,"La vibra más encendida de New Jersey está aquí 🔥
🎧 En las mezclas: @dj_chulo__official ❌ @iamdjboom 
¡Prepárate pa’ no salir de la pista! 💃🕺
🍾 ESPECIALES DE BOTELLAS TODA LA NOCHE 🍾 
¡Arma tu corillo y celebra con estilo! 🥂","@dj_chulo__official, @iamdjboom",Bottle specials all night,0.9,True,412loungepaterson,https://www.instagram.com/p/DXgdDZBE7uD/,https://instagram.fmem1-2.fna.fbcdn.net/v/t51.71878-15/680563938_1767077994672343_4343166613612545419_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=instagram.fmem1-2.fna.fbcdn.net&_nc_cat=107&_nc_oc=Q6cZ2gE9jy_NIF-g8rSxRxykBB5MsVPOnPfTtFLv4glUbV_Nm0H-IYfBK3bbIHlkybYQQ-k&_nc_ohc=4AlPqhVo-6EQ7kNvwGOguQb&_nc_gid=0WhkI3o0G2jH-V1ty7lCmg&edm=APs17CUBAAAA&ccb=7-5&oh=00_Af10L5tc7fySUYvjVtHRdKx10tKu6Alx7qdeLTR55pAkag&oe=69F5BD7C&_nc_sid=10d13b,https://www.instagram.com/p/DXgdDZBE7uD/,https://www.instagram.com/412loungepaterson/,412 Lounge Paterson,3882230655162235779,True,False
