INSTAGRAM HANDLE,EVENT NAME,DATE,START TIME,VENUE NAME,CITY,SECTION OF NJ,NEWSLETTER DESCRIPTION,INSTAGRAM POST URL,DISPLAY URL,POST URL,INSTAGRAM PROFILE URL,EVENT TYPE,ACCOUNT NAME,DESCRIPTION,PERFORMER,PRICE,CONFIDENCE,POST ID,HAD OCR,FROM CALENDAR,PROCESSED TIMESTAMP
DJBISHOPCNJ,FEEL GOOD FRIDAY’S,2026-02-20,,JAMAGRILLENJ,,CENTRAL,GET READY FOR FEEL GOOD FRIDAY'S THIS WEEK!,https://www.instagram.com/p/DU3rKwrEaA9/,https://instagram.fagc1-2.fna.fbcdn.net/v/t51.2885-15/628498837_791300627322657_5133651826362937921_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=instagram.fagc1-2.fna.fbcdn.net&_nc_cat=109&_nc_oc=Q6cZ2QHvczR8l_pHASEIAZXgTtTPeWrCwozs6kmQIbOoeisAQFEZt6sdEI_RQ-PFiaAQT7k&_nc_ohc=5amo17S-cAAQ7kNvwE5GDeJ&_nc_gid=bNVlXTMoRF-zCvelHNQrBA&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfuZXI8uJtaqYzPAwQtCuJEq-d_o1BBHgirw3A8lfJzRLg&oe=699CE729&_nc_sid=10d13b,https://www.instagram.com/p/DU3rKwrEaA9/,https://www.instagram.com/djbishopcnj/,MUSIC,BISHOP♗,FEEL GOOD FRIDAY'S EVENT.,,,0.9,3834723463186194493,True,True,2026-02-19 15:11:45
DJBISHOPCNJ,BRUNCH,2026-02-22,,LAGAR_RESTAURANT,,CENTRAL,JOIN US FOR BRUNCH THIS SUNDAY!,https://www.instagram.com/p/DU3rKwrEaA9/,https://instagram.fagc1-2.fna.fbcdn.net/v/t51.2885-15/628498837_791300627322657_5133651826362937921_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=instagram.fagc1-2.fna.fbcdn.net&_nc_cat=109&_nc_oc=Q6cZ2QHvczR8l_pHASEIAZXgTtTPeWrCwozs6kmQIbOoeisAQFEZt6sdEI_RQ-PFiaAQT7k&_nc_ohc=5amo17S-cAAQ7kNvwE5GDeJ&_nc_gid=bNVlXTMoRF-zCvelHNQrBA&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfuZXI8uJtaqYzPAwQtCuJEq-d_o1BBHgirw3A8lfJzRLg&oe=699CE729&_nc_sid=10d13b,https://www.instagram.com/p/DU3rKwrEaA9/,https://www.instagram.com/djbishopcnj/,FOOD,BISHOP♗,BRUNCH EVENT.,,,0.9,3834723463186194493,True,True,2026-02-19 15:11:45
DJBISHOPCNJ,MARGARITA DAY,2026-02-22,,"MAIZE_WESTFIELD, CULTR.CULTR",,CENTRAL,CELEBRATE MARGARITA DAY WITH US!,https://www.instagram.com/p/DU3rKwrEaA9/,https://instagram.fagc1-2.fna.fbcdn.net/v/t51.2885-15/628498837_791300627322657_5133651826362937921_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=instagram.fagc1-2.fna.fbcdn.net&_nc_cat=109&_nc_oc=Q6cZ2QHvczR8l_pHASEIAZXgTtTPeWrCwozs6kmQIbOoeisAQFEZt6sdEI_RQ-PFiaAQT7k&_nc_ohc=5amo17S-cAAQ7kNvwE5GDeJ&_nc_gid=bNVlXTMoRF-zCvelHNQrBA&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfuZXI8uJtaqYzPAwQtCuJEq-d_o1BBHgirw3A8lfJzRLg&oe=699CE729&_nc_sid=10d13b,https://www.instagram.com/p/DU3rKwrEaA9/,https://www.instagram.com/djbishopcnj/,FOOD,BISHOP♗,MARGARITA DAY EVENT.,,,0.9,3834723463186194493,True,True,2026-02-19 15:11:45
DJBISHOPCNJ,DJ BISHOP AT JAMA GRILLE,2026-02-20,9:00 PM,JAMA GRILLE SPORTSBAR • LOUNGE,PERTH AMBOY,CENTRAL,GET READY TO PARTY WITH DJ BISHOP THIS FRIDAY AT JAMA GRILLE!,https://www.instagram.com/p/DU6is4HEf7_/,https://instagram.ffcm1-2.fna.fbcdn.net/v/t51.2885-15/639468937_1960048388264323_2263115158223833421_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=instagram.ffcm1-2.fna.fbcdn.net&_nc_cat=107&_nc_oc=Q6cZ2QEkkBsuwnnbw-hVIhgmNCpJrIyEj0a3JWan-LP0WyGcUg0gpvuetWd7FsddCLEp1yc&_nc_ohc=HZKAlMZJDB0Q7kNvwFwOu6R&_nc_gid=RGo5crJ8k9Tp5DY6E1F92A&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfuQ0Gm8KxFRjo_XOuWcZdzwaw-QpVaa8IQV2jv8egj5hA&oe=699CE353&_nc_sid=10d13b,https://www.instagram.com/p/DU6is4HEf7_/,https://www.instagram.com/djbishopcnj/,MUSIC,BISHOP♗,DJ BISHOP SPINNING TUNES AT JAMA GRILLE. OPEN FROM 9 PM TO 2 AM. PUNCH SPECIALS: $3 SHOTS.,@DJBISHOPCNJ,,0.9,3835530650145914623,True,False,2026-02-19 15:11:45
BIGGROOVE,FOOD TOUR,2026-03-07,,BIGGROOVE.COM,LOS ANGELES,,GET READY FOR AN EPIC FOOD TOUR IN LOS ANGELES FROM MARCH 7TH-11TH!,https://www.instagram.com/p/DU4PyDcjVYT/,https://scontent-lga3-3.cdninstagram.com/v/t51.2885-15/636113321_18552900319026594_7139306166576349868_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-lga3-3.cdninstagram.com&_nc_cat=106&_nc_oc=Q6cZ2QF04sFqjHXO4Ce32MPG08fs2npgt4jMzzdulQezVRgMQfvXOg7ZdWJs-cclEGLlfyM&_nc_ohc=qJyGwQHlZ48Q7kNvwG24zLM&_nc_gid=HwbON5esHO1k_AZ3bIIJrQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfuTF7_VAWTS35syD4u8Rs606jhUhVXhT3zs3GzWW1VwNA&oe=699CDDB2&_nc_sid=10d13b,https://www.instagram.com/p/DU4PyDcjVYT/,https://www.instagram.com/biggroove/,FOOD TOUR,CLIVE IBIZUGBE,FOOD TOUR IN LOS ANGELES.,,,0.8,3834884493077730835,True,True,2026-02-19 15:11:45
BIGGROOVE,FOOD TOUR,2026-03-08,,BIGGROOVE.COM,LOS ANGELES,,GET READY FOR AN EPIC FOOD TOUR IN LOS ANGELES FROM MARCH 7TH-11TH!,https://www.instagram.com/p/DU4PyDcjVYT/,https://scontent-lga3-3.cdninstagram.com/v/t51.2885-15/636113321_18552900319026594_7139306166576349868_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-lga3-3.cdninstagram.com&_nc_cat=106&_nc_oc=Q6cZ2QF04sFqjHXO4Ce32MPG08fs2npgt4jMzzdulQezVRgMQfvXOg7ZdWJs-cclEGLlfyM&_nc_ohc=qJyGwQHlZ48Q7kNvwG24zLM&_nc_gid=HwbON5esHO1k_AZ3bIIJrQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfuTF7_VAWTS35syD4u8Rs606jhUhVXhT3zs3GzWW1VwNA&oe=699CDDB2&_nc_sid=10d13b,https://www.instagram.com/p/DU4PyDcjVYT/,https://www.instagram.com/biggroove/,FOOD TOUR,CLIVE IBIZUGBE,FOOD TOUR IN LOS ANGELES.,,,0.8,3834884493077730835,True,True,2026-02-19 15:11:45
BIGGROOVE,FOOD TOUR,2026-03-09,,BIGGROOVE.COM,LOS ANGELES,,GET READY FOR AN EPIC FOOD TOUR IN LOS ANGELES FROM MARCH 7TH-11TH!,https://www.instagram.com/p/DU4PyDcjVYT/,https://scontent-lga3-3.cdninstagram.com/v/t51.2885-15/636113321_18552900319026594_7139306166576349868_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-lga3-3.cdninstagram.com&_nc_cat=106&_nc_oc=Q6cZ2QF04sFqjHXO4Ce32MPG08fs2npgt4jMzzdulQezVRgMQfvXOg7ZdWJs-cclEGLlfyM&_nc_ohc=qJyGwQHlZ48Q7kNvwG24zLM&_nc_gid=HwbON5esHO1k_AZ3bIIJrQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfuTF7_VAWTS35syD4u8Rs606jhUhVXhT3zs3GzWW1VwNA&oe=699CDDB2&_nc_sid=10d13b,https://www.instagram.com/p/DU4PyDcjVYT/,https://www.instagram.com/biggroove/,FOOD TOUR,CLIVE IBIZUGBE,FOOD TOUR IN LOS ANGELES.,,,0.8,3834884493077730835,True,True,2026-02-19 15:11:45
BIGGROOVE,FOOD TOUR,2026-03-10,,BIGGROOVE.COM,LOS ANGELES,,GET READY FOR AN EPIC FOOD TOUR IN LOS ANGELES FROM MARCH 7TH-11TH!,https://www.instagram.com/p/DU4PyDcjVYT/,https://scontent-lga3-3.cdninstagram.com/v/t51.2885-15/636113321_18552900319026594_7139306166576349868_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-lga3-3.cdninstagram.com&_nc_cat=106&_nc_oc=Q6cZ2QF04sFqjHXO4Ce32MPG08fs2npgt4jMzzdulQezVRgMQfvXOg7ZdWJs-cclEGLlfyM&_nc_ohc=qJyGwQHlZ48Q7kNvwG24zLM&_nc_gid=HwbON5esHO1k_AZ3bIIJrQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfuTF7_VAWTS35syD4u8Rs606jhUhVXhT3zs3GzWW1VwNA&oe=699CDDB2&_nc_sid=10d13b,https://www.instagram.com/p/DU4PyDcjVYT/,https://www.instagram.com/biggroove/,FOOD TOUR,CLIVE IBIZUGBE,FOOD TOUR IN LOS ANGELES.,,,0.8,3834884493077730835,True,True,2026-02-19 15:11:45
BIGGROOVE,FOOD TOUR,2026-03-11,,BIGGROOVE.COM,LOS ANGELES,,GET READY FOR AN EPIC FOOD TOUR IN LOS ANGELES FROM MARCH 7TH-11TH!,https://www.instagram.com/p/DU4PyDcjVYT/,https://scontent-lga3-3.cdninstagram.com/v/t51.2885-15/636113321_18552900319026594_7139306166576349868_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-lga3-3.cdninstagram.com&_nc_cat=106&_nc_oc=Q6cZ2QF04sFqjHXO4Ce32MPG08fs2npgt4jMzzdulQezVRgMQfvXOg7ZdWJs-cclEGLlfyM&_nc_ohc=qJyGwQHlZ48Q7kNvwG24zLM&_nc_gid=HwbON5esHO1k_AZ3bIIJrQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfuTF7_VAWTS35syD4u8Rs606jhUhVXhT3zs3GzWW1VwNA&oe=699CDDB2&_nc_sid=10d13b,https://www.instagram.com/p/DU4PyDcjVYT/,https://www.instagram.com/biggroove/,FOOD TOUR,CLIVE IBIZUGBE,FOOD TOUR IN LOS ANGELES.,,,0.8,3834884493077730835,True,True,2026-02-19 15:11:45
DJBISHOPCNJ,FRIDAY NIGHT OUTSIDE,2026-02-20,9:00 PM,JAMA GRILLE SPORTSBAR • LOUNGE,PERTH AMBOY,CENTRAL,CATCH DJ BISHOP SPINNING AT JAMA GRILLE THIS FRIDAY!,https://www.instagram.com/p/DU3UvEBEeBq/,https://scontent-mia5-1.cdninstagram.com/v/t51.2885-15/631983575_837371145985516_2548677864542258821_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-mia5-1.cdninstagram.com&_nc_cat=104&_nc_oc=Q6cZ2QHxMmKhBYjJg1mrJks9KMIMu0YZXlXkZrP2c5xg3hL5_0LMZfEUS0YPl6kV1Hnwb6Y&_nc_ohc=ftaL1ixnxhsQ7kNvwEpUYsP&_nc_gid=Mt0Lh-X6YIhqNSmNCdn5kw&edm=APs17CUBAAAA&ccb=7-5&oh=00_Aft6CsD1vjUPn6nJqmprOR1wZc0NrJkApO3zhfNKNP7hxQ&oe=699CD686&_nc_sid=10d13b,https://www.instagram.com/p/DU3UvEBEeBq/,https://www.instagram.com/djbishopcnj/,DJ SET,BISHOP♗,FRIDAY NIGHT WITH DJ BISHOP AT JAMA GRILLE.,DJ BISHOP,,0.9,3834624802787811434,True,False,2026-02-19 15:11:45
BIGGROOVE,COURTYARD FOOD TOUR,2026-03-03,,COURTYARD,PHOENIX,,GET READY FOR A CULINARY ADVENTURE IN PHOENIX!,https://www.instagram.com/p/DU1-9idjeN-/,https://scontent-ord5-3.cdninstagram.com/v/t51.2885-15/631452792_18552672967026594_4339299393079954954_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-ord5-3.cdninstagram.com&_nc_cat=106&_nc_oc=Q6cZ2QHWxPd5yIo5_Nr1vArDNHE5CwFSgIKueqUnhm2P_VGJteh4CquGv5gWpB7U-Ius5A0&_nc_ohc=XpvtkiGhXb4Q7kNvwGZizF0&_nc_gid=KAbVH_qVVAXrpmL94cZOvg&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfvmYez6zeqTOxZqNV17aGjc1fCRi1L7fJnxOLhj-Yw4MQ&oe=699CDF6A&_nc_sid=10d13b,https://www.instagram.com/p/DU1-9idjeN-/,https://www.instagram.com/biggroove/,FOOD TOUR,CLIVE IBIZUGBE,"COURTYARD FOOD TOUR IN PHOENIX, ARIZONA.",,,0.9,3834247565550674814,True,True,2026-02-19 15:11:45
