INSTAGRAM HANDLE,EVENT NAME,DATE,START TIME,VENUE NAME,CITY,SECTION OF NJ,NEWSLETTER DESCRIPTION,INSTAGRAM POST URL,DISPLAY URL,POST URL,INSTAGRAM PROFILE URL,EVENT TYPE,ACCOUNT NAME,DESCRIPTION,PERFORMER,PRICE,CONFIDENCE,POST ID,HAD OCR,FROM CALENDAR,IS RECURRING,PROCESSED TIMESTAMP
BIRDIESLATTES,INDOOR GOLF SEASON BEGINS,2026-04-02,,BIRDIES & LATTES,EDISON,CENTRAL,THE OFF-SEASON IS OVER! GET YOUR BAY READY FOR INDOOR GOLF AT BIRDIES & LATTES STARTING TOMORROW!,https://www.instagram.com/p/DWmqyOplkYp/,https://scontent-ord5-3.cdninstagram.com/v/t51.82787-15/662287225_17934974487198583_5909459445871643225_n.jpg?stp=dst-jpg_e15_fr_p1080x1080_tt6&_nc_ht=scontent-ord5-3.cdninstagram.com&_nc_cat=107&_nc_oc=Q6cZ2gHPsuMNVQK-zH2qk6oTluoVb6nmFZJXTL-S9fjkA2nuFj2YWpTU3L6sJniYv-Z1_9E&_nc_ohc=T5szbC7cPUwQ7kNvwFe_zOb&_nc_gid=OBMyRe8vybGvwps3bYQl4w&edm=APs17CUBAAAA&ccb=7-5&oh=00_Af1MhHkdPpn6tlMpqx6BeWoYikyZnIKXp1BOT_4IEyKWsA&oe=69D49A2B&_nc_sid=10d13b,https://www.instagram.com/p/DWmqyOplkYp/,https://www.instagram.com/birdieslattes/,ACTIVITY,BIRDIES & LATTES,INDOOR GOLF SEASON IS STARTING AT BIRDIES & LATTES.,,,0.8,3865965499801552425,True,False,False,2026-04-02 20:20:50
DJTRAGEDY,ARIES SEASON BIRTHDAY BASH,2026-04-03,8:00 PM,BLACK OYSTER COCKTAIL COMPANY,NEWARK,CENTRAL,CELEBRATE ARIES SEASON AND DJ TRAGEDY'S BIRTHDAY WITH MUSIC AND VIBES AT BLACK OYSTER COCKTAIL COMPANY!,https://www.instagram.com/p/DWijMz8jiYv/,https://scontent-lax7-1.cdninstagram.com/v/t51.82787-15/656872988_18573357895059205_4386908871807104167_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-lax7-1.cdninstagram.com&_nc_cat=101&_nc_oc=Q6cZ2gHy3Dwq6qlxgNXh_rE63_EEQxN0zdAYLPV1GKx0q8gks1UXT1_F0N35rbu2YQo7gEw&_nc_ohc=k6DQhujMkgUQ7kNvwEoBMRN&_nc_gid=2mTOBNiF1URWpUo9favAOg&edm=APs17CUBAAAA&ccb=7-5&oh=00_Af3wIlISJ06Uaej83LdOBlgzo-od9AGBU6osEGeDDq3G-Q&oe=69D49861&_nc_sid=10d13b,https://www.instagram.com/p/DWijMz8jiYv/,https://www.instagram.com/djtragedy/,BIRTHDAY PARTY,TRAGEDY GETINTUNED,ARIES SEASON BIRTHDAY BASH FEATURING DJ TRAGEDY & FRIENDS. HOOKAH AVAILABLE. WHAT HAPPENS BEHIND THE RED DOOR STAYS BEHIND THE RED DOOR.,DJ TRAGEDY & FRIENDS,,0.9,3864806242275698223,True,False,False,2026-04-02 20:20:50
CRYOUTCAVE,NEWARK HAS COMEDY (OPEN MIC),2026-04-01,,CRYOUT CAVE/GALLERY,NEWARK,NORTH,LAUGH OUT LOUD AT NEWARK'S PREMIER COMEDY OPEN MIC!,https://www.instagram.com/p/DWlcvs_jJxe/,https://scontent-iad6-1.cdninstagram.com/v/t51.82787-15/657863852_18356493997229877_349234848742374783_n.jpg?stp=dst-jpg_e15_fr_s1080x1080_tt6&_nc_ht=scontent-iad6-1.cdninstagram.com&_nc_cat=109&_nc_oc=Q6cZ2gFn5wXsb25bpWmGiUBBN93GcH5Q-a9blGZe_1Be2TGBZX81AAdJ1HHsrnOf1K1Ic-w&_nc_ohc=IFFHPWCE0PgQ7kNvwG5a9kE&_nc_gid=P2xaYQluKWWWwjJ-lW7LoQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_Af1JE7hpqmW6g2TeGPeqZUlXBP1GvCGnShSdF_F4KgUjFQ&oe=69D49276&_nc_sid=10d13b,https://www.instagram.com/p/DWlcvs_jJxe/,https://www.instagram.com/cryoutcave/,OPEN MIC,CRYOUT CAVE/GALLERY,NEWARK HAS COMEDY (OPEN MIC),,,0.9,3865622278595976286,True,True,False,2026-04-02 20:20:50
CRYOUTCAVE,"OPEN CAVE | GAMES, NETWORKING",2026-04-03,,CRYOUT CAVE/GALLERY,NEWARK,NORTH,CONNECT AND UNWIND WITH GAMES AND GOOD COMPANY!,https://www.instagram.com/p/DWlcvs_jJxe/,https://scontent-iad6-1.cdninstagram.com/v/t51.82787-15/657863852_18356493997229877_349234848742374783_n.jpg?stp=dst-jpg_e15_fr_s1080x1080_tt6&_nc_ht=scontent-iad6-1.cdninstagram.com&_nc_cat=109&_nc_oc=Q6cZ2gFn5wXsb25bpWmGiUBBN93GcH5Q-a9blGZe_1Be2TGBZX81AAdJ1HHsrnOf1K1Ic-w&_nc_ohc=IFFHPWCE0PgQ7kNvwG5a9kE&_nc_gid=P2xaYQluKWWWwjJ-lW7LoQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_Af1JE7hpqmW6g2TeGPeqZUlXBP1GvCGnShSdF_F4KgUjFQ&oe=69D49276&_nc_sid=10d13b,https://www.instagram.com/p/DWlcvs_jJxe/,https://www.instagram.com/cryoutcave/,NETWORKING,CRYOUT CAVE/GALLERY,"OPEN CAVE | GAMES, NETWORKING & MORE",,,0.9,3865622278595976286,True,True,False,2026-04-02 20:20:50
CRYOUTCAVE,"""YOU GOT IT"" YOUTH OPEN MIC",2026-04-04,,CRYOUT CAVE/GALLERY,NEWARK,NORTH,YOUNG VOICES SHINE AT THIS FAMILY-FRIENDLY OPEN MIC!,https://www.instagram.com/p/DWlcvs_jJxe/,https://scontent-iad6-1.cdninstagram.com/v/t51.82787-15/657863852_18356493997229877_349234848742374783_n.jpg?stp=dst-jpg_e15_fr_s1080x1080_tt6&_nc_ht=scontent-iad6-1.cdninstagram.com&_nc_cat=109&_nc_oc=Q6cZ2gFn5wXsb25bpWmGiUBBN93GcH5Q-a9blGZe_1Be2TGBZX81AAdJ1HHsrnOf1K1Ic-w&_nc_ohc=IFFHPWCE0PgQ7kNvwG5a9kE&_nc_gid=P2xaYQluKWWWwjJ-lW7LoQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_Af1JE7hpqmW6g2TeGPeqZUlXBP1GvCGnShSdF_F4KgUjFQ&oe=69D49276&_nc_sid=10d13b,https://www.instagram.com/p/DWlcvs_jJxe/,https://www.instagram.com/cryoutcave/,OPEN MIC,CRYOUT CAVE/GALLERY,"""YOU GOT IT"" YOUTH (FAMILY) OPEN MIC",,,0.9,3865622278595976286,True,True,False,2026-04-02 20:20:50
CRYOUTCAVE,U-WRITE-IT GENERATIVE WORKSHOP,2026-04-08,,CRYOUT CAVE/GALLERY,NEWARK,NORTH,UNLEASH YOUR CREATIVITY IN THIS GENERATIVE WRITING WORKSHOP!,https://www.instagram.com/p/DWlcvs_jJxe/,https://scontent-iad6-1.cdninstagram.com/v/t51.82787-15/657863852_18356493997229877_349234848742374783_n.jpg?stp=dst-jpg_e15_fr_s1080x1080_tt6&_nc_ht=scontent-iad6-1.cdninstagram.com&_nc_cat=109&_nc_oc=Q6cZ2gFn5wXsb25bpWmGiUBBN93GcH5Q-a9blGZe_1Be2TGBZX81AAdJ1HHsrnOf1K1Ic-w&_nc_ohc=IFFHPWCE0PgQ7kNvwG5a9kE&_nc_gid=P2xaYQluKWWWwjJ-lW7LoQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_Af1JE7hpqmW6g2TeGPeqZUlXBP1GvCGnShSdF_F4KgUjFQ&oe=69D49276&_nc_sid=10d13b,https://www.instagram.com/p/DWlcvs_jJxe/,https://www.instagram.com/cryoutcave/,WORKSHOP,CRYOUT CAVE/GALLERY,U-WRITE-IT GENERATIVE WORKSHOP,,,0.9,3865622278595976286,True,True,False,2026-04-02 20:20:50
CRYOUTCAVE,MOWZES BAUGH: ARTIST TALK/B-DAY,2026-04-10,,CRYOUT CAVE/GALLERY,NEWARK,NORTH,CELEBRATE MOWZES BAUGH WITH AN INSPIRING ARTIST TALK AND BIRTHDAY MIXER!,https://www.instagram.com/p/DWlcvs_jJxe/,https://scontent-iad6-1.cdninstagram.com/v/t51.82787-15/657863852_18356493997229877_349234848742374783_n.jpg?stp=dst-jpg_e15_fr_s1080x1080_tt6&_nc_ht=scontent-iad6-1.cdninstagram.com&_nc_cat=109&_nc_oc=Q6cZ2gFn5wXsb25bpWmGiUBBN93GcH5Q-a9blGZe_1Be2TGBZX81AAdJ1HHsrnOf1K1Ic-w&_nc_ohc=IFFHPWCE0PgQ7kNvwG5a9kE&_nc_gid=P2xaYQluKWWWwjJ-lW7LoQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_Af1JE7hpqmW6g2TeGPeqZUlXBP1GvCGnShSdF_F4KgUjFQ&oe=69D49276&_nc_sid=10d13b,https://www.instagram.com/p/DWlcvs_jJxe/,https://www.instagram.com/cryoutcave/,ARTIST TALK,CRYOUT CAVE/GALLERY,MOWZES BAUGH: ARTIST TALK/B-DAY MIXER,MOWZES BAUGH,,0.9,3865622278595976286,True,True,False,2026-04-02 20:20:50
CRYOUTCAVE,"""WE"" CRYOUT! OPEN MIC",2026-04-11,,CRYOUT CAVE/GALLERY,NEWARK,NORTH,"SHARE YOUR VOICE AT THE ""WE"" CRYOUT! OPEN MIC!",https://www.instagram.com/p/DWlcvs_jJxe/,https://scontent-iad6-1.cdninstagram.com/v/t51.82787-15/657863852_18356493997229877_349234848742374783_n.jpg?stp=dst-jpg_e15_fr_s1080x1080_tt6&_nc_ht=scontent-iad6-1.cdninstagram.com&_nc_cat=109&_nc_oc=Q6cZ2gFn5wXsb25bpWmGiUBBN93GcH5Q-a9blGZe_1Be2TGBZX81AAdJ1HHsrnOf1K1Ic-w&_nc_ohc=IFFHPWCE0PgQ7kNvwG5a9kE&_nc_gid=P2xaYQluKWWWwjJ-lW7LoQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_Af1JE7hpqmW6g2TeGPeqZUlXBP1GvCGnShSdF_F4KgUjFQ&oe=69D49276&_nc_sid=10d13b,https://www.instagram.com/p/DWlcvs_jJxe/,https://www.instagram.com/cryoutcave/,OPEN MIC,CRYOUT CAVE/GALLERY,"""WE"" CRYOUT! OPEN MIC",,,0.9,3865622278595976286,True,True,False,2026-04-02 20:20:50
CRYOUTCAVE,THE SAVAGE SHOWCASE,2026-04-15,,CRYOUT CAVE/GALLERY,NEWARK,NORTH,EXPERIENCE THE RAW TALENT OF THE SAVAGE SHOWCASE!,https://www.instagram.com/p/DWlcvs_jJxe/,https://scontent-iad6-1.cdninstagram.com/v/t51.82787-15/657863852_18356493997229877_349234848742374783_n.jpg?stp=dst-jpg_e15_fr_s1080x1080_tt6&_nc_ht=scontent-iad6-1.cdninstagram.com&_nc_cat=109&_nc_oc=Q6cZ2gFn5wXsb25bpWmGiUBBN93GcH5Q-a9blGZe_1Be2TGBZX81AAdJ1HHsrnOf1K1Ic-w&_nc_ohc=IFFHPWCE0PgQ7kNvwG5a9kE&_nc_gid=P2xaYQluKWWWwjJ-lW7LoQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_Af1JE7hpqmW6g2TeGPeqZUlXBP1GvCGnShSdF_F4KgUjFQ&oe=69D49276&_nc_sid=10d13b,https://www.instagram.com/p/DWlcvs_jJxe/,https://www.instagram.com/cryoutcave/,SHOWCASE,CRYOUT CAVE/GALLERY,THE SAVAGE SHOWCASE,,,0.9,3865622278595976286,True,True,False,2026-04-02 20:20:50
CRYOUTCAVE,OUTCRY: THE $200 SLAM,2026-04-17,,CRYOUT CAVE/GALLERY,NEWARK,NORTH,WITNESS POETS BATTLE IT OUT FOR $200 IN THE INTENSE OUTCRY SLAM!,https://www.instagram.com/p/DWlcvs_jJxe/,https://scontent-iad6-1.cdninstagram.com/v/t51.82787-15/657863852_18356493997229877_349234848742374783_n.jpg?stp=dst-jpg_e15_fr_s1080x1080_tt6&_nc_ht=scontent-iad6-1.cdninstagram.com&_nc_cat=109&_nc_oc=Q6cZ2gFn5wXsb25bpWmGiUBBN93GcH5Q-a9blGZe_1Be2TGBZX81AAdJ1HHsrnOf1K1Ic-w&_nc_ohc=IFFHPWCE0PgQ7kNvwG5a9kE&_nc_gid=P2xaYQluKWWWwjJ-lW7LoQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_Af1JE7hpqmW6g2TeGPeqZUlXBP1GvCGnShSdF_F4KgUjFQ&oe=69D49276&_nc_sid=10d13b,https://www.instagram.com/p/DWlcvs_jJxe/,https://www.instagram.com/cryoutcave/,SLAM POETRY,CRYOUT CAVE/GALLERY,OUTCRY: THE $200 SLAM,,$200,0.9,3865622278595976286,True,True,False,2026-04-02 20:20:50
