event_name,date,day_of_week,time,venue_name,city,state,section_of_nj,price,event_type,instagram_handle,instagram_post_url,confidence,from_calendar,display_url,end_time,address,description,performer,age_restriction,ticket_link,extracted_from,post_id,post_url,display_url_note,instagram_profile_url,account_name,had_ocr,ocr_chars,post_date,extraction_timestamp,calendar_type,combined_text
Happy Hour,2022-11-26,Saturday,16:00,Southern Komfort,Orange,NJ,North,,Happy Hour,sokobarandgrill,https://www.instagram.com/p/Clb2DCwAaUD/,high,False,,18:00,,,,,,['caption'],,https://www.instagram.com/p/Clb2DCwAaUD/,CDN URL - expires after few hours/days,https://www.instagram.com/sokobarandgrill/,Southern Komfort,False,0,2022-11-26T19:06:40+00:00,2025-11-28T14:26:12.477260,,"Thanksgiving weekend at SOKO baby! Don’t miss out on catching a vibe w/ @djmistercee & @dj2gs tonight!🔥🎬

Lets keep it going with happy hour today from 4-6pm! 😉

See you tonight! 

#thanksgiving #thanksgivingweekend #sokolounge #nj #essexcounty #barandgrill #dance #greatvibes #greatrestaurants #goodeats "
Happy Hour,2022-12-22,Thursday,18:00,Southern Komfort,Orange,NJ,North,,happy hour,sokobarandgrill,https://www.instagram.com/p/CmM0V9ZPSCc/,high,False,,,,,,,,['caption'],,https://www.instagram.com/p/CmM0V9ZPSCc/,CDN URL - expires after few hours/days,https://www.instagram.com/sokobarandgrill/,Southern Komfort,False,0,2022-12-15T19:28:38+00:00,2025-11-28T14:25:58.667698,,"It’s in the process! Nobody in Orange is touching the SOKO Rasta Pasta! Your choice of chicken or Salmon! Let’s Eat! 🍴😮‍💨

It’s Steak & Seafood Thursdays! Happy Hour kicks off at 6pm! We’ll see y’all tonight! 😏

#soko #rastapasta #nj #njrestaurants #salmon #chicken #steak #seafood #barandgrill #letseat #dinnerrecipes "
Steak & Seafood Thursdays,2022-12-22,Thursday,,Southern Komfort,Orange,NJ,North,,dinner,sokobarandgrill,https://www.instagram.com/p/CmM0V9ZPSCc/,high,False,,,,,,,,['caption'],,https://www.instagram.com/p/CmM0V9ZPSCc/,CDN URL - expires after few hours/days,https://www.instagram.com/sokobarandgrill/,Southern Komfort,False,0,2022-12-15T19:28:38+00:00,2025-11-28T14:25:58.667682,,"It’s in the process! Nobody in Orange is touching the SOKO Rasta Pasta! Your choice of chicken or Salmon! Let’s Eat! 🍴😮‍💨

It’s Steak & Seafood Thursdays! Happy Hour kicks off at 6pm! We’ll see y’all tonight! 😏

#soko #rastapasta #nj #njrestaurants #salmon #chicken #steak #seafood #barandgrill #letseat #dinnerrecipes "
Free Shipping with code TRACEEAPPROVED,2023-02-24,,,,,,,,promotion,caribbrew,https://www.instagram.com/p/CpD9bqzJ68-/,high,False,,,,"Free shipping on all orders, no minimum purchase required. Use code TRACEEAPPROVED.",,,,['caption'],,https://www.instagram.com/p/CpD9bqzJ68-/,CDN URL - expires after few hours/days,https://www.instagram.com/caribbrew/,Caribbrew,False,0,2023-02-24T22:28:16+00:00,2025-11-28T14:42:20.544531,single,"Say what?!!! We are @traceeellisross approved ✔️✔️

Someone pinch me! Tracee Ellis Ross!!! I just had an interview with Tracee to discuss all things Caribbrew. Guess what? She loves our mission, our impact, our packaging, and can’t wait to try the chocolate! To celebrate this weekend, we are offering you free shipping, no minimum! Please like, re-post, and share on all social media platforms! 
 
Thank you
Beverly
 
USE CODE:
TRACEEAPPROVED
Free shipping - no min.- This weekend only "
Teaching new choreography,2023-03-29,Wednesday,,,,NJ,,,dance class,fancyfeetlinedancing,https://www.instagram.com/p/CqVzeHdguKS/,high,False,,,,Teaching new choreography to the song Do It Like Bubba by @dustintavella,,,,['caption'],,https://www.instagram.com/p/CqVzeHdguKS/,CDN URL - expires after few hours/days,https://www.instagram.com/fancyfeetlinedancing/,Rachael Snyder,False,0,2023-03-28T17:20:45+00:00,2025-11-28T14:40:55.047087,,"New choreography! Took over a year in a half to do a new one but I did it! To an awesome track by @dustintavella called Do It Like Bubba! Have fun with it! It’s now on Copperknob & Linedancerweb! (Link in my bio) Teaching it both Wednesday & Friday. 
#linedance  #linedancing #countrymusic #newchoreography #doitlikebubba #dustintavella "
Teaching new choreography,2023-03-31,Friday,,,,NJ,,,dance class,fancyfeetlinedancing,https://www.instagram.com/p/CqVzeHdguKS/,high,False,,,,Teaching new choreography to the song Do It Like Bubba by @dustintavella,,,,['caption'],,https://www.instagram.com/p/CqVzeHdguKS/,CDN URL - expires after few hours/days,https://www.instagram.com/fancyfeetlinedancing/,Rachael Snyder,False,0,2023-03-28T17:20:45+00:00,2025-11-28T14:40:55.047111,,"New choreography! Took over a year in a half to do a new one but I did it! To an awesome track by @dustintavella called Do It Like Bubba! Have fun with it! It’s now on Copperknob & Linedancerweb! (Link in my bio) Teaching it both Wednesday & Friday. 
#linedance  #linedancing #countrymusic #newchoreography #doitlikebubba #dustintavella "
New Episode 32 (Audio),2023-04-20,,03:00,,,NJ,,,podcast,weoutsideafterwork,https://www.instagram.com/p/CrMu-94Ahd2/,high,False,,,,New episode release,,,,['caption'],,https://www.instagram.com/p/CrMu-94Ahd2/,CDN URL - expires after few hours/days,https://www.instagram.com/weoutsideafterwork/,THEE H🔥TTEST NJ PODCA$T,False,0,2023-04-19T01:17:18+00:00,2025-11-28T14:47:08.717676,,"What music y’all like to hear at a club/lounge ? 👀 #commentbelow 👇🏽
ft. Jersey’s very own @djmpure 🔥
.
#newepisode 32 drops #TOMORROW ‼️
🎧 Audio @3am et 
🎥 Visuals @8pm et 
ALL 🔗 LINKS IN BIO 🫡
#subscribe to become a COWORKER 
.
.
#dj #djlife #discjockey #nycdj #blackmenrock #blackwomen #weoutsideafterwork #weoutside #weout #weoutsideafterwork #nycpodcast #njpodcast #podcastlife #podcastaddict #podcastandchill #newpodcastalert #newpodcastepisode #blackpodcasts #blackpodcastnetwork #blackcreative "
New Episode 32 (Visuals),2023-04-20,,20:00,,,NJ,,,podcast,weoutsideafterwork,https://www.instagram.com/p/CrMu-94Ahd2/,high,False,,,,New episode release,,,,['caption'],,https://www.instagram.com/p/CrMu-94Ahd2/,CDN URL - expires after few hours/days,https://www.instagram.com/weoutsideafterwork/,THEE H🔥TTEST NJ PODCA$T,False,0,2023-04-19T01:17:18+00:00,2025-11-28T14:47:08.717694,,"What music y’all like to hear at a club/lounge ? 👀 #commentbelow 👇🏽
ft. Jersey’s very own @djmpure 🔥
.
#newepisode 32 drops #TOMORROW ‼️
🎧 Audio @3am et 
🎥 Visuals @8pm et 
ALL 🔗 LINKS IN BIO 🫡
#subscribe to become a COWORKER 
.
.
#dj #djlife #discjockey #nycdj #blackmenrock #blackwomen #weoutsideafterwork #weoutside #weout #weoutsideafterwork #nycpodcast #njpodcast #podcastlife #podcastaddict #podcastandchill #newpodcastalert #newpodcastepisode #blackpodcasts #blackpodcastnetwork #blackcreative "
Black Men Run 10 Year Anniversary,2023-07-27,,,,,NJ,South,,Anniversary,bmr_snj,https://www.instagram.com/p/CvLrpu5LJGB/,high,False,https://scontent-ord5-3.cdninstagram.com/v/t51.29350-15/363323869_1048848409856778_7111385424466026205_n.jpg?stp=dst-jpg_e35_tt6&_nc_ht=scontent-ord5-3.cdninstagram.com&_nc_cat=106&_nc_oc=Q6cZ2QHivG8Fg2FFY_-ZhTIv_ctRipO7IIZ6Mzf8zUrZv08FLqU3xusshMU5h0QN0Y2FSBQ&_nc_ohc=UbRs1rVqO1IQ7kNvwH4Lhpj&_nc_gid=_KJe6mViHdI0qU8HLpVkzQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfhbZdaThNG7wjmivg0Rf9iUrvLbRTBz8b29WDsfVW0cXA&oe=692E8DEA&_nc_sid=10d13b,,,Celebration of the 10 year anniversary of the creation of Black Men Run.,,,,['caption'],3155807947753034113,https://www.instagram.com/p/CvLrpu5LJGB/,CDN URL - expires after few hours/days,https://www.instagram.com/bmr_snj/,BMR-South New Jersey Chapter,False,0,2023-07-27T01:34:05+00:00,2025-11-28T15:47:19.186219,,"On this day, 10 years ago, the creation of Black Men Run was formed…. Happy 10 Year Anniversary Black Men Run "
JERSEY REDZ COOKOWT,2023-07-29,Saturday,13:00,Watchung Reservation Evergreen Picnic Grounds,Mountainside,NJ,Central,Free Food + Punch,cookout,thejerseyredz,https://www.instagram.com/p/CtPImlDrCzx/,high,False,https://scontent-iad3-1.cdninstagram.com/v/t51.29350-15/352254629_222906477201061_3476057253445188636_n.jpg?stp=dst-jpg_e35_tt6&_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=101&_nc_oc=Q6cZ2QH9UKRyFBMPnv7zzIkRSXZH8Zi4Tgze9Hr1bWeFFN0vvgsCGNyT81VUFcKsKXw4p_c&_nc_ohc=gbcCaQXcHbEQ7kNvwHJ5ZeV&_nc_gid=DLBWFms7pxDKi5aJqprTUw&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfgGwM6DZkibS0hTameyEwPLI_euNuWuxINvTxA8L8Nv_w&oe=692E9A52&_nc_sid=10d13b,20:00,"W Tracy Dr, Mountainside, NJ 07092","The first ever JERSEY REDZ COOKOWT. BIGGEST! BADDEST, WAVE OF THE SUMMER! Summer’16 vibes. 90s themed Cookowt attire. Great People, Great Food + Drinks, Great Music and only GOOD VIBES","DJ Bake, Carvell",,JERSEYREDZCOOKOWT.EVENTBRITE.COM,"['caption', 'ocr', 'alt_text']",3120750902293310705,https://www.instagram.com/p/CtPImlDrCzx/,CDN URL - expires after few hours/days,https://www.instagram.com/thejerseyredz/,Jersey Redz🐥,True,357,2023-06-08T16:41:59+00:00,2025-11-28T16:04:01.932990,single,"It’s finally here! What you ALL have been waiting for! The first ever JERSEY REDZ COOKOWT JULY 29, 2023 at Watchung Reservation in Mountainside, NJ! 🔥🎥🔥
.
.
.
The BIGGEST! BADDEST, WAVE OF THE SUMMER! We’re bringing you Summer’16 vibes so come dressed to IMPRESS in your best 90s themed Cookowt attire ❤️ Be prepared for Great People, Great Food + Drinks, Great Music and only GOOD 🐥 VIBES 😉 
.
.

Make sure to RSVP via the link in the bio! 
We hope to see you there😏❤️ 
.
#JRC2023 #jerseyredzcookowt JULY
29
1PM - 8PM
PRESENTED BY
THE JERSEY REDZ
@JR.PRODUCTIONS__
MUSIC BY:
Forseth
Cookout
JERSEYREDZPRODUCTIONS@GMAIL.COM
e JERSEYREDZCOOKOWT.EVENTBRITE.COM
NOT IN AFFILIATION WITH DELTA SIGMA
THETA SORORITY, INCORPORATED.
90's Edition
CARVELL
9
B
FREE FOOD + PUNCH
WATCHUNG RESERVATION
EVERGREEN PICNIC GROUNDS, W TRACY
DR, MOUNTAINSIDE, NJ 07092
#JRC2023"
JERSEY REDZ COOKOWT,2023-07-29,Saturday,,Watchung Reservation,Mountainside,NJ,Central,,party,thejerseyredz,https://www.instagram.com/p/CtPImlDrCzx/,high,False,,,,"The BIGGEST! BADDEST, WAVE OF THE SUMMER! We’re bringing you Summer’16 vibes so come dressed to IMPRESS in your best 90s themed Cookowt attire ❤️ Be prepared for Great People, Great Food + Drinks, Great Music and only GOOD 🐥 VIBES 😉",,,link in the bio!,['caption'],,https://www.instagram.com/p/CtPImlDrCzx/,CDN URL - expires after few hours/days,https://www.instagram.com/thejerseyredz/,Jersey Redz🐥,False,0,2023-06-08T16:41:59+00:00,2025-11-28T14:56:01.114531,single,"It’s finally here! What you ALL have been waiting for! The first ever JERSEY REDZ COOKOWT JULY 29, 2023 at Watchung Reservation in Mountainside, NJ! 🔥🎥🔥
.
.
.
The BIGGEST! BADDEST, WAVE OF THE SUMMER! We’re bringing you Summer’16 vibes so come dressed to IMPRESS in your best 90s themed Cookowt attire ❤️ Be prepared for Great People, Great Food + Drinks, Great Music and only GOOD 🐥 VIBES 😉 
.
.

Make sure to RSVP via the link in the bio! 
We hope to see you there😏❤️ 
.
#JRC2023 #jerseyredzcookowt "
Season 5 Reunion,2023-08-23,,21:00,,,,,,tv show,parisfenty8,https://www.instagram.com/p/CwTh6NirN0D/,high,False,https://scontent-atl3-1.cdninstagram.com/v/t51.29350-15/369809622_1548542672348070_4835862251660738233_n.jpg?stp=dst-jpg_e35_tt6&_nc_ht=scontent-atl3-1.cdninstagram.com&_nc_cat=106&_nc_oc=Q6cZ2QHuAR2IfhzX-UjD3hx28QmDBC73bPKHiIL931pAD-ZwhAz7P38OhxeWPugZmfqe7mM&_nc_ohc=tEbLcCqLhRAQ7kNvwFl8wb9&_nc_gid=jEOmB3jRyzg67YZIRxKZOg&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfhKENimHLXf1vpt1fBKGDl3mu4DZpvVbNyV2O8XRZEnOA&oe=692E9C17&_nc_sid=10d13b,,,Catch us @kaitlintufts @parisfenty8 on @usanetwork and @peacock at 9pm,"@kaitlintufts, @parisfenty8",,,['caption'],3176031298031246595,https://www.instagram.com/p/CwTh6NirN0D/,CDN URL - expires after few hours/days,https://www.instagram.com/parisfenty8/,Paris Fenty 🇦🇴 🇺🇸,False,0,2023-08-23T23:14:16+00:00,2025-11-28T15:48:02.938624,,"You ready for season 5 reunion? 😳😳😳😳 

 Catch us @kaitlintufts  @parisfenty8  on @usanetwork  and @peacock  at 9pm "
Birthday Celebration,2023-10-20,Friday,,the_origin_lounge,,,,,party,osisioma_ent,https://www.instagram.com/p/Cyo0-yfx45i/,high,False,,,,Celebrating life and success at The Origin Lounge.,Osisioma_ent (Innocent Ike),,,['caption'],,https://www.instagram.com/p/Cyo0-yfx45i/,CDN URL - expires after few hours/days,https://www.instagram.com/osisioma_ent/,Innocent Ike,False,0,2023-10-20T22:52:58+00:00,2025-11-28T14:55:08.168775,single,"Thanks for all the love and birthday wishes, pull up on me tonight @the_origin_lounge let’s celebrate life and success ❤️🎂♎️🙏🏽

#libraszn #Osiday #birthday #libra #♎️ #blessed #life #libraseason #fyp "
PARTY NIGHT,2023-11-28,,19:00,Topgolf King Of Prussia,King of Prussia,PA,,,party,djbishopcnj,https://www.instagram.com/p/3776120772478729296/,high,False,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-15/589584974_18547619122059376_7352153020074949258_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=104&_nc_oc=Q6cZ2QFCCw3GWStI_sCeXFoTqNH2JFX9mI71_nbcSeSHo-fsEZlgA6hibxh_5_NCGZEQtXA&_nc_ohc=RdcH2oTgmAAQ7kNvwFq_oi-&_nc_gid=79nSUOjPtl3xqtBhYOwuog&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfnIZbltllt_lQK3lRtLGkrT5vRcwu2NzJSbOVwo1-GMGA&oe=6938CFEE&_nc_sid=10d13b,23:00,"588 N GULPH RD, KING OF PRUSSIA, PA 19406",DJ Bishop on the set,DJ Bishop,,,"['caption', 'ocr', 'alt_text']",3776120772478729296,https://www.instagram.com/p/DRnedX4kXxQ/,CDN URL - expires after few hours/days,https://www.instagram.com/djbishopcnj/,Bishop♗,True,118,2025-11-28T22:24:56+00:00,2025-12-05T17:49:19.886777,single,"Back in my city tonight @topgolf King Of Prussia @djbishopcnj on the set 7pm-11pm =
TOPGOLF
PARTY NIGHT
KING OF PRUSSIA
588 N GULPH RD, KING OF PRUSSIA, PA 19406
DJ BISHOP
NOVEMBER 28, 2023
7PM-11PM
F"
Brunch,2023-12-17,Sunday,,Royal Cakes & Cafe,Trenton,NJ,Central,,brunch,shawnputyouon,https://www.instagram.com/p/C0xdAygLDT3/,high,True,,,,,,,,['caption'],,https://www.instagram.com/p/C0xdAygLDT3/,CDN URL - expires after few hours/days,https://www.instagram.com/shawnputyouon/,SHAWN | NJ + Philly Foodie,False,0,2023-12-13T00:18:14+00:00,2025-11-28T14:32:56.011013,weekly,"What’s up Foodies‼️ This spot is a hidden gem that serves some of the best soul food and cupcakes in Trenton, New Jersey. @royalcakescafe
 Royal Cakes & Cafe has it all from delicious savory bites and sweet treats made by Chef Matthew @wewhip4u and Tia @afrorican7 🍴🧁

The Peanut Butter and Jelly French Toast 10/10  and Lamb Chops were fire! I bet you never tried Blueberry Blue Cheese before⁉️😱🔥 
Everyday Royal Cakes & Cafe offers specials like Taco Tuesday🌮, $1 Wings Wednesday, Bougie Burger Thu "
Taco Tuesday,2023-12-19,Tuesday,,Royal Cakes & Cafe,Trenton,NJ,Central,,food special,shawnputyouon,https://www.instagram.com/p/C0xdAygLDT3/,high,True,,,,Menu specials change weekly.,,,,['caption'],,https://www.instagram.com/p/C0xdAygLDT3/,CDN URL - expires after few hours/days,https://www.instagram.com/shawnputyouon/,SHAWN | NJ + Philly Foodie,False,0,2023-12-13T00:18:14+00:00,2025-11-28T14:32:56.010032,weekly,"What’s up Foodies‼️ This spot is a hidden gem that serves some of the best soul food and cupcakes in Trenton, New Jersey. @royalcakescafe
 Royal Cakes & Cafe has it all from delicious savory bites and sweet treats made by Chef Matthew @wewhip4u and Tia @afrorican7 🍴🧁

The Peanut Butter and Jelly French Toast 10/10  and Lamb Chops were fire! I bet you never tried Blueberry Blue Cheese before⁉️😱🔥 
Everyday Royal Cakes & Cafe offers specials like Taco Tuesday🌮, $1 Wings Wednesday, Bougie Burger Thu "
$1 Wings Wednesday,2023-12-20,Wednesday,,Royal Cakes & Cafe,Trenton,NJ,Central,,food special,shawnputyouon,https://www.instagram.com/p/C0xdAygLDT3/,high,True,,,,Menu specials change weekly.,,,,['caption'],,https://www.instagram.com/p/C0xdAygLDT3/,CDN URL - expires after few hours/days,https://www.instagram.com/shawnputyouon/,SHAWN | NJ + Philly Foodie,False,0,2023-12-13T00:18:14+00:00,2025-11-28T14:32:56.010964,weekly,"What’s up Foodies‼️ This spot is a hidden gem that serves some of the best soul food and cupcakes in Trenton, New Jersey. @royalcakescafe
 Royal Cakes & Cafe has it all from delicious savory bites and sweet treats made by Chef Matthew @wewhip4u and Tia @afrorican7 🍴🧁

The Peanut Butter and Jelly French Toast 10/10  and Lamb Chops were fire! I bet you never tried Blueberry Blue Cheese before⁉️😱🔥 
Everyday Royal Cakes & Cafe offers specials like Taco Tuesday🌮, $1 Wings Wednesday, Bougie Burger Thu "
Bougie Burger Thursday,2023-12-21,Thursday,,Royal Cakes & Cafe,Trenton,NJ,Central,,food special,shawnputyouon,https://www.instagram.com/p/C0xdAygLDT3/,high,True,,,,Menu specials change weekly.,,,,['caption'],,https://www.instagram.com/p/C0xdAygLDT3/,CDN URL - expires after few hours/days,https://www.instagram.com/shawnputyouon/,SHAWN | NJ + Philly Foodie,False,0,2023-12-13T00:18:14+00:00,2025-11-28T14:32:56.010984,weekly,"What’s up Foodies‼️ This spot is a hidden gem that serves some of the best soul food and cupcakes in Trenton, New Jersey. @royalcakescafe
 Royal Cakes & Cafe has it all from delicious savory bites and sweet treats made by Chef Matthew @wewhip4u and Tia @afrorican7 🍴🧁

The Peanut Butter and Jelly French Toast 10/10  and Lamb Chops were fire! I bet you never tried Blueberry Blue Cheese before⁉️😱🔥 
Everyday Royal Cakes & Cafe offers specials like Taco Tuesday🌮, $1 Wings Wednesday, Bougie Burger Thu "
