INSTAGRAM HANDLE,EVENT NAME,DATE,START TIME,VENUE NAME,CITY,SECTION OF NJ,NEWSLETTER DESCRIPTION,INSTAGRAM POST URL,DISPLAY URL,POST URL,INSTAGRAM PROFILE URL,EVENT TYPE,ACCOUNT NAME,DESCRIPTION,PERFORMER,PRICE,CONFIDENCE,POST ID,HAD OCR,FROM CALENDAR,PROCESSED TIMESTAMP
IDONTDOCLUBS,BLIZZARD + CHILL 2026,2026-03-01,,,PASSAIC,NORTH,GET READY FOR BLIZZARD + CHILL 2026: A FUN EVENT SERIES HAPPENING THIS SPRING!,https://www.instagram.com/p/DVE22VulCLy/,https://scontent-atl3-3.cdninstagram.com/v/t51.82787-15/635284425_18570908707048339_7981482499780064307_n.jpg?stp=dst-jpg_e15_fr_s1080x1080_tt6&_nc_ht=scontent-atl3-3.cdninstagram.com&_nc_cat=107&_nc_oc=Q6cZ2QHwmw9JBHBfwANVEyTMgAeNxYUpAGy4YuK-hlqlGu82AIE9osaoTqPSgeh0gPOpCo8&_nc_ohc=9oc3t7zlC_oQ7kNvwEcRnws&_nc_gid=BhlY7vojPP8707bFV7lzhg&edm=APs17CUBAAAA&ccb=7-5&oh=00_Afu2-TtN3c_vGZe_3429i0eClvM8KXh_M7RilRnleI87Wg&oe=69A586BB&_nc_sid=10d13b,https://www.instagram.com/p/DVE22VulCLy/,https://www.instagram.com/idontdoclubs/,EVENT SERIES,I DON’T DO CLUBS - CONNECTING BLACK PROFESSIONALS + CREATIVES,BLIZZARD + CHILL 2026 RETURNS THIS SPRING.,,,0.8,3838434011119887090,True,True,2026-02-26 02:59:29
IDONTDOCLUBS,BLIZZARD + CHILL 2026,2026-03-01,,,HOUSTON,,GET READY FOR BLIZZARD + CHILL 2026: A FUN EVENT SERIES HAPPENING THIS SPRING!,https://www.instagram.com/p/DVE22VulCLy/,https://scontent-atl3-3.cdninstagram.com/v/t51.82787-15/635284425_18570908707048339_7981482499780064307_n.jpg?stp=dst-jpg_e15_fr_s1080x1080_tt6&_nc_ht=scontent-atl3-3.cdninstagram.com&_nc_cat=107&_nc_oc=Q6cZ2QHwmw9JBHBfwANVEyTMgAeNxYUpAGy4YuK-hlqlGu82AIE9osaoTqPSgeh0gPOpCo8&_nc_ohc=9oc3t7zlC_oQ7kNvwEcRnws&_nc_gid=BhlY7vojPP8707bFV7lzhg&edm=APs17CUBAAAA&ccb=7-5&oh=00_Afu2-TtN3c_vGZe_3429i0eClvM8KXh_M7RilRnleI87Wg&oe=69A586BB&_nc_sid=10d13b,https://www.instagram.com/p/DVE22VulCLy/,https://www.instagram.com/idontdoclubs/,EVENT SERIES,I DON’T DO CLUBS - CONNECTING BLACK PROFESSIONALS + CREATIVES,BLIZZARD + CHILL 2026 RETURNS THIS SPRING.,,,0.8,3838434011119887090,True,True,2026-02-26 02:59:29
IDONTDOCLUBS,BLIZZARD + CHILL 2026,2026-03-01,,,BROOKLYN,,GET READY FOR BLIZZARD + CHILL 2026: A FUN EVENT SERIES HAPPENING THIS SPRING!,https://www.instagram.com/p/DVE22VulCLy/,https://scontent-atl3-3.cdninstagram.com/v/t51.82787-15/635284425_18570908707048339_7981482499780064307_n.jpg?stp=dst-jpg_e15_fr_s1080x1080_tt6&_nc_ht=scontent-atl3-3.cdninstagram.com&_nc_cat=107&_nc_oc=Q6cZ2QHwmw9JBHBfwANVEyTMgAeNxYUpAGy4YuK-hlqlGu82AIE9osaoTqPSgeh0gPOpCo8&_nc_ohc=9oc3t7zlC_oQ7kNvwEcRnws&_nc_gid=BhlY7vojPP8707bFV7lzhg&edm=APs17CUBAAAA&ccb=7-5&oh=00_Afu2-TtN3c_vGZe_3429i0eClvM8KXh_M7RilRnleI87Wg&oe=69A586BB&_nc_sid=10d13b,https://www.instagram.com/p/DVE22VulCLy/,https://www.instagram.com/idontdoclubs/,EVENT SERIES,I DON’T DO CLUBS - CONNECTING BLACK PROFESSIONALS + CREATIVES,BLIZZARD + CHILL 2026 RETURNS THIS SPRING.,,,0.8,3838434011119887090,True,True,2026-02-26 02:59:29
IDONTDOCLUBS,BLIZZARD + CHILL 2026,2026-03-01,,,WASHINGTON,,GET READY FOR BLIZZARD + CHILL 2026: A FUN EVENT SERIES HAPPENING THIS SPRING!,https://www.instagram.com/p/DVE22VulCLy/,https://scontent-atl3-3.cdninstagram.com/v/t51.82787-15/635284425_18570908707048339_7981482499780064307_n.jpg?stp=dst-jpg_e15_fr_s1080x1080_tt6&_nc_ht=scontent-atl3-3.cdninstagram.com&_nc_cat=107&_nc_oc=Q6cZ2QHwmw9JBHBfwANVEyTMgAeNxYUpAGy4YuK-hlqlGu82AIE9osaoTqPSgeh0gPOpCo8&_nc_ohc=9oc3t7zlC_oQ7kNvwEcRnws&_nc_gid=BhlY7vojPP8707bFV7lzhg&edm=APs17CUBAAAA&ccb=7-5&oh=00_Afu2-TtN3c_vGZe_3429i0eClvM8KXh_M7RilRnleI87Wg&oe=69A586BB&_nc_sid=10d13b,https://www.instagram.com/p/DVE22VulCLy/,https://www.instagram.com/idontdoclubs/,EVENT SERIES,I DON’T DO CLUBS - CONNECTING BLACK PROFESSIONALS + CREATIVES,BLIZZARD + CHILL 2026 RETURNS THIS SPRING.,,,0.8,3838434011119887090,True,True,2026-02-26 02:59:29
LABXNJ,VALENTINE'S DAY,2026-02-14,,LAB X BY XPERIENCE,CARTERET,CENTRAL,RELIVE THE UNFORGETTABLE VALENTINE'S DAY VIBES AT LAB X!,https://www.instagram.com/p/DVJfUDxDAWJ/,https://scontent-iad3-1.cdninstagram.com/v/t51.71878-15/637747679_791628553372346_4613374835091707920_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=102&_nc_oc=Q6cZ2QGVA8svL5CFA9VDTdWSqxGoxM0MRpcaPLizSTqNO5MaFqh-uWj6EudBCJ8vQ_sNSd8&_nc_ohc=aATyxZI_rwgQ7kNvwHbWW5S&_nc_gid=-gHBYA32k4cM2_fzgmY8Ug&edm=APs17CUBAAAA&ccb=7-5&oh=00_Afsk2YrYfEnJf6eaa1xgnyaabixxnE-KzKTgPUfovZ_G0A&oe=69A56D8E&_nc_sid=10d13b,https://www.instagram.com/p/DVJfUDxDAWJ/,https://www.instagram.com/labxnj/,HOLIDAY,LAB X BY XPERIENCE,"VALENTINE’S DAY AT LAB X WAS ONE FOR THE BOOKS ❤️ THE VIBE WAS INTIMATE, THE ROOM WAS FULL, AND EVERY TABLE HAD A STORY TO TELL.",,,0.8,3839737875185534345,True,False,2026-02-26 02:59:29
GOODVIBESFORDS,FIT CAMP WORKOUT,2026-02-21,9:30 AM,GOOD VIBES FORDS,FORDS,CENTRAL,GET YOUR SWEAT ON AT OUR FIT CAMP WORKOUT THIS SATURDAY!,https://www.instagram.com/p/DU_x2NYjrQP/,https://instagram.fhio2-2.fna.fbcdn.net/v/t51.82787-15/639549617_18099052538505328_501767941421027153_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=instagram.fhio2-2.fna.fbcdn.net&_nc_cat=104&_nc_oc=Q6cZ2QGOcyC9Af2yxzE5RYYn7Q-H_uaIRAoBimBe7TDE222j70ZZs1QX1H8lwnGuPwLy4Zs&_nc_ohc=XBBYRsoYNG4Q7kNvwFsOFfw&_nc_gid=HcZmgD-B94PAE9bODMuk0g&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfvF6LSevmuhuhBgMIov5rgsoMzkVdjgyqHTeojbSEX-0g&oe=69A57241&_nc_sid=10d13b,https://www.instagram.com/p/DU_x2NYjrQP/,https://www.instagram.com/goodvibesfords/,WORKOUT,THE HEALTHY HUB🇵🇭🇯🇲🇨🇴,JOIN OUR FIT CAMP WORKOUT.,,,1.0,3837004637044388879,True,False,2026-02-26 02:59:29
GOODVIBESFORDS,SHOP SMALL WITH CUSTOMIZO CANDLE,2026-02-21,,GOOD VIBES FORDS,FORDS,CENTRAL,SUPPORT LOCAL ARTISANS AND DISCOVER UNIQUE CANDLES THIS SATURDAY!,https://www.instagram.com/p/DU_x2NYjrQP/,https://instagram.fhio2-2.fna.fbcdn.net/v/t51.82787-15/639549617_18099052538505328_501767941421027153_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=instagram.fhio2-2.fna.fbcdn.net&_nc_cat=104&_nc_oc=Q6cZ2QGOcyC9Af2yxzE5RYYn7Q-H_uaIRAoBimBe7TDE222j70ZZs1QX1H8lwnGuPwLy4Zs&_nc_ohc=XBBYRsoYNG4Q7kNvwFsOFfw&_nc_gid=HcZmgD-B94PAE9bODMuk0g&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfvF6LSevmuhuhBgMIov5rgsoMzkVdjgyqHTeojbSEX-0g&oe=69A57241&_nc_sid=10d13b,https://www.instagram.com/p/DU_x2NYjrQP/,https://www.instagram.com/goodvibesfords/,SHOPPING,THE HEALTHY HUB🇵🇭🇯🇲🇨🇴,COME SHOP SMALL WITH @CUSTOMIZO.CANDLE. CHECK OUT OUR CANDLES ON FEB 21ST! GRAB A PREMADE CANDLE! OR ORDER A CUSTOM CANDLE.,@CUSTOMIZO.CANDLE,,1.0,3837004637044388879,True,False,2026-02-26 02:59:29
GOODVIBESFORDS,OPEN MIC,2026-02-21,12:00 PM,GOOD VIBES FORDS,FORDS,CENTRAL,SHARE YOUR TALENT OR ENJOY LOCAL PERFORMANCES AT OUR OPEN MIC NIGHT!,https://www.instagram.com/p/DU_x2NYjrQP/,https://instagram.fhio2-2.fna.fbcdn.net/v/t51.82787-15/639549617_18099052538505328_501767941421027153_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=instagram.fhio2-2.fna.fbcdn.net&_nc_cat=104&_nc_oc=Q6cZ2QGOcyC9Af2yxzE5RYYn7Q-H_uaIRAoBimBe7TDE222j70ZZs1QX1H8lwnGuPwLy4Zs&_nc_ohc=XBBYRsoYNG4Q7kNvwFsOFfw&_nc_gid=HcZmgD-B94PAE9bODMuk0g&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfvF6LSevmuhuhBgMIov5rgsoMzkVdjgyqHTeojbSEX-0g&oe=69A57241&_nc_sid=10d13b,https://www.instagram.com/p/DU_x2NYjrQP/,https://www.instagram.com/goodvibesfords/,PERFORMANCE,THE HEALTHY HUB🇵🇭🇯🇲🇨🇴,OPEN MIC STARTING @ 12PM W/ @AZUCARPOETISA205.,@AZUCARPOETISA205,,1.0,3837004637044388879,True,False,2026-02-26 02:59:29
JUSTIN_WILLIAMS_COMEDY,OPENING FOR CHARLES MCBEE,2026-02-21,,,DAYTON,CENTRAL,CATCH THE HILARIOUS COMEDY OF JUSTIN WILLIAMS THIS WEEKEND!,https://www.instagram.com/p/DVHRBZ0juKm/,https://scontent-bos5-1.cdninstagram.com/v/t51.82787-15/640269942_18053901635705543_6397356424515784855_n.jpg?stp=dst-jpg_e35_s1080x1080_sh0.08_tt6&_nc_ht=scontent-bos5-1.cdninstagram.com&_nc_cat=111&_nc_oc=Q6cZ2QEg6BHFPrsDswzeUDcXfmjRyqYB8_IKV0Xq8FXBs24VQ7uSehty8ouG6Ce_t7k_l_k&_nc_ohc=zcQ30fKWudwQ7kNvwFFEYLw&_nc_gid=uKIVhW92j-7VVdQwNnCWFg&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfvqMM42T_08XIOWSsDo-T9j4Ti4l32epwQFyBkr-uDKcw&oe=69A5796C&_nc_sid=10d13b,https://www.instagram.com/p/DVHRBZ0juKm/,https://www.instagram.com/justin_williams_comedy/,COMEDY,JUSTIN WILLIAMS,CLIP FROM A GREAT WEEKEND OPENING FOR @CHARLESMCBEE.,"JUSTIN WILLIAMS, CHARLES MCBEE",,0.8,3839112070592127654,True,False,2026-02-26 02:59:29
JUSTIN_WILLIAMS_COMEDY,OPENING FOR CHARLES MCBEE,2026-02-22,,,TOLEDO,CENTRAL,CATCH THE HILARIOUS COMEDY OF JUSTIN WILLIAMS THIS WEEKEND!,https://www.instagram.com/p/DVHRBZ0juKm/,https://scontent-bos5-1.cdninstagram.com/v/t51.82787-15/640269942_18053901635705543_6397356424515784855_n.jpg?stp=dst-jpg_e35_s1080x1080_sh0.08_tt6&_nc_ht=scontent-bos5-1.cdninstagram.com&_nc_cat=111&_nc_oc=Q6cZ2QEg6BHFPrsDswzeUDcXfmjRyqYB8_IKV0Xq8FXBs24VQ7uSehty8ouG6Ce_t7k_l_k&_nc_ohc=zcQ30fKWudwQ7kNvwFFEYLw&_nc_gid=uKIVhW92j-7VVdQwNnCWFg&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfvqMM42T_08XIOWSsDo-T9j4Ti4l32epwQFyBkr-uDKcw&oe=69A5796C&_nc_sid=10d13b,https://www.instagram.com/p/DVHRBZ0juKm/,https://www.instagram.com/justin_williams_comedy/,COMEDY,JUSTIN WILLIAMS,CLIP FROM A GREAT WEEKEND OPENING FOR @CHARLESMCBEE.,"JUSTIN WILLIAMS, CHARLES MCBEE",,0.8,3839112070592127654,True,False,2026-02-26 02:59:29
MS.LADYLEOFILMS,URBAN FASHION RIOT: THE NYFW AFTERSHOCK,2026-03-08,4:00 PM,MR. EAST,ROSELLE,CENTRAL,EXPERIENCE THE AFTERMATH OF NYFW WITH THE URBAN FASHION RIOT!,https://www.instagram.com/p/DVLrLtTDgqH/,https://scontent-iad3-1.cdninstagram.com/v/t51.71878-15/639746157_1229768752092220_4213236824825218796_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=104&_nc_oc=Q6cZ2QG5PrcKXhGWSj4w4os2ZsfTMSxODnQHX0ImT04nsMq4XCZCM7uH548-q88MIDRP0wc&_nc_ohc=fVu3rLWLnckQ7kNvwF-ZZrX&_nc_gid=uFAHG_fhCfNJhBpm2skSsA&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfsNQX1E2TcUW0WAsHinJUM6lW-9fs-Z3pxu9vsTzKSFng&oe=69A58F07&_nc_sid=10d13b,https://www.instagram.com/p/DVLrLtTDgqH/,https://www.instagram.com/ms.ladyleofilms/,FASHION SHOW,SAMANTHA THOMPSON,"LADY LEO PRESENTS: URBAN FASHION RIOT: THE NYFW AFTERSHOCK. HOSTED BY @KARMAHKARMZZ. SPECIAL GUESTS @IAMPHATPAPI, @NATETHEMIME, @JVMSK8. LIVE PERFORMANCES, VENDORS, FOOD, AND DRINKS. MUSIC BY DJ MOE. PERFORMING LIVE: THAWK.","['DJ MOE', 'THAWK', '@iamphatpapi', '@natethemime', '@jvmsk8']",$20,1.0,3840353027815770759,True,False,2026-02-26 02:59:29
LAGAR_RESTAURANT,HALF OFF MARGARITAS EVERY WEDNESDAY,2026-03-04,,LAGAR RESTAURANT,UNION,CENTRAL,HALF OFF MARGARITAS EVERY WEDNESDAY AT LAGAR!,https://www.instagram.com/p/DVL-6xEkbsE/,https://scontent-mia3-3.cdninstagram.com/v/t51.82787-15/640825841_18315432514267738_2964206415154300359_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-mia3-3.cdninstagram.com&_nc_cat=110&_nc_oc=Q6cZ2QH-9SBaqUyl6OqwYn0aPixHOBanEv0VVGTBLLCEnabEJ8E_RGBCmTdww-vdNSeGCfg&_nc_ohc=Hzg96NgyhXAQ7kNvwENA_to&_nc_gid=zoULbVecxWoFtfSmD2Ywmw&edm=APs17CUBAAAA&ccb=7-5&oh=00_AftOwqp26Ydplm1vPxgjM58ij9fySEkMsjnoX_aaU1yiiQ&oe=69A58764&_nc_sid=10d13b,https://www.instagram.com/p/DVL-6xEkbsE/,https://www.instagram.com/lagar_restaurant/,PROMOTION,LAGAR RESTAURANT,HALF OFF MARGARITAS.,,50% OFF,0.9,3840439824566827780,True,True,2026-02-26 02:59:29
LAGAR_RESTAURANT,HALF OFF MARGARITAS EVERY WEDNESDAY,2026-03-11,,LAGAR RESTAURANT,UNION,CENTRAL,HALF OFF MARGARITAS EVERY WEDNESDAY AT LAGAR!,https://www.instagram.com/p/DVL-6xEkbsE/,https://scontent-mia3-3.cdninstagram.com/v/t51.82787-15/640825841_18315432514267738_2964206415154300359_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-mia3-3.cdninstagram.com&_nc_cat=110&_nc_oc=Q6cZ2QH-9SBaqUyl6OqwYn0aPixHOBanEv0VVGTBLLCEnabEJ8E_RGBCmTdww-vdNSeGCfg&_nc_ohc=Hzg96NgyhXAQ7kNvwENA_to&_nc_gid=zoULbVecxWoFtfSmD2Ywmw&edm=APs17CUBAAAA&ccb=7-5&oh=00_AftOwqp26Ydplm1vPxgjM58ij9fySEkMsjnoX_aaU1yiiQ&oe=69A58764&_nc_sid=10d13b,https://www.instagram.com/p/DVL-6xEkbsE/,https://www.instagram.com/lagar_restaurant/,PROMOTION,LAGAR RESTAURANT,HALF OFF MARGARITAS.,,50% OFF,0.9,3840439824566827780,True,True,2026-02-26 02:59:29
LAGAR_RESTAURANT,HALF OFF MARGARITAS EVERY WEDNESDAY,2026-03-18,,LAGAR RESTAURANT,UNION,CENTRAL,HALF OFF MARGARITAS EVERY WEDNESDAY AT LAGAR!,https://www.instagram.com/p/DVL-6xEkbsE/,https://scontent-mia3-3.cdninstagram.com/v/t51.82787-15/640825841_18315432514267738_2964206415154300359_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-mia3-3.cdninstagram.com&_nc_cat=110&_nc_oc=Q6cZ2QH-9SBaqUyl6OqwYn0aPixHOBanEv0VVGTBLLCEnabEJ8E_RGBCmTdww-vdNSeGCfg&_nc_ohc=Hzg96NgyhXAQ7kNvwENA_to&_nc_gid=zoULbVecxWoFtfSmD2Ywmw&edm=APs17CUBAAAA&ccb=7-5&oh=00_AftOwqp26Ydplm1vPxgjM58ij9fySEkMsjnoX_aaU1yiiQ&oe=69A58764&_nc_sid=10d13b,https://www.instagram.com/p/DVL-6xEkbsE/,https://www.instagram.com/lagar_restaurant/,PROMOTION,LAGAR RESTAURANT,HALF OFF MARGARITAS.,,50% OFF,0.9,3840439824566827780,True,True,2026-02-26 02:59:29
LAGAR_RESTAURANT,HALF OFF MARGARITAS EVERY WEDNESDAY,2026-03-25,,LAGAR RESTAURANT,UNION,CENTRAL,HALF OFF MARGARITAS EVERY WEDNESDAY AT LAGAR!,https://www.instagram.com/p/DVL-6xEkbsE/,https://scontent-mia3-3.cdninstagram.com/v/t51.82787-15/640825841_18315432514267738_2964206415154300359_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-mia3-3.cdninstagram.com&_nc_cat=110&_nc_oc=Q6cZ2QH-9SBaqUyl6OqwYn0aPixHOBanEv0VVGTBLLCEnabEJ8E_RGBCmTdww-vdNSeGCfg&_nc_ohc=Hzg96NgyhXAQ7kNvwENA_to&_nc_gid=zoULbVecxWoFtfSmD2Ywmw&edm=APs17CUBAAAA&ccb=7-5&oh=00_AftOwqp26Ydplm1vPxgjM58ij9fySEkMsjnoX_aaU1yiiQ&oe=69A58764&_nc_sid=10d13b,https://www.instagram.com/p/DVL-6xEkbsE/,https://www.instagram.com/lagar_restaurant/,PROMOTION,LAGAR RESTAURANT,HALF OFF MARGARITAS.,,50% OFF,0.9,3840439824566827780,True,True,2026-02-26 02:59:29
LAGAR_RESTAURANT,HALF OFF MARGARITAS EVERY WEDNESDAY,2026-04-01,,LAGAR RESTAURANT,UNION,CENTRAL,HALF OFF MARGARITAS EVERY WEDNESDAY AT LAGAR!,https://www.instagram.com/p/DVL-6xEkbsE/,https://scontent-mia3-3.cdninstagram.com/v/t51.82787-15/640825841_18315432514267738_2964206415154300359_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-mia3-3.cdninstagram.com&_nc_cat=110&_nc_oc=Q6cZ2QH-9SBaqUyl6OqwYn0aPixHOBanEv0VVGTBLLCEnabEJ8E_RGBCmTdww-vdNSeGCfg&_nc_ohc=Hzg96NgyhXAQ7kNvwENA_to&_nc_gid=zoULbVecxWoFtfSmD2Ywmw&edm=APs17CUBAAAA&ccb=7-5&oh=00_AftOwqp26Ydplm1vPxgjM58ij9fySEkMsjnoX_aaU1yiiQ&oe=69A58764&_nc_sid=10d13b,https://www.instagram.com/p/DVL-6xEkbsE/,https://www.instagram.com/lagar_restaurant/,PROMOTION,LAGAR RESTAURANT,HALF OFF MARGARITAS.,,50% OFF,0.9,3840439824566827780,True,True,2026-02-26 02:59:29
IDONTDOCLUBS,BLIZZARD + CHILL 2026,,,,PASSAIC,NORTH,GET READY FOR BLIZZARD + CHILL 2026!,https://www.instagram.com/p/DVE2Rx8EnR1/,https://scontent-lga3-2.cdninstagram.com/v/t51.82787-15/639795347_18570906670048339_8749154769770338738_n.jpg?stp=dst-jpg_e15_fr_s1080x1080_tt6&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_cat=107&_nc_oc=Q6cZ2QG_25TRpGWnAPJTO-EbiVx2FZ_vz1-claZG5JBZLnRDNBGxxksnRH8WZ8wqT9D4X9E&_nc_ohc=m-aUXEzICdkQ7kNvwEUBtxe&_nc_gid=NXqu9XIyDZoKVUXbX7HcyQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_Aftr4i2sxBts1K6kjGoXm24Omnp-r2o4E9Ojm69RXQFKOA&oe=69A565BE&_nc_sid=10d13b,https://www.instagram.com/p/DVE2Rx8EnR1/,https://www.instagram.com/idontdoclubs/,SERIES,I DON’T DO CLUBS - CONNECTING BLACK PROFESSIONALS + CREATIVES,BLIZZARD + CHILL 2026 RETURNS THIS SPRING. MUST LOVE BEARDS.,,,0.8,3838431498790401141,True,True,2026-02-26 02:59:29
IDONTDOCLUBS,BLIZZARD + CHILL 2026,,,,HOUSTON,,GET READY FOR BLIZZARD + CHILL 2026!,https://www.instagram.com/p/DVE2Rx8EnR1/,https://scontent-lga3-2.cdninstagram.com/v/t51.82787-15/639795347_18570906670048339_8749154769770338738_n.jpg?stp=dst-jpg_e15_fr_s1080x1080_tt6&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_cat=107&_nc_oc=Q6cZ2QG_25TRpGWnAPJTO-EbiVx2FZ_vz1-claZG5JBZLnRDNBGxxksnRH8WZ8wqT9D4X9E&_nc_ohc=m-aUXEzICdkQ7kNvwEUBtxe&_nc_gid=NXqu9XIyDZoKVUXbX7HcyQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_Aftr4i2sxBts1K6kjGoXm24Omnp-r2o4E9Ojm69RXQFKOA&oe=69A565BE&_nc_sid=10d13b,https://www.instagram.com/p/DVE2Rx8EnR1/,https://www.instagram.com/idontdoclubs/,SERIES,I DON’T DO CLUBS - CONNECTING BLACK PROFESSIONALS + CREATIVES,BLIZZARD + CHILL 2026 RETURNS THIS SPRING. MUST LOVE BEARDS.,,,0.8,3838431498790401141,True,True,2026-02-26 02:59:29
IDONTDOCLUBS,BLIZZARD + CHILL 2026,,,,BROOKLYN,,GET READY FOR BLIZZARD + CHILL 2026!,https://www.instagram.com/p/DVE2Rx8EnR1/,https://scontent-lga3-2.cdninstagram.com/v/t51.82787-15/639795347_18570906670048339_8749154769770338738_n.jpg?stp=dst-jpg_e15_fr_s1080x1080_tt6&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_cat=107&_nc_oc=Q6cZ2QG_25TRpGWnAPJTO-EbiVx2FZ_vz1-claZG5JBZLnRDNBGxxksnRH8WZ8wqT9D4X9E&_nc_ohc=m-aUXEzICdkQ7kNvwEUBtxe&_nc_gid=NXqu9XIyDZoKVUXbX7HcyQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_Aftr4i2sxBts1K6kjGoXm24Omnp-r2o4E9Ojm69RXQFKOA&oe=69A565BE&_nc_sid=10d13b,https://www.instagram.com/p/DVE2Rx8EnR1/,https://www.instagram.com/idontdoclubs/,SERIES,I DON’T DO CLUBS - CONNECTING BLACK PROFESSIONALS + CREATIVES,BLIZZARD + CHILL 2026 RETURNS THIS SPRING. MUST LOVE BEARDS.,,,0.8,3838431498790401141,True,True,2026-02-26 02:59:29
IDONTDOCLUBS,BLIZZARD + CHILL 2026,,,,"WASHINGTON, DC",,GET READY FOR BLIZZARD + CHILL 2026!,https://www.instagram.com/p/DVE2Rx8EnR1/,https://scontent-lga3-2.cdninstagram.com/v/t51.82787-15/639795347_18570906670048339_8749154769770338738_n.jpg?stp=dst-jpg_e15_fr_s1080x1080_tt6&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_cat=107&_nc_oc=Q6cZ2QG_25TRpGWnAPJTO-EbiVx2FZ_vz1-claZG5JBZLnRDNBGxxksnRH8WZ8wqT9D4X9E&_nc_ohc=m-aUXEzICdkQ7kNvwEUBtxe&_nc_gid=NXqu9XIyDZoKVUXbX7HcyQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_Aftr4i2sxBts1K6kjGoXm24Omnp-r2o4E9Ojm69RXQFKOA&oe=69A565BE&_nc_sid=10d13b,https://www.instagram.com/p/DVE2Rx8EnR1/,https://www.instagram.com/idontdoclubs/,SERIES,I DON’T DO CLUBS - CONNECTING BLACK PROFESSIONALS + CREATIVES,BLIZZARD + CHILL 2026 RETURNS THIS SPRING. MUST LOVE BEARDS.,,,0.8,3838431498790401141,True,True,2026-02-26 02:59:29
IDONTDOCLUBS,BLIZZARD + CHILL 2026,2026-03-01,,,PASSAIC,NORTH,GET READY FOR BLIZZARD + CHILL 2026!,https://www.instagram.com/p/DVE4DOgkn29/,https://scontent-lga3-2.cdninstagram.com/v/t51.82787-15/639515525_18570916939048339_2625935602701368619_n.jpg?stp=dst-jpg_e15_fr_s1080x1080_tt6&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_cat=107&_nc_oc=Q6cZ2QEEyNqI1RwBz9CFCRV1-q9w5hD8pcFCwK23pHWPUt965G5DYmPFFteI_DJ1ecaY4OA&_nc_ohc=kNi2vK1kewAQ7kNvwEdUO1I&_nc_gid=AIa4wCXYLI3zA7COnxXAHA&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfsINQ0dgYD_00v1wozGXO0o-7BVsqOanwIngsdn743vdQ&oe=69A573AC&_nc_sid=10d13b,https://www.instagram.com/p/DVE4DOgkn29/,https://www.instagram.com/idontdoclubs/,EVENT SERIES,I DON’T DO CLUBS - CONNECTING BLACK PROFESSIONALS + CREATIVES,"BLIZZARD + CHILL 2026 RETURNS TO PASSAIC, HOUSTON, BROOKLYN, AND WASHINGTON, DC THIS SPRING. CLICK THE LINK IN OUR BIO TO RSVP OR SECURE YOUR TICKETS.",,,1,3838439294768414141,True,True,2026-02-26 02:59:29
