INSTAGRAM HANDLE,EVENT NAME,DATE,START TIME,VENUE NAME,CITY,SECTION OF NJ,NEWSLETTER DESCRIPTION,INSTAGRAM POST URL,DISPLAY URL,POST URL,INSTAGRAM PROFILE URL,EVENT TYPE,ACCOUNT NAME,DESCRIPTION,PERFORMER,PRICE,CONFIDENCE,POST ID,HAD OCR,FROM CALENDAR,IS RECURRING,PROCESSED TIMESTAMP
ARTHOUSEPRODUCTIONS,INKUBATOR NEW PLAY FESTIVAL,2026-05-06,,ART HOUSE PRODUCTIONS,JERSEY CITY,NORTH,EXPERIENCE THE 8TH ANNUAL INKUBATOR NEW PLAY FESTIVAL!,https://www.instagram.com/p/DXXCombEf27/,https://scontent-lax3-1.cdninstagram.com/v/t51.82787-15/671798385_18583484803022020_2713288074204610135_n.jpg?stp=dst-jpg_e15_fr_p1080x1080_tt6&_nc_ht=scontent-lax3-1.cdninstagram.com&_nc_cat=104&_nc_oc=Q6cZ2gHPj3R_kPBsUigIuTcFrJoxAomf0QFF6e_yFu1X1GjeHN2cMZFA9r34zdL7UbucLUg&_nc_ohc=hhFWSdFaiLIQ7kNvwFDfjVZ&_nc_gid=z46pQlY3UKPSGESQgb1d1g&edm=APs17CUBAAAA&ccb=7-5&oh=00_Af1KVjUSBR9yos1iRujNgP_ub_VrNAidU7LGbhbbS_UK-Q&oe=69F005CC&_nc_sid=10d13b,https://www.instagram.com/p/DXXCombEf27/,https://www.instagram.com/arthouseproductions/,THEATER FESTIVAL,ART HOUSE PRODUCTIONS,THE 8TH ANNUAL INKUBATOR NEW PLAY FESTIVAL,,,0.8,3879581190131416507,True,True,False,2026-04-23 15:59:50
ARTHOUSEPRODUCTIONS,INKUBATOR NEW PLAY FESTIVAL,2026-05-11,7:00 PM,ART HOUSE PRODUCTIONS,JERSEY CITY,NORTH,CATCH 'CONSOLATION PRIZE' AT THE INKUBATOR FESTIVAL!,https://www.instagram.com/p/DXXCombEf27/,https://scontent-lax3-1.cdninstagram.com/v/t51.82787-15/671798385_18583484803022020_2713288074204610135_n.jpg?stp=dst-jpg_e15_fr_p1080x1080_tt6&_nc_ht=scontent-lax3-1.cdninstagram.com&_nc_cat=104&_nc_oc=Q6cZ2gHPj3R_kPBsUigIuTcFrJoxAomf0QFF6e_yFu1X1GjeHN2cMZFA9r34zdL7UbucLUg&_nc_ohc=hhFWSdFaiLIQ7kNvwFDfjVZ&_nc_gid=z46pQlY3UKPSGESQgb1d1g&edm=APs17CUBAAAA&ccb=7-5&oh=00_Af1KVjUSBR9yos1iRujNgP_ub_VrNAidU7LGbhbbS_UK-Q&oe=69F005CC&_nc_sid=10d13b,https://www.instagram.com/p/DXXCombEf27/,https://www.instagram.com/arthouseproductions/,THEATER PERFORMANCE,ART HOUSE PRODUCTIONS,"CONSOLATION PRIZE BY FERDINAND MOSCAT
DIRECTED BY ALEXANDER PEÑA. BEN IS AN ACTOR. SORRY, BEN WAS AN ACTOR. SORRY, BEN DOESN'T KNOW WHAT HE IS ANYMORE. SORRY, BEN'S LIFE FELL APART AND NOW HE'S LIVING AT HOME TAKING CARE OF HIS MOM AS SHE PREPARES FOR ANOTHER ROUND OF CHEMOTHERAPY. AGAINST ALL ODDS, LIFE GOES ON. CONSOLATION PRIZE, A NEW FUNNY-SAD PLAY BY FERDINAND MOSCAT, IS A STORY ABOUT HITTING ROCK BOTTOM AND WHAT HAPPENS WHEN ROCK BOTTOM DARES TO HIT BACK.",FERDINAND MOSCAT,,0.9,3879581190131416507,True,True,False,2026-04-23 15:59:50
ARTHOUSEPRODUCTIONS,INKUBATOR NEW PLAY FESTIVAL,2026-05-12,,ART HOUSE PRODUCTIONS,JERSEY CITY,NORTH,EXPERIENCE THE 8TH ANNUAL INKUBATOR NEW PLAY FESTIVAL!,https://www.instagram.com/p/DXXCombEf27/,https://scontent-lax3-1.cdninstagram.com/v/t51.82787-15/671798385_18583484803022020_2713288074204610135_n.jpg?stp=dst-jpg_e15_fr_p1080x1080_tt6&_nc_ht=scontent-lax3-1.cdninstagram.com&_nc_cat=104&_nc_oc=Q6cZ2gHPj3R_kPBsUigIuTcFrJoxAomf0QFF6e_yFu1X1GjeHN2cMZFA9r34zdL7UbucLUg&_nc_ohc=hhFWSdFaiLIQ7kNvwFDfjVZ&_nc_gid=z46pQlY3UKPSGESQgb1d1g&edm=APs17CUBAAAA&ccb=7-5&oh=00_Af1KVjUSBR9yos1iRujNgP_ub_VrNAidU7LGbhbbS_UK-Q&oe=69F005CC&_nc_sid=10d13b,https://www.instagram.com/p/DXXCombEf27/,https://www.instagram.com/arthouseproductions/,THEATER FESTIVAL,ART HOUSE PRODUCTIONS,THE 8TH ANNUAL INKUBATOR NEW PLAY FESTIVAL,,,0.8,3879581190131416507,True,True,False,2026-04-23 15:59:50
ARTHOUSEPRODUCTIONS,INKUBATOR NEW PLAY FESTIVAL,2026-05-13,,ART HOUSE PRODUCTIONS,JERSEY CITY,NORTH,EXPERIENCE THE 8TH ANNUAL INKUBATOR NEW PLAY FESTIVAL!,https://www.instagram.com/p/DXXCombEf27/,https://scontent-lax3-1.cdninstagram.com/v/t51.82787-15/671798385_18583484803022020_2713288074204610135_n.jpg?stp=dst-jpg_e15_fr_p1080x1080_tt6&_nc_ht=scontent-lax3-1.cdninstagram.com&_nc_cat=104&_nc_oc=Q6cZ2gHPj3R_kPBsUigIuTcFrJoxAomf0QFF6e_yFu1X1GjeHN2cMZFA9r34zdL7UbucLUg&_nc_ohc=hhFWSdFaiLIQ7kNvwFDfjVZ&_nc_gid=z46pQlY3UKPSGESQgb1d1g&edm=APs17CUBAAAA&ccb=7-5&oh=00_Af1KVjUSBR9yos1iRujNgP_ub_VrNAidU7LGbhbbS_UK-Q&oe=69F005CC&_nc_sid=10d13b,https://www.instagram.com/p/DXXCombEf27/,https://www.instagram.com/arthouseproductions/,THEATER FESTIVAL,ART HOUSE PRODUCTIONS,THE 8TH ANNUAL INKUBATOR NEW PLAY FESTIVAL,,,0.8,3879581190131416507,True,True,False,2026-04-23 15:59:50
CARIBBREWCAFENWK,WEEKEND GOOD VIBES,2026-04-18,,CARIBBREW,NEWARK,NORTH,BRING A FRIEND AND SOAK UP THE GOOD VIBES THIS WEEKEND!,https://www.instagram.com/p/DXMzbiJAA45/,https://instagram.fwbw1-1.fna.fbcdn.net/v/t51.71878-15/671116477_1693398314985730_2803119688220568348_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=instagram.fwbw1-1.fna.fbcdn.net&_nc_cat=110&_nc_oc=Q6cZ2gGbHN_InP4JAg8kTk-Dy4kHSnlEQLuNPcoh5pJWXH9uao6JlTef6THZUl3nY2bk5JI&_nc_ohc=2OrpGzBLAfwQ7kNvwGmrWOs&_nc_gid=9QZAEURrnqXIFfoEmZR4uA&edm=APs17CUBAAAA&ccb=7-5&oh=00_Af3BndZygRHYuOtmH5wskCtIFlPrqlbnc2pptVT9j9KIAQ&oe=69F00A5C&_nc_sid=10d13b,https://www.instagram.com/p/DXMzbiJAA45/,https://www.instagram.com/caribbrewcafenwk/,SOCIAL GATHERING,CARIBBREW CAFE NEWARK,ENJOY GOOD VIBES WITH A FRIEND THIS WEEKEND.,,,0.9,3876699571715313209,True,False,False,2026-04-23 15:59:50
CARIBBREWCAFENWK,WEEKEND GOOD VIBES,2026-04-19,,CARIBBREW,NEWARK,NORTH,BRING A FRIEND AND SOAK UP THE GOOD VIBES THIS WEEKEND!,https://www.instagram.com/p/DXMzbiJAA45/,https://instagram.fwbw1-1.fna.fbcdn.net/v/t51.71878-15/671116477_1693398314985730_2803119688220568348_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=instagram.fwbw1-1.fna.fbcdn.net&_nc_cat=110&_nc_oc=Q6cZ2gGbHN_InP4JAg8kTk-Dy4kHSnlEQLuNPcoh5pJWXH9uao6JlTef6THZUl3nY2bk5JI&_nc_ohc=2OrpGzBLAfwQ7kNvwGmrWOs&_nc_gid=9QZAEURrnqXIFfoEmZR4uA&edm=APs17CUBAAAA&ccb=7-5&oh=00_Af3BndZygRHYuOtmH5wskCtIFlPrqlbnc2pptVT9j9KIAQ&oe=69F00A5C&_nc_sid=10d13b,https://www.instagram.com/p/DXMzbiJAA45/,https://www.instagram.com/caribbrewcafenwk/,SOCIAL GATHERING,CARIBBREW CAFE NEWARK,ENJOY GOOD VIBES WITH A FRIEND THIS WEEKEND.,,,0.9,3876699571715313209,True,False,False,2026-04-23 15:59:50
ARTHOUSEPRODUCTIONS,INKUBATOR NEW PLAY FESTIVAL,2026-05-04,,ART HOUSE PRODUCTIONS,,CENTRAL,EXPERIENCE NEW PLAYS AT THE INKUBATOR FESTIVAL!,https://www.instagram.com/p/DXZom8mEVA6/,https://scontent-phx1-1.cdninstagram.com/v/t51.82787-15/671849457_18583737217022020_5632124777982614539_n.jpg?stp=dst-jpg_e15_fr_p1080x1080_tt6&_nc_ht=scontent-phx1-1.cdninstagram.com&_nc_cat=104&_nc_oc=Q6cZ2gE76ILx9TSgIXnzCAhdjh0bn79cS_yVgfVN6KX5uy8VDn7BECHm4R8kWosf1PbTTBA&_nc_ohc=GcyOqJvfwPMQ7kNvwFmIJN2&_nc_gid=ztBS6FnpHT0YithUomUrvg&edm=APs17CUBAAAA&ccb=7-5&oh=00_Af1YBs6lTehT09nOtzWq-_C4jq-uFyYQY2JuawVVQTM73Q&oe=69EFEDDE&_nc_sid=10d13b,https://www.instagram.com/p/DXZom8mEVA6/,https://www.instagram.com/arthouseproductions/,FESTIVAL,ART HOUSE PRODUCTIONS,THE 8TH ANNUAL INKUBATOR NEW PLAY FESTIVAL,,,1,3880311152220131386,True,True,False,2026-04-23 15:59:50
ARTHOUSEPRODUCTIONS,INKUBATOR NEW PLAY FESTIVAL,2026-05-05,,ART HOUSE PRODUCTIONS,,CENTRAL,EXPERIENCE NEW PLAYS AT THE INKUBATOR FESTIVAL!,https://www.instagram.com/p/DXZom8mEVA6/,https://scontent-phx1-1.cdninstagram.com/v/t51.82787-15/671849457_18583737217022020_5632124777982614539_n.jpg?stp=dst-jpg_e15_fr_p1080x1080_tt6&_nc_ht=scontent-phx1-1.cdninstagram.com&_nc_cat=104&_nc_oc=Q6cZ2gE76ILx9TSgIXnzCAhdjh0bn79cS_yVgfVN6KX5uy8VDn7BECHm4R8kWosf1PbTTBA&_nc_ohc=GcyOqJvfwPMQ7kNvwFmIJN2&_nc_gid=ztBS6FnpHT0YithUomUrvg&edm=APs17CUBAAAA&ccb=7-5&oh=00_Af1YBs6lTehT09nOtzWq-_C4jq-uFyYQY2JuawVVQTM73Q&oe=69EFEDDE&_nc_sid=10d13b,https://www.instagram.com/p/DXZom8mEVA6/,https://www.instagram.com/arthouseproductions/,FESTIVAL,ART HOUSE PRODUCTIONS,THE 8TH ANNUAL INKUBATOR NEW PLAY FESTIVAL,,,1,3880311152220131386,True,True,False,2026-04-23 15:59:50
ARTHOUSEPRODUCTIONS,INKUBATOR NEW PLAY FESTIVAL,2026-05-06,,ART HOUSE PRODUCTIONS,,CENTRAL,EXPERIENCE NEW PLAYS AT THE INKUBATOR FESTIVAL!,https://www.instagram.com/p/DXZom8mEVA6/,https://scontent-phx1-1.cdninstagram.com/v/t51.82787-15/671849457_18583737217022020_5632124777982614539_n.jpg?stp=dst-jpg_e15_fr_p1080x1080_tt6&_nc_ht=scontent-phx1-1.cdninstagram.com&_nc_cat=104&_nc_oc=Q6cZ2gE76ILx9TSgIXnzCAhdjh0bn79cS_yVgfVN6KX5uy8VDn7BECHm4R8kWosf1PbTTBA&_nc_ohc=GcyOqJvfwPMQ7kNvwFmIJN2&_nc_gid=ztBS6FnpHT0YithUomUrvg&edm=APs17CUBAAAA&ccb=7-5&oh=00_Af1YBs6lTehT09nOtzWq-_C4jq-uFyYQY2JuawVVQTM73Q&oe=69EFEDDE&_nc_sid=10d13b,https://www.instagram.com/p/DXZom8mEVA6/,https://www.instagram.com/arthouseproductions/,FESTIVAL,ART HOUSE PRODUCTIONS,THE 8TH ANNUAL INKUBATOR NEW PLAY FESTIVAL,,,1,3880311152220131386,True,True,False,2026-04-23 15:59:50
ARTHOUSEPRODUCTIONS,INKUBATOR NEW PLAY FESTIVAL,2026-05-11,,ART HOUSE PRODUCTIONS,,CENTRAL,EXPERIENCE NEW PLAYS AT THE INKUBATOR FESTIVAL!,https://www.instagram.com/p/DXZom8mEVA6/,https://scontent-phx1-1.cdninstagram.com/v/t51.82787-15/671849457_18583737217022020_5632124777982614539_n.jpg?stp=dst-jpg_e15_fr_p1080x1080_tt6&_nc_ht=scontent-phx1-1.cdninstagram.com&_nc_cat=104&_nc_oc=Q6cZ2gE76ILx9TSgIXnzCAhdjh0bn79cS_yVgfVN6KX5uy8VDn7BECHm4R8kWosf1PbTTBA&_nc_ohc=GcyOqJvfwPMQ7kNvwFmIJN2&_nc_gid=ztBS6FnpHT0YithUomUrvg&edm=APs17CUBAAAA&ccb=7-5&oh=00_Af1YBs6lTehT09nOtzWq-_C4jq-uFyYQY2JuawVVQTM73Q&oe=69EFEDDE&_nc_sid=10d13b,https://www.instagram.com/p/DXZom8mEVA6/,https://www.instagram.com/arthouseproductions/,FESTIVAL,ART HOUSE PRODUCTIONS,THE 8TH ANNUAL INKUBATOR NEW PLAY FESTIVAL,,,1,3880311152220131386,True,True,False,2026-04-23 15:59:50
ARTHOUSEPRODUCTIONS,INKUBATOR NEW PLAY FESTIVAL,2026-05-12,,ART HOUSE PRODUCTIONS,,CENTRAL,EXPERIENCE NEW PLAYS AT THE INKUBATOR FESTIVAL!,https://www.instagram.com/p/DXZom8mEVA6/,https://scontent-phx1-1.cdninstagram.com/v/t51.82787-15/671849457_18583737217022020_5632124777982614539_n.jpg?stp=dst-jpg_e15_fr_p1080x1080_tt6&_nc_ht=scontent-phx1-1.cdninstagram.com&_nc_cat=104&_nc_oc=Q6cZ2gE76ILx9TSgIXnzCAhdjh0bn79cS_yVgfVN6KX5uy8VDn7BECHm4R8kWosf1PbTTBA&_nc_ohc=GcyOqJvfwPMQ7kNvwFmIJN2&_nc_gid=ztBS6FnpHT0YithUomUrvg&edm=APs17CUBAAAA&ccb=7-5&oh=00_Af1YBs6lTehT09nOtzWq-_C4jq-uFyYQY2JuawVVQTM73Q&oe=69EFEDDE&_nc_sid=10d13b,https://www.instagram.com/p/DXZom8mEVA6/,https://www.instagram.com/arthouseproductions/,FESTIVAL,ART HOUSE PRODUCTIONS,THE 8TH ANNUAL INKUBATOR NEW PLAY FESTIVAL,,,1,3880311152220131386,True,True,False,2026-04-23 15:59:50
ARTHOUSEPRODUCTIONS,INKUBATOR NEW PLAY FESTIVAL,2026-05-13,,ART HOUSE PRODUCTIONS,,CENTRAL,EXPERIENCE NEW PLAYS AT THE INKUBATOR FESTIVAL!,https://www.instagram.com/p/DXZom8mEVA6/,https://scontent-phx1-1.cdninstagram.com/v/t51.82787-15/671849457_18583737217022020_5632124777982614539_n.jpg?stp=dst-jpg_e15_fr_p1080x1080_tt6&_nc_ht=scontent-phx1-1.cdninstagram.com&_nc_cat=104&_nc_oc=Q6cZ2gE76ILx9TSgIXnzCAhdjh0bn79cS_yVgfVN6KX5uy8VDn7BECHm4R8kWosf1PbTTBA&_nc_ohc=GcyOqJvfwPMQ7kNvwFmIJN2&_nc_gid=ztBS6FnpHT0YithUomUrvg&edm=APs17CUBAAAA&ccb=7-5&oh=00_Af1YBs6lTehT09nOtzWq-_C4jq-uFyYQY2JuawVVQTM73Q&oe=69EFEDDE&_nc_sid=10d13b,https://www.instagram.com/p/DXZom8mEVA6/,https://www.instagram.com/arthouseproductions/,FESTIVAL,ART HOUSE PRODUCTIONS,THE 8TH ANNUAL INKUBATOR NEW PLAY FESTIVAL,,,1,3880311152220131386,True,True,False,2026-04-23 15:59:50
ARTHOUSEPRODUCTIONS,GUMSHOE: AN ONLINE NOIR,2026-05-12,7:00 PM,ART HOUSE PRODUCTIONS,,CENTRAL,CATCH 'GUMSHOE: AN ONLINE NOIR' ON MAY 12TH!,https://www.instagram.com/p/DXZom8mEVA6/,https://scontent-phx1-1.cdninstagram.com/v/t51.82787-15/671849457_18583737217022020_5632124777982614539_n.jpg?stp=dst-jpg_e15_fr_p1080x1080_tt6&_nc_ht=scontent-phx1-1.cdninstagram.com&_nc_cat=104&_nc_oc=Q6cZ2gE76ILx9TSgIXnzCAhdjh0bn79cS_yVgfVN6KX5uy8VDn7BECHm4R8kWosf1PbTTBA&_nc_ohc=GcyOqJvfwPMQ7kNvwFmIJN2&_nc_gid=ztBS6FnpHT0YithUomUrvg&edm=APs17CUBAAAA&ccb=7-5&oh=00_Af1YBs6lTehT09nOtzWq-_C4jq-uFyYQY2JuawVVQTM73Q&oe=69EFEDDE&_nc_sid=10d13b,https://www.instagram.com/p/DXZom8mEVA6/,https://www.instagram.com/arthouseproductions/,PLAY,ART HOUSE PRODUCTIONS,"GUMSHOE'S BROTHER HAS GONE MISSING. HE HASN'T BEEN SEEN SINCE THE 2020 ELECTION WAS CERTIFIED. ONCE AN ACTIVIST AND NOW A DOOMER, GUMSHOE DWELLS INSIDE, SOLVING ONLINE MYSTERIES FOR THE RIGHT PRICE.",ALLYSON DWYER,,1,3880311152220131386,True,True,False,2026-04-23 15:59:50
ARTHOUSEPRODUCTIONS,INKBLOT NEW PLAY FESTIVAL,2026-05-04,7:00 PM,ART HOUSE PRODUCTIONS,JERSEY CITY,NORTH,EXPERIENCE BRAND NEW PLAYS AT THE 8TH ANNUAL INKBLOT NEW PLAY FESTIVAL!,https://www.instagram.com/p/DXaDm6Qj5Za/,https://scontent-ord5-2.cdninstagram.com/v/t51.82787-15/670011322_18583779838022020_3521085439051693926_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-ord5-2.cdninstagram.com&_nc_cat=104&_nc_oc=Q6cZ2gHbipA6f_NNBgwEurPimlY-7dvlhKVLqzn7R4VidZyFdx67fuGT9VLQXa2-M0_TNXQ&_nc_ohc=oiIbwen6eCYQ7kNvwFGnBoH&_nc_gid=ecGg28DskQCPzseqP3n9tA&edm=APs17CUBAAAA&ccb=7-5&oh=00_Af2U37S0kt26e-PZkSmyuNW-SeDbis7PjH0ObjRLzLGc4g&oe=69F01495&_nc_sid=10d13b,https://www.instagram.com/p/DXaDm6Qj5Za/,https://www.instagram.com/arthouseproductions/,THEATER,ART HOUSE PRODUCTIONS,8TH ANNUAL INKUBATOR NEW PLAY FESTIVAL,,,0.9,3880429896967624282,True,True,False,2026-04-23 15:59:50
ARTHOUSEPRODUCTIONS,INKBLOT NEW PLAY FESTIVAL,2026-05-05,7:00 PM,ART HOUSE PRODUCTIONS,JERSEY CITY,NORTH,EXPERIENCE BRAND NEW PLAYS AT THE 8TH ANNUAL INKBLOT NEW PLAY FESTIVAL!,https://www.instagram.com/p/DXaDm6Qj5Za/,https://scontent-ord5-2.cdninstagram.com/v/t51.82787-15/670011322_18583779838022020_3521085439051693926_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-ord5-2.cdninstagram.com&_nc_cat=104&_nc_oc=Q6cZ2gHbipA6f_NNBgwEurPimlY-7dvlhKVLqzn7R4VidZyFdx67fuGT9VLQXa2-M0_TNXQ&_nc_ohc=oiIbwen6eCYQ7kNvwFGnBoH&_nc_gid=ecGg28DskQCPzseqP3n9tA&edm=APs17CUBAAAA&ccb=7-5&oh=00_Af2U37S0kt26e-PZkSmyuNW-SeDbis7PjH0ObjRLzLGc4g&oe=69F01495&_nc_sid=10d13b,https://www.instagram.com/p/DXaDm6Qj5Za/,https://www.instagram.com/arthouseproductions/,THEATER,ART HOUSE PRODUCTIONS,8TH ANNUAL INKUBATOR NEW PLAY FESTIVAL,,,0.9,3880429896967624282,True,True,False,2026-04-23 15:59:50
ARTHOUSEPRODUCTIONS,INKBLOT NEW PLAY FESTIVAL,2026-05-06,7:00 PM,ART HOUSE PRODUCTIONS,JERSEY CITY,NORTH,EXPERIENCE BRAND NEW PLAYS AT THE 8TH ANNUAL INKBLOT NEW PLAY FESTIVAL!,https://www.instagram.com/p/DXaDm6Qj5Za/,https://scontent-ord5-2.cdninstagram.com/v/t51.82787-15/670011322_18583779838022020_3521085439051693926_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-ord5-2.cdninstagram.com&_nc_cat=104&_nc_oc=Q6cZ2gHbipA6f_NNBgwEurPimlY-7dvlhKVLqzn7R4VidZyFdx67fuGT9VLQXa2-M0_TNXQ&_nc_ohc=oiIbwen6eCYQ7kNvwFGnBoH&_nc_gid=ecGg28DskQCPzseqP3n9tA&edm=APs17CUBAAAA&ccb=7-5&oh=00_Af2U37S0kt26e-PZkSmyuNW-SeDbis7PjH0ObjRLzLGc4g&oe=69F01495&_nc_sid=10d13b,https://www.instagram.com/p/DXaDm6Qj5Za/,https://www.instagram.com/arthouseproductions/,THEATER,ART HOUSE PRODUCTIONS,8TH ANNUAL INKUBATOR NEW PLAY FESTIVAL,,,0.9,3880429896967624282,True,True,False,2026-04-23 15:59:50
ARTHOUSEPRODUCTIONS,INKBLOT NEW PLAY FESTIVAL,2026-05-11,7:00 PM,ART HOUSE PRODUCTIONS,JERSEY CITY,NORTH,EXPERIENCE BRAND NEW PLAYS AT THE 8TH ANNUAL INKBLOT NEW PLAY FESTIVAL!,https://www.instagram.com/p/DXaDm6Qj5Za/,https://scontent-ord5-2.cdninstagram.com/v/t51.82787-15/670011322_18583779838022020_3521085439051693926_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-ord5-2.cdninstagram.com&_nc_cat=104&_nc_oc=Q6cZ2gHbipA6f_NNBgwEurPimlY-7dvlhKVLqzn7R4VidZyFdx67fuGT9VLQXa2-M0_TNXQ&_nc_ohc=oiIbwen6eCYQ7kNvwFGnBoH&_nc_gid=ecGg28DskQCPzseqP3n9tA&edm=APs17CUBAAAA&ccb=7-5&oh=00_Af2U37S0kt26e-PZkSmyuNW-SeDbis7PjH0ObjRLzLGc4g&oe=69F01495&_nc_sid=10d13b,https://www.instagram.com/p/DXaDm6Qj5Za/,https://www.instagram.com/arthouseproductions/,THEATER,ART HOUSE PRODUCTIONS,8TH ANNUAL INKUBATOR NEW PLAY FESTIVAL,,,0.9,3880429896967624282,True,True,False,2026-04-23 15:59:50
ARTHOUSEPRODUCTIONS,INKBLOT NEW PLAY FESTIVAL,2026-05-12,7:00 PM,ART HOUSE PRODUCTIONS,JERSEY CITY,NORTH,EXPERIENCE BRAND NEW PLAYS AT THE 8TH ANNUAL INKBLOT NEW PLAY FESTIVAL!,https://www.instagram.com/p/DXaDm6Qj5Za/,https://scontent-ord5-2.cdninstagram.com/v/t51.82787-15/670011322_18583779838022020_3521085439051693926_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-ord5-2.cdninstagram.com&_nc_cat=104&_nc_oc=Q6cZ2gHbipA6f_NNBgwEurPimlY-7dvlhKVLqzn7R4VidZyFdx67fuGT9VLQXa2-M0_TNXQ&_nc_ohc=oiIbwen6eCYQ7kNvwFGnBoH&_nc_gid=ecGg28DskQCPzseqP3n9tA&edm=APs17CUBAAAA&ccb=7-5&oh=00_Af2U37S0kt26e-PZkSmyuNW-SeDbis7PjH0ObjRLzLGc4g&oe=69F01495&_nc_sid=10d13b,https://www.instagram.com/p/DXaDm6Qj5Za/,https://www.instagram.com/arthouseproductions/,THEATER,ART HOUSE PRODUCTIONS,8TH ANNUAL INKUBATOR NEW PLAY FESTIVAL,,,0.9,3880429896967624282,True,True,False,2026-04-23 15:59:50
ARTHOUSEPRODUCTIONS,INKBLOT NEW PLAY FESTIVAL,2026-05-13,7:00 PM,ART HOUSE PRODUCTIONS,JERSEY CITY,NORTH,EXPERIENCE BRAND NEW PLAYS AT THE 8TH ANNUAL INKBLOT NEW PLAY FESTIVAL!,https://www.instagram.com/p/DXaDm6Qj5Za/,https://scontent-ord5-2.cdninstagram.com/v/t51.82787-15/670011322_18583779838022020_3521085439051693926_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-ord5-2.cdninstagram.com&_nc_cat=104&_nc_oc=Q6cZ2gHbipA6f_NNBgwEurPimlY-7dvlhKVLqzn7R4VidZyFdx67fuGT9VLQXa2-M0_TNXQ&_nc_ohc=oiIbwen6eCYQ7kNvwFGnBoH&_nc_gid=ecGg28DskQCPzseqP3n9tA&edm=APs17CUBAAAA&ccb=7-5&oh=00_Af2U37S0kt26e-PZkSmyuNW-SeDbis7PjH0ObjRLzLGc4g&oe=69F01495&_nc_sid=10d13b,https://www.instagram.com/p/DXaDm6Qj5Za/,https://www.instagram.com/arthouseproductions/,THEATER,ART HOUSE PRODUCTIONS,8TH ANNUAL INKUBATOR NEW PLAY FESTIVAL,,,0.9,3880429896967624282,True,True,False,2026-04-23 15:59:50
ARTHOUSEPRODUCTIONS,READING ROCKS MAGIC SHOW,2026-05-16,11:00 AM,ART HOUSE PRODUCTIONS,JERSEY CITY,NORTH,PREPARE TO BE AMAZED AT THE READING ROCKS MAGIC SHOW!,https://www.instagram.com/p/DXaDm6Qj5Za/,https://scontent-ord5-2.cdninstagram.com/v/t51.82787-15/670011322_18583779838022020_3521085439051693926_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-ord5-2.cdninstagram.com&_nc_cat=104&_nc_oc=Q6cZ2gHbipA6f_NNBgwEurPimlY-7dvlhKVLqzn7R4VidZyFdx67fuGT9VLQXa2-M0_TNXQ&_nc_ohc=oiIbwen6eCYQ7kNvwFGnBoH&_nc_gid=ecGg28DskQCPzseqP3n9tA&edm=APs17CUBAAAA&ccb=7-5&oh=00_Af2U37S0kt26e-PZkSmyuNW-SeDbis7PjH0ObjRLzLGc4g&oe=69F01495&_nc_sid=10d13b,https://www.instagram.com/p/DXaDm6Qj5Za/,https://www.instagram.com/arthouseproductions/,FAMILY FRIENDLY,ART HOUSE PRODUCTIONS,THE READING ROCKS MAGIC SHOW,,,0.9,3880429896967624282,True,True,False,2026-04-23 15:59:50
ARTHOUSEPRODUCTIONS,CLASSIC CINEMA CLUB: CITIZEN KANE,2026-05-17,7:00 PM,ART HOUSE PRODUCTIONS,JERSEY CITY,NORTH,JOIN THE CLASSIC CINEMA CLUB FOR A SCREENING OF CITIZEN KANE!,https://www.instagram.com/p/DXaDm6Qj5Za/,https://scontent-ord5-2.cdninstagram.com/v/t51.82787-15/670011322_18583779838022020_3521085439051693926_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-ord5-2.cdninstagram.com&_nc_cat=104&_nc_oc=Q6cZ2gHbipA6f_NNBgwEurPimlY-7dvlhKVLqzn7R4VidZyFdx67fuGT9VLQXa2-M0_TNXQ&_nc_ohc=oiIbwen6eCYQ7kNvwFGnBoH&_nc_gid=ecGg28DskQCPzseqP3n9tA&edm=APs17CUBAAAA&ccb=7-5&oh=00_Af2U37S0kt26e-PZkSmyuNW-SeDbis7PjH0ObjRLzLGc4g&oe=69F01495&_nc_sid=10d13b,https://www.instagram.com/p/DXaDm6Qj5Za/,https://www.instagram.com/arthouseproductions/,MOVIE SCREENING,ART HOUSE PRODUCTIONS,CLASSIC CINEMA CLUB: CITIZEN KANE,,,0.9,3880429896967624282,True,True,False,2026-04-23 15:59:50
