event_name,date,day_of_week,time,end_time,venue_name,city,state,section_of_nj,address,price,description,performer,event_type,age_restriction,ticket_link,confidence,extracted_from,post_id,instagram_post_url,post_url,display_url,display_url_note,instagram_handle,instagram_profile_url,account_name,had_ocr,ocr_chars,post_date,extraction_timestamp,from_calendar,calendar_type,combined_text
Rooftop Yoga + Curated Social Hour,2025-06-28,,,,,,NJ,,,,"Rooftop yoga followed by a social hour with charcuterie boards and @drinkdio grapefruit palomas, hosted and taught by @zentimacyoga.",,yoga + social hour,,,high,['caption'],,https://www.instagram.com/p/DL3ma3NAHJW/,https://www.instagram.com/p/DL3ma3NAHJW/,,CDN URL - expires after few hours/days,lefbeauty,https://www.instagram.com/lefbeauty/,Love Every Flaw Beauty🪞,False,0,2025-07-09T01:41:35+00:00,2025-11-28T14:24:09.201721,False,single,"June 28 felt like a dream 😳 Our first-ever rooftop yoga + curated social hour is officially in the books! 

We flowed under the sun (definitely not for the faint of heart) and then refueled with charcuterie boards and @drinkdio grapefruit palomas that had everyone feeling extra loose 😉🍹

Huge thanks to everyone who helped make this happen, to all of you who showed up, and to our incredible sponsors for believing in the vision. I’m beyond excited for what’s next! 🦋

Hosted by & taught by @zentima "
Rave Saturday,2025-11-29,Saturday,21:00,03:00,Eko Atlantic Restaurant,Newark,NJ,North,42 Commerce Street,20,Tropical heat meets city beats. Music by NJ FINEST Djs. No drama. Just vibes.,NJ FINEST Djs,rave,,,high,['caption'],,https://www.instagram.com/p/DRaS_rzEvjw/,https://www.instagram.com/p/DRaS_rzEvjw/,,CDN URL - expires after few hours/days,steamyentertainmentnj,https://www.instagram.com/steamyentertainmentnj/,Steamy Entertainment NJ,False,0,2025-11-23T19:34:38+00:00,2025-11-28T14:24:12.876754,False,,"RAVE SATURDAY: 
The Vibe Is Unmatched🔥 

🌆 Tropical heat meets city beats 
📍 42 Commerce Street. 
Music by NJ FINEST Djs

💃🏽 Steamy Entertainment x Eko Atlantic Restaurant 
🕘 9PM–3AM | 🎟️ $20 Admission 
This Saturday, we rave like legends. No drama. Just vibes. 

SteamyEnt #RaveSaturday #EkoAtlantic #NewarkNights #GSMsounds #NJEvents "
Friendsgiving event FTGWV - COZY in CRANBERRY,,,,,Myx Lokal,Avenel,NJ,Central,,,"Friendsgiving event with a cozy theme (red/pink attire), including eating, mingling, games, tote bag crafting, and bracelet making.",,party,,,high,['caption'],,https://www.instagram.com/p/DRVaHZQD5Ro/,https://www.instagram.com/p/DRVaHZQD5Ro/,,CDN URL - expires after few hours/days,forthegirlswhovibe,https://www.instagram.com/forthegirlswhovibe/,"More Than a Vibe, It’s a Movement | Central & South Jersey",False,0,2025-11-21T22:07:23+00:00,2025-11-28T14:24:14.284257,False,,"It was a fun friendsgiving event FTGWV ! The theme was COZY in CRANBERRY where we wore a shade of red/or pink . The girls looked so good I’m upset I didn’t get a group picture but you can see the vibes ! 

First we ate and the girls were mingling then came a few games , tote bag crafting, and bracelet making ! 

The vibes were everything ! I was surrounded by some great energy and some beautiful women. I met some new faces as well as loved seeing some returning girls who vibe !  This is what its "
Afrobeats Wednesday Special,2025-11-26,Wednesday,,,,,NJ,,,Free before 12AM with RSVP,Vibes • Afrobeat/Amapiano/Wave • Link-ups all night,,party,,link in bio,high,['caption'],,https://www.instagram.com/p/DRdJ7prDVRQ/,https://www.instagram.com/p/DRdJ7prDVRQ/,,CDN URL - expires after few hours/days,afrobeatweds,https://www.instagram.com/afrobeatweds/,Afrobeat Wednesdays,False,0,2025-11-24T22:13:09+00:00,2025-11-28T14:24:19.448153,False,,"🚨THIS WEDNESDAY — THANKSGIVING EVE! 🦃🎉
No work, no school the next day = NO EXCUSES!

AFROBEATS WEDNESDAY SPECIAL! 💃🏽🕺🏽
🍾 Vibes • 🎶 Afrobeat/Amapi/Wave • 🌃 Link-ups all night

🎟 FREE before 12AM with RSVP
➡️ Click the link in bio to RSVP! "
dance class gift bags,,,,,,,NJ,Central/South,,,gift bags for dance class made by @casacortes_collections,,class,,,high,['caption'],,https://www.instagram.com/p/DRfVtTKD02J/,https://www.instagram.com/p/DRfVtTKD02J/,,CDN URL - expires after few hours/days,forthegirlswhovibe,https://www.instagram.com/forthegirlswhovibe/,"More Than a Vibe, It’s a Movement | Central & South Jersey",False,0,2025-11-25T18:36:20+00:00,2025-11-28T14:24:20.518219,False,,"I just want to shout out  @casacortes_collections for making the keychains for the girls who vibe gift bags for dance class and the stickers for Friendsgiving ! 

I appreciate you and your support always ! It means so much ! 

Check her out and tell her I sent you ! 

#forthegirlswhovibe #supportsmallbusiness #womensupportingwomen "
Friendsgiving,,,,,,,NJ,Central/South,,,stickers for Friendsgiving made by @casacortes_collections,,party,,,high,['caption'],,https://www.instagram.com/p/DRfVtTKD02J/,https://www.instagram.com/p/DRfVtTKD02J/,,CDN URL - expires after few hours/days,forthegirlswhovibe,https://www.instagram.com/forthegirlswhovibe/,"More Than a Vibe, It’s a Movement | Central & South Jersey",False,0,2025-11-25T18:36:20+00:00,2025-11-28T14:24:20.518243,False,,"I just want to shout out  @casacortes_collections for making the keychains for the girls who vibe gift bags for dance class and the stickers for Friendsgiving ! 

I appreciate you and your support always ! It means so much ! 

Check her out and tell her I sent you ! 

#forthegirlswhovibe #supportsmallbusiness #womensupportingwomen "
"All black, All Vibes! Rnb Energy",2025-11-28,Friday,,,Eko Atlantic restaurant,,,,,FREE with RSVP before 9PM,Black Friday event,,party,,,high,['caption'],,https://www.instagram.com/p/DRdRxmTDqC3/,https://www.instagram.com/p/DRdRxmTDqC3/,,CDN URL - expires after few hours/days,ekoatlanticrestaurant,https://www.instagram.com/ekoatlanticrestaurant/,Eko Atlantic restaurant,False,0,2025-11-24T23:21:41+00:00,2025-11-28T14:24:22.197901,False,single,"All black, All Vibes! This Black Friday we're turning up the Rnb Energy at Eko Atlantic. FREE with RSVP before 9PM .. Don't keep the vibes waiting 🥂🖤🖤 "
The Rich Experience,2025-11-29,Saturday,,,Dolce Lounge,,NJ,,,$10 Early Bird | $20 Door,R&B hits all night,DJ Qua & DJ Mustafah,party,,RnBblackout.eventbrite.com,high,['caption'],,https://www.instagram.com/p/DRhbU2Dkb_3/,https://www.instagram.com/p/DRhbU2Dkb_3/,,CDN URL - expires after few hours/days,therichexp,https://www.instagram.com/therichexp/,The RICH Experience Collective🔥,False,0,2025-11-26T14:04:09+00:00,2025-11-28T14:24:24.255396,False,single,"🔥🎬This isn’t just a party: it’s THE Rich Experience, and we’re here to LEVEL UP your Saturday night. @djqua & @djmustafah bringing those R&B hits that’ll have you reminiscing ALL NIGHT @dolcelounge 

VIP SPOTS ALMOST GONE – exclusive seating + @lekoolchampagne @lekoolchampagnenewjersey waiting for you! VIP Tables TEXT: (732) 707-7822

🎟️ $10 Early Bird | $20 Door
RnBblackout.eventbrite.com

DRESS CODE: Grown & Sexy BLACK ATTIRE "
ENSVN Fest with Brooklyn Creators Market,,,,,@envsnfest,New York City,NY,,,,Donye Taylor from @yournuclei and Brain Bank presented a Foot Locker Workshop at ENSVN Fest with Brooklyn Creators Market.,Donye Taylor,workshop,,,high,['caption'],,https://www.instagram.com/p/DRIbaVfEiCk/,https://www.instagram.com/p/DRIbaVfEiCk/,,CDN URL - expires after few hours/days,brooklyncreatorsmarket,https://www.instagram.com/brooklyncreatorsmarket/,“BROOKLYN CREATORS MARKET” ★ Community Events,False,0,2025-11-16T21:04:17+00:00,2025-11-28T14:24:24.859790,False,,"We spoke with one with one of our favorite creatives, Donye Taylor, at ENSVN Fest with #BrooklynCreatorsMarket — we dove into the details of her Foot Locker Workshop and her brand, @yournuclei, and Brain Bank. 🧠✨

Donye “brings relief to the mental health of creators” - Courtney Whyte @cocolorenn of @alignment.productions 

📹: @yungbaus777 @trendlock 📍@envsnfest #nycevents #brooklynevents "
Traveling Sista Circle Society Event,,,,,,,NJ,,,,Unforgettable moments are made!,,party,,,low,['caption'],,https://www.instagram.com/p/DKJANtmN4fB/,https://www.instagram.com/p/DKJANtmN4fB/,,CDN URL - expires after few hours/days,expressions33,https://www.instagram.com/expressions33/,Kimberly D. Williams,False,0,2025-05-27T02:50:15+00:00,2025-11-28T14:24:25.308906,False,,"“The Big Western Rodeo Day Party was a whole vibe! 🤠🔥 Cowgirls and Cowboys showed UP and showed OUT!!!boots were on the ground, fans were clapping, and the energy was unmatched! If you missed it, you missed a MOVIE! Don’t miss the next @traveling.sista.circle.society event where unforgettable moments are made! 💃🏾🎶🎉 #WesternRodeoVibes #CowgirlMagic #CowboyEnergy #NextEventLoading” "
Fish Friday,2025-11-14,Friday,,,Wharfside Seafood & Patio Bar,Point Pleasant Beach,NJ,South,,,"Enjoy all your seafood favorites like spicy garlic shrimp pasta, stuffed flounder + shrimp, cod oreganata and much more!",,food,,,high,['caption'],,https://www.instagram.com/p/DRCu3_UiHV0/,https://www.instagram.com/p/DRCu3_UiHV0/,,CDN URL - expires after few hours/days,wharfsidenj,https://www.instagram.com/wharfsidenj/,Wharfside Seafood & Patio Bar,False,0,2025-11-14T16:01:13+00:00,2025-11-28T14:24:28.777615,False,,"Kickoff this weekend with Fish Friday on the #manasquaninlet 

Enjoy all your seafood favorites like spicy garlic shrimp pasta, stuffed flounder + shrimp, cod oreganata and much more! 

#oceancountynj #pointpleasantbeachnj #njmonthly #oceancounty "
Friendsgiving,,,,,,,NJ,,,,"Glamorous Friendsgiving with pink snacks, cute toppers, shades of cranberry, and custom favors.","@forthegirlswhovibe , @myxlokal , Qrafty-Q",party,,,high,['caption'],,https://www.instagram.com/p/DRSFwoGETda/,https://www.instagram.com/p/DRSFwoGETda/,,CDN URL - expires after few hours/days,qraftyq,https://www.instagram.com/qraftyq/,Quiahna | Custom Crafter | Shirt Girl,False,0,2025-11-20T15:06:56+00:00,2025-11-28T14:24:30.955824,False,,"Friendsgiving but make it G-L-A-M-O-R-O-U-S.
Pink snacks, cute toppers, shades of cranberry and favors that understood the assignment. 💅🏾🎀
This is what you get when @forthegirlswhovibe , @myxlokal and Qrafty-Q get together! #qraftyq #forthegirlswhovibe #myxlokal #friendsgiving #cozyincranberry #customfavors #nj "
"Richmond, VA Half Marathon",,,,,,Richmond,VA,,,,Richard T. from BMR NNJ completed his first half marathon in 6 years.,,marathon,,,high,['caption'],,https://www.instagram.com/p/DRKHvd1EVjF/,https://www.instagram.com/p/DRKHvd1EVjF/,,CDN URL - expires after few hours/days,bmr_nnj,https://www.instagram.com/bmr_nnj/,Black Men Run North New Jersey,False,0,2025-11-17T12:48:27+00:00,2025-11-28T14:24:32.235836,False,,"Medal Monday 🏅✨
“Shine a light on him!” 🔦

BMR NNJ Spotlight on our chapter BMR Brother Richard T. — who over the weekend nailed his first half marathon in 6 years, taking on and conquering the Richmond, VA Half Marathon !!! 🔥🏃🏾‍♂️💨

We see you, Bro !!! Congratulations !!! 🙌🏾
Keep putting in that WORK… and keep stacking those BRICKS 🧱— one mile at a time!!!

Onward !!! 💪🏾🖤 #HealthyBrotherhood "
Friendsgiving,2025-11-21,,,,,,NJ,,,,Friendsgiving event curated by Erica @forthegirlswhovibe and Erika @myxlokal.,,party,,,high,['caption'],,https://www.instagram.com/p/DRUtHUVEUl8/,https://www.instagram.com/p/DRUtHUVEUl8/,,CDN URL - expires after few hours/days,qraftyq,https://www.instagram.com/qraftyq/,Quiahna | Custom Crafter | Shirt Girl,False,0,2025-11-21T15:27:25+00:00,2025-11-28T14:24:36.245896,False,single,"Friendsgiving filled me right up! The laughs, the love, the whole vibe just felt different in the best way. 🤎✨ I wanna give all the love to Erica @forthegirlswhovibe and Erika @myxlokal for curating a space that felt peaceful, welcoming and full of love. Thank you for having me and allowing me to be apart of this special event. Thank you to @drinkaltua for sponsoring…passion fruit is my favorite flavor lol. Free minds, full plates, happy souls… I’d do nights like this over and over again. 🍂🤎 #fr "
,2025-11-22,Saturday,,,LOTUS,,NJ,,,,,"Clover Boyz, @dejavu.nj",concert,,link in bio,high,['caption'],,https://www.instagram.com/p/DRK8X5DiQbG/,https://www.instagram.com/p/DRK8X5DiQbG/,,CDN URL - expires after few hours/days,official.iou,https://www.instagram.com/official.iou/,ITS ONLY US,False,0,2025-11-17T20:28:21+00:00,2025-11-28T14:24:37.053389,False,,"STREETS SAID CLOVER BOYZ IS IN OUR CITY THIS WEEKEND 🍀

Saturday 11/22 ‼️ w/ @dejavu.nj @ LOTUS !!!
Ticket link in bio 🎟️
Ya think Rakai coming too???🤣🤣 "
Sunday Brunch,2025-08-17,Sunday,,,,Roselle,NJ,Central,,,Sunday Brunch featuring councilman/ hiphop artist @doitalldu from legendary group LORDS OF THE UNDERGROUND,DoItAll,brunch,,,high,['caption'],,https://www.instagram.com/p/DNMkUyFulX-/,https://www.instagram.com/p/DNMkUyFulX-/,,CDN URL - expires after few hours/days,pappynatson7,https://www.instagram.com/pappynatson7/,Loner ...Rebel...,False,0,2025-08-11T01:42:49+00:00,2025-11-28T14:24:38.002492,False,weekly,"Sunday 😊💛💪🏾 ... @mreast with another Sunday Brunch featuring councilman/ hiphop artist @doitalldu from legendary group LORDS OF THE UNDERGROUND
 @lotug1 

brought to you by @karim_rasul @radio_rahimb @lokey_music_group @jerseydoughboy s/o to @nocturnal_1215  @pappynatson7 n @boostin__bless in attendance 

#pappynatson #doitall #lordsoftheunderground #mreast #lokeymusicgroup #karimrasul #sunday #brunch #roselle #newark #linden #like #follow #support #hiphop #jersey #rahway #imissthe90s #brennanpa "
Miami Creators Market Art Basel edition,2025-12-07,Sunday,,,Wynwood,Miami,,,,$5,Art Basel edition of Miami Creators Market,,market,,link in bio,high,['caption'],,https://www.instagram.com/p/DRC26oLka6P/,https://www.instagram.com/p/DRC26oLka6P/,,CDN URL - expires after few hours/days,miamicreatorsmarket,https://www.instagram.com/miamicreatorsmarket/,“MIAMI CREATORS MARKET” ★ Community Events,False,0,2025-11-14T17:07:35+00:00,2025-11-28T14:24:39.095460,False,single,"Artist Curly Gen shares what she got at the last “Miami Creators Market” from our featured brands @ajwarchives + @5.o9am ! If you missed our last MCM, you’ve got to come through for our Art Basel edition in Wynwood on Sunday, Dec 7th! 

Grab your tix in bio — they’re just $5 before the weekend is up! #MiamiCreators #artbasel #miamiartweek #artbaselmiami #miamievents "
Brick City Jam Festival,2025-07-20,,,,,Newark,NJ,North,,,"Festival with the theme ""how hiphop moves the culture""",,festival,,,high,['caption'],,https://www.instagram.com/p/DMVa5PBOdBB/,https://www.instagram.com/p/DMVa5PBOdBB/,,CDN URL - expires after few hours/days,brickcityjam,https://www.instagram.com/brickcityjam/,Brick City Jam,False,0,2025-07-20T15:30:29+00:00,2025-11-28T14:24:42.255676,False,,@mohawudu you’re amazing for getting these two pieces down during our festival at thank you for creatively adding our theme of the day “ how hiphop moves the culture “@newarkcityparks @newarkriverfront 👏🏾👏🏾👏🏾 
OTS BRAND LINE UP,2025-11-29,Saturday,,,,,,,,free,,,,,,high,['caption'],,https://www.instagram.com/p/DRhp3Xgjnfq/,https://www.instagram.com/p/DRhp3Xgjnfq/,,CDN URL - expires after few hours/days,otsatlanta,https://www.instagram.com/otsatlanta/,On The Scene Atlanta,False,0,2025-11-26T16:09:09+00:00,2025-11-28T14:24:43.527070,False,,"OTS BRAND LINE UP 
SATURDAY NOVEMBER 29TH 
FREE ENTRY 
BE THERE!! "
Tuneful Tuesdays,2025-10-14,Tuesday,,,Shipyard Park,Hoboken,NJ,North,,,Live music in Hoboken,,concert,,,high,['caption'],,https://www.instagram.com/p/DPmVsMOEqZL/,https://www.instagram.com/p/DPmVsMOEqZL/,,CDN URL - expires after few hours/days,brickcityjam,https://www.instagram.com/brickcityjam/,Brick City Jam,False,0,2025-10-09T18:53:10+00:00,2025-11-28T14:24:46.492343,False,weekly,"What a kickoff to our October #TunefulTuesdays in Hoboken! 🎶

Huge thanks to the incredible @jane.tza for lighting up Shipyard Park in Hoboken yesterday. You set the stage for an amazing Art Month!

We’re just getting started. Join us every Tuesday in October for more live music in Hoboken! @visithoboken @hobokenculturalaffairs
 
🎥 @bernardd_x @kaythekreator @artillerycreative_ "
Tuneful Tuesdays,2025-10-21,Tuesday,,,Shipyard Park,Hoboken,NJ,North,,,Live music in Hoboken,,concert,,,high,['caption'],,https://www.instagram.com/p/DPmVsMOEqZL/,https://www.instagram.com/p/DPmVsMOEqZL/,,CDN URL - expires after few hours/days,brickcityjam,https://www.instagram.com/brickcityjam/,Brick City Jam,False,0,2025-10-09T18:53:10+00:00,2025-11-28T14:24:46.492367,False,weekly,"What a kickoff to our October #TunefulTuesdays in Hoboken! 🎶

Huge thanks to the incredible @jane.tza for lighting up Shipyard Park in Hoboken yesterday. You set the stage for an amazing Art Month!

We’re just getting started. Join us every Tuesday in October for more live music in Hoboken! @visithoboken @hobokenculturalaffairs
 
🎥 @bernardd_x @kaythekreator @artillerycreative_ "
Tuneful Tuesdays,2025-10-28,Tuesday,,,Shipyard Park,Hoboken,NJ,North,,,Live music in Hoboken,,concert,,,high,['caption'],,https://www.instagram.com/p/DPmVsMOEqZL/,https://www.instagram.com/p/DPmVsMOEqZL/,,CDN URL - expires after few hours/days,brickcityjam,https://www.instagram.com/brickcityjam/,Brick City Jam,False,0,2025-10-09T18:53:10+00:00,2025-11-28T14:24:46.492379,False,weekly,"What a kickoff to our October #TunefulTuesdays in Hoboken! 🎶

Huge thanks to the incredible @jane.tza for lighting up Shipyard Park in Hoboken yesterday. You set the stage for an amazing Art Month!

We’re just getting started. Join us every Tuesday in October for more live music in Hoboken! @visithoboken @hobokenculturalaffairs
 
🎥 @bernardd_x @kaythekreator @artillerycreative_ "
Standing in Solidarity Series: CHECK UP ON MEN’S HEALTH,2025-11-17,Monday,,,NJPAC,,NJ,North,,,"Expert panel sharing breakthroughs in early detection, mental health, and physical wellness, empowering men to take charge of their health. Attendees received free health screenings and vital health resources.",,health event,,,high,['caption'],,https://www.instagram.com/p/DRMoD42kRWP/,https://www.instagram.com/p/DRMoD42kRWP/,,CDN URL - expires after few hours/days,bmr_nnj,https://www.instagram.com/bmr_nnj/,Black Men Run North New Jersey,False,0,2025-11-18T12:09:20+00:00,2025-11-28T14:24:47.814796,False,single,"A sobering truth: Men die 4–5 years earlier than women — often from preventable causes. 💔

Last night, we came together @ NJPAC - Standing in Solidarity Series: CHECK UP ON MEN’S HEALTH — with an expert panel sharing breakthroughs in early detection, mental health, and physical wellness, empowering men to take charge of their health. 💪🏾🩺

Attendees received free health screenings and vital health resources — supported by incredible partners like Brick City Run Club, one of BMR NNJ’s strongest al "
Holiday Cocktails: I’m in Love with the COCO (coquito),,,,,Life After Restaurant,,NJ,,,,New seasonal cocktail: I’m in Love with the COCO (our coquito),,drinks,,,high,['caption'],,https://www.instagram.com/p/DRGJV2UAWeu/,https://www.instagram.com/p/DRGJV2UAWeu/,,CDN URL - expires after few hours/days,lifeafterrestaurant,https://www.instagram.com/lifeafterrestaurant/,LIFE AFTER RESTAURANT,False,0,2025-11-15T23:45:28+00:00,2025-11-28T14:24:48.779461,False,,"Holiday cheer, but make it Life After. 🎄🔥
We’re serving three new seasonal cocktails that hit different:

✨ I’m in Love with the COCO (our coquito)
🍎 Apple Bottom Shaker (spiced rum magic)
🎃 P.U.M.P-kin Espresso Martini (festive fuel)

Sip, vibe, repeat. ’Tis the season.

#holidaydrinks #lifeafterrestaurant #lifeafterlounge "
Holiday Cocktails: Apple Bottom Shaker,,,,,Life After Restaurant,,NJ,,,,New seasonal cocktail: Apple Bottom Shaker (spiced rum magic),,drinks,,,high,['caption'],,https://www.instagram.com/p/DRGJV2UAWeu/,https://www.instagram.com/p/DRGJV2UAWeu/,,CDN URL - expires after few hours/days,lifeafterrestaurant,https://www.instagram.com/lifeafterrestaurant/,LIFE AFTER RESTAURANT,False,0,2025-11-15T23:45:28+00:00,2025-11-28T14:24:48.779486,False,,"Holiday cheer, but make it Life After. 🎄🔥
We’re serving three new seasonal cocktails that hit different:

✨ I’m in Love with the COCO (our coquito)
🍎 Apple Bottom Shaker (spiced rum magic)
🎃 P.U.M.P-kin Espresso Martini (festive fuel)

Sip, vibe, repeat. ’Tis the season.

#holidaydrinks #lifeafterrestaurant #lifeafterlounge "
