INSTAGRAM HANDLE,EVENT NAME,DATE,START TIME,VENUE NAME,CITY,SECTION OF NJ,NEWSLETTER DESCRIPTION,INSTAGRAM POST URL,DISPLAY URL,POST URL,INSTAGRAM PROFILE URL,EVENT TYPE,ACCOUNT NAME,DESCRIPTION,PERFORMER,PRICE,CONFIDENCE,POST ID,HAD OCR,FROM CALENDAR
AFROBEATSTOTHEWORLD,AFROBEATS TO THE WORLD,2026-04-24,,,KANSAS CITY,,AFROBEATS TO THE WORLD WILL BE IN KANSAS CITY ON APRIL 24TH!,HTTPS://WWW.INSTAGRAM.COM/P/DTAVULRDPMJ/,HTTPS://SCONTENT-ORD5-3.CDNINSTAGRAM.COM/V/T51.2885-15/615406985_1358313242735025_4316931026164342635_N.JPG?STP=DST-JPG_E15_TT6&_NC_HT=SCONTENT-ORD5-3.CDNINSTAGRAM.COM&_NC_CAT=109&_NC_OC=Q6CZ2QF4B98M4IXYHL_5BVOEEW1XTC-XNVXFSV7F6STTPIV0Q790Y9EWGTOKER-SZCBT6MQ&_NC_OHC=XOLYGAYZBFKQ7KNVWFPQ3FQ&_NC_GID=ZGBZJED9P9MGJ_PB8XCTDG&EDM=APS17CUBAAAA&CCB=7-5&OH=00_AFTUKLFTEVTIKEVRSI8OGLN0J_8-C7ZZ-81VH6MGUWNPFQ&OE=698ACFB1&_NC_SID=10D13B,HTTPS://WWW.INSTAGRAM.COM/P/DTAVULRDPMJ/,HTTPS://WWW.INSTAGRAM.COM/AFROBEATSTOTHEWORLD/,CONCERT,AFROBEATS TO THE WORLD,,,,0.95,3808564557485347593,True,True
AFROBEATSTOTHEWORLD,AFROBEATS TO THE WORLD,2026-05-09,,,DETROIT,,AFROBEATS TO THE WORLD IS COMING TO DETROIT ON MAY 9TH!,HTTPS://WWW.INSTAGRAM.COM/P/DTAVULRDPMJ/,HTTPS://SCONTENT-ORD5-3.CDNINSTAGRAM.COM/V/T51.2885-15/615406985_1358313242735025_4316931026164342635_N.JPG?STP=DST-JPG_E15_TT6&_NC_HT=SCONTENT-ORD5-3.CDNINSTAGRAM.COM&_NC_CAT=109&_NC_OC=Q6CZ2QF4B98M4IXYHL_5BVOEEW1XTC-XNVXFSV7F6STTPIV0Q790Y9EWGTOKER-SZCBT6MQ&_NC_OHC=XOLYGAYZBFKQ7KNVWFPQ3FQ&_NC_GID=ZGBZJED9P9MGJ_PB8XCTDG&EDM=APS17CUBAAAA&CCB=7-5&OH=00_AFTUKLFTEVTIKEVRSI8OGLN0J_8-C7ZZ-81VH6MGUWNPFQ&OE=698ACFB1&_NC_SID=10D13B,HTTPS://WWW.INSTAGRAM.COM/P/DTAVULRDPMJ/,HTTPS://WWW.INSTAGRAM.COM/AFROBEATSTOTHEWORLD/,CONCERT,AFROBEATS TO THE WORLD,,,,0.95,3808564557485347593,True,True
BRICK_CITY_BITE,ESQUEIXADA (CATALAN CEVICHE),2020-06-01,,,PHILADELPHIA,,"INDULGE IN A TASTE OF SUMMER WITH ESQUEIXADA, A REFRESHING CATALAN CEVICHE!",HTTPS://WWW.INSTAGRAM.COM/P/DUTF_L6CAQW/,HTTPS://SCONTENT-ORD5-2.CDNINSTAGRAM.COM/V/T51.2885-15/622067687_17908268253305907_5045408578995638462_N.HEIC?STP=DST-JPG_E35_P1080X1080_SH0.08_TT6&_NC_HT=SCONTENT-ORD5-2.CDNINSTAGRAM.COM&_NC_CAT=103&_NC_OC=Q6CZ2QGZ8PB-RCHJ2VOBCOIXQFQZOINFZRKWUNIXQA6RPMVH3869K_SSTQDEOFWJPLJI4EK&_NC_OHC=WSWR1RJA45AQ7KNVWE233KL&_NC_GID=VY7IB99L6WWFU8MIDOKYRQ&EDM=APS17CUBAAAA&CCB=7-5&OH=00_AFS8QOKBR5D1IM-9FSOATWLHKBCCKLT73GGSASWGF3M11G&OE=698AC097&_NC_SID=10D13B,HTTPS://WWW.INSTAGRAM.COM/P/DUTF_L6CAQW/,HTTPS://WWW.INSTAGRAM.COM/BRICK_CITY_BITE/,FOOD SPECIAL,BRICK CITY BITE,"ESQUEIXADA AKA ""CATALAN CEVICHE"" WITH RAW COD, TOMATO, OLIVE TAPENADE, AND ROMESCO.",,,0.9,3824426868829432470,True,False
AFROBEATSTOTHEWORLD,AFROBEATS TO THE WORLD TOUR,2026-01-14,,NORTH AMERICA,,,CATCH THE AFROBEATS TO THE WORLD TOUR – AN UNFORGETTABLE EXPERIENCE FOR FANS!,HTTPS://WWW.INSTAGRAM.COM/P/DTF5RI-JVQA/,HTTPS://INSTAGRAM.FBGI2-1.FNA.FBCDN.NET/V/T51.2885-15/615247760_1431079121791084_4354981227311037799_N.JPG?STP=DST-JPG_E15_TT6&_NC_HT=INSTAGRAM.FBGI2-1.FNA.FBCDN.NET&_NC_CAT=104&_NC_OC=Q6CZ2QGD6BMDPRGBTRONEMPY9FD9ZNGSJQVVZ9BTT4SM8XU_MDW4H5L-BMVE47NF4CU905A&_NC_OHC=MDLMPLXDOS8Q7KNVWFHXZFL&_NC_GID=T_5MGL7XHGFHAWKMTISVRQ&EDM=APS17CUBAAAA&CCB=7-5&OH=00_AFUAVX77W4LK_W3F8-ORYBCFCIYADOJYZARQYQU5_-APHG&OE=698AD6FE&_NC_SID=10D13B,HTTPS://WWW.INSTAGRAM.COM/P/DTF5RI-JVQA/,HTTPS://WWW.INSTAGRAM.COM/AFROBEATSTOTHEWORLD/,CONCERT,AFROBEATS TO THE WORLD,AFROBEATS TO THE WORLD TOUR IS NOW ON. TICKETS ARE AVAILABLE. IT'S ABOUT THE FANS.,AFROBEATS TO THE WORLD,,0.95,3810017490924141184,True,False
CONSIGLIEREWINE,LAMMIDIA PAISLEY WINE ARRIVAL,2026-02-03,,CONSIGLIERE,NEWARK,NORTH,DON'T MISS THE LIMITED ARRIVAL OF LAMMIDIA PAISLEY NATURAL WINE – A PURE TASTE OF ABRUZZO!,HTTPS://WWW.INSTAGRAM.COM/P/DUTTVT6GCB5/,HTTPS://SCONTENT-LGA3-2.CDNINSTAGRAM.COM/V/T51.2885-15/627404697_18005901635844745_1072181329810828938_N.JPG?STP=DST-JPG_E35_P1080X1080_SH0.08_TT6&_NC_HT=SCONTENT-LGA3-2.CDNINSTAGRAM.COM&_NC_CAT=101&_NC_OC=Q6CZ2QGZTTTZ2IBQSHRRYTXXUQ9BC6ENKEA8CAD9ZXXKSM3YAZMTQQHFHFK2_73_OSDXZZS&_NC_OHC=B7DTY6AS0OWQ7KNVWHXCWGJ&_NC_GID=SDXSJGW2X0AAUE65AIVQVA&EDM=APS17CUBAAAA&CCB=7-5&OH=00_AFUQYKNTHXVDTZARCPSUZO7FMHGEQVB86BFIA1RH5X4YFA&OE=698AEF76&_NC_SID=10D13B,HTTPS://WWW.INSTAGRAM.COM/P/DUTTVT6GCB5/,HTTPS://WWW.INSTAGRAM.COM/CONSIGLIEREWINE/,WINE TASTING/AVAILABILITY,CONSIGLIERE,"LIMITED QUANTITY OF LAMMIDIA PAISLEY NATURAL WINE AVAILABLE NOW. ASK YOUR SERVER BEFORE IT SELLS OUT. PRODUCED WITH NATIVE YEASTS, NO CHEMICAL ADDITIVES, AND MINIMAL INTERVENTION. CRISP, AROMATIC, AND QUIETLY COMPLEX, IT DELIVERS BRIGHT STONE FRUIT AND CITRUS WITH A CLEAN, REFRESHING FINISH.",,,0.95,3824601699776053369,True,False
PAPPYNATSON7,BIRTHDAY CELEBRATION,2026-01-30,,JERSEY,JERSEY,,CELEBRATE PAPPYNATSON'S BIRTHDAY!,HTTPS://WWW.INSTAGRAM.COM/P/DUJ7M0VJSQ8/,HTTPS://SCONTENT-IAD3-1.CDNINSTAGRAM.COM/V/T51.2885-15/624158309_1596951524839189_3019494319014544167_N.JPG?STP=DST-JPG_E15_TT6&_NC_HT=SCONTENT-IAD3-1.CDNINSTAGRAM.COM&_NC_CAT=101&_NC_OC=Q6CZ2QHM6LZRIITGUTQ4XDCVFBXOMQA5_FAZMMAWXCGDT8-_LZT-EJ8ND74PUN8CB3JZSPLU3BYRUGJZ1I0JH9RGXPNO&_NC_OHC=FTLPNIFVK-4Q7KNVWHBLGSZ&_NC_GID=LWYULB8THD3HKDNPYPWV0Q&EDM=APS17CUBAAAA&CCB=7-5&OH=00_AFTEZ0JVJM_VBMY0ZQYKYX4UJJUWLKXEMG0QPWKU5LASVG&OE=698AE811&_NC_SID=10D13B,HTTPS://WWW.INSTAGRAM.COM/P/DUJ7M0VJSQ8/,HTTPS://WWW.INSTAGRAM.COM/PAPPYNATSON7/,BIRTHDAY,LONER ...REBEL...,HAPPY BORN DAY!,,,0.95,3821847911517309628,False,False
WINEDOWNLIVE,WINE DOWN,2026-02-06,,CONSIGLIERE WINE BAR,NEWARK,NORTH,JOIN US FOR WINE DOWN AT CONSIGLIERE WINE BAR NEXT FRIDAY!,HTTPS://WWW.INSTAGRAM.COM/P/DUMSB_HKPPM/,HTTPS://SCONTENT-IAD3-1.CDNINSTAGRAM.COM/V/T51.2885-15/625971517_17866020282558775_7225442312766660205_N.JPG?STP=DST-JPG_E35_S1080X1080_SH0.08_TT6&_NC_HT=SCONTENT-IAD3-1.CDNINSTAGRAM.COM&_NC_CAT=107&_NC_OC=Q6CZ2QFTQNAYOQFGLVEZWAI1XAUJ5CI7CI1TZV1YBKLNPSPRBJUVAS5FB3BW-1VB-SCD1MO&_NC_OHC=PBPF018F1QQQ7KNVWGZAWZS&_NC_GID=IVUY8FSEAVNYAIZHR_2JSA&EDM=APS17CUBAAAA&CCB=7-5&OH=00_AFSAPGWRS-7OZ6O-YDKJOZWWC1KB_PQDCA2OS9EPHQ1R9A&OE=698AD53C&_NC_SID=10D13B,HTTPS://WWW.INSTAGRAM.COM/P/DUMSB_HKPPM/,HTTPS://WWW.INSTAGRAM.COM/WINEDOWNLIVE/,WINE TASTING,,WINE DOWN AT @CONSIGLIEREWINE,,,0.95,3822511271766563430,False,False
BRICKBANDITS,HISTORY OF BRICK BANDITS CREW,2026-02-01,,"NEWARK, NEW JERSEY",NEWARK,NORTH,RELIVE THE EARLY DAYS OF THE BRICK BANDITS CREW IN NEWARK!,HTTPS://WWW.INSTAGRAM.COM/P/DUNNIZ6DJAZ/,HTTPS://INSTAGRAM.FMEL11-1.FNA.FBCDN.NET/V/T51.2885-15/625121519_18558601894005120_3893485633785515962_N.JPG?STP=DST-JPG_E35_P1080X1080_SH0.08_TT6&_NC_HT=INSTAGRAM.FMEL11-1.FNA.FBCDN.NET&_NC_CAT=100&_NC_OC=Q6CZ2QFZFC280LB49U_2IB03GH1NGWPLDADIXR3ZAVU39VLGAB713CIQFOSLURZIR6JGZO4&_NC_OHC=MTZSH5E4UPAQ7KNVWF1PPFN&_NC_GID=JJMPZWHYQ-QRZRAKESV3AA&EDM=APS17CUBAAAA&CCB=7-5&OH=00_AFSXPKBWKWP4N2CLFTHZKNLHCFDSNLFZ3DN2ORALXEZDKQ&OE=698AD68E&_NC_SID=10D13B,HTTPS://WWW.INSTAGRAM.COM/P/DUNNIZ6DJAZ/,HTTPS://WWW.INSTAGRAM.COM/BRICKBANDITS/,SOCIAL GATHERING,BRICK BANDITS CREW,A LOOK BACK AT THE ORIGINS OF THE BRICK BANDITS CREW FEATURING @MIKEVCEO AND @BOOKIEMESHINE.,,,0.95,3822883788012009139,True,False
WINEDOWNLIVE,WINEDOWN LIVE AT CONSIGLIERE WINE BAR,2026-02-06,8:00 PM,CONSIGLIERE WINE BAR,NEWARK,NORTH,DON'T MISS WINEDOWN LIVE WITH SOUNDS BY @JJJOZIER AT CONSIGLIERE WINE BAR THIS FRIDAY!,HTTPS://WWW.INSTAGRAM.COM/P/DUWRCFKKVZN/,HTTPS://SCONTENT-LGA3-2.CDNINSTAGRAM.COM/V/T51.2885-15/625355485_17866569921558775_6592778557142357691_N.JPG?STP=DST-JPG_E35_S1080X1080_SH0.08_TT6&_NC_HT=SCONTENT-LGA3-2.CDNINSTAGRAM.COM&_NC_CAT=107&_NC_OC=Q6CZ2QGHCCJGSIIY6VTV65TR0HWABH-V0Y3Y4F2GDQPD_LSMBPMAPC71ACM7K1CAZD2WNS0&_NC_OHC=UTZFR5JAVFMQ7KNVWGKLZ0_&_NC_GID=CKOED34UVWABFKI56DZMJG&EDM=APS17CUBAAAA&CCB=7-5&OH=00_AFVAVSUMWFRLFBRWHPZF93PZ34ZMHCKG74-3K_WWMM773W&OE=698ACC3C&_NC_SID=10D13B,HTTPS://WWW.INSTAGRAM.COM/P/DUWRCFKKVZN/,HTTPS://WWW.INSTAGRAM.COM/WINEDOWNLIVE/,LIVE MUSIC,,,@JJJOZIER,,0.95,3825435979189255373,True,False
HOTSPOTSNJ,SINGLES NIGHT,2026-02-12,7:00 PM,CONCOURSE CLUB,WOOD-RIDGE,NORTH,"CONNECT, SIP COCKTAILS, AND ENJOY CONVERSATION AT SINGLES NIGHT!",HTTPS://WWW.INSTAGRAM.COM/P/DTS3CLEDSY8/,HTTPS://SCONTENT-DET1-1.CDNINSTAGRAM.COM/V/T51.2885-15/619505622_2008918716687118_2053455737011481041_N.JPG?STP=DST-JPG_E15_TT6&_NC_HT=SCONTENT-DET1-1.CDNINSTAGRAM.COM&_NC_CAT=110&_NC_OC=Q6CZ2QEOQVRLT-FQWCVY07-DPIFVGF1HLDIVYVSRIQR5IBXATVEVWDALCYPDDFGSWJ4PRTWG__N88ML8P_RIMJDKQFPR&_NC_OHC=HAG1E4GVF9CQ7KNVWGNGZ_I&_NC_GID=12BB7BQ2REMXTESLVXYQ1W&EDM=APS17CUBAAAA&CCB=7-5&OH=00_AFTOIR5J4PE_-OUXOOPDRWCQBFI9ADRME_-CFX40DSSLUW&OE=698ABBC7&_NC_SID=10D13B,HTTPS://WWW.INSTAGRAM.COM/P/DTS3CLEDSY8/,HTTPS://WWW.INSTAGRAM.COM/HOTSPOTSNJ/,SINGLES EVENT,HOTSPOTSNJ,"COCKTAILS, CONVERSATION, MUSIC, GIVEAWAYS & MORE!!! AGES 30–45",DJ BISHOP,,0.95,3813665054269557948,True,True
BENEATHNJ,DJ SET WITH @MUSICWITHFLACO AND @THIN.LINEZZ,2026-01-30,,JERSEY CITY,JERSEY CITY,NORTH,CATCH A DJ SET FEATURING @MUSICWITHFLACO AND @THIN.LINEZZ IN JERSEY CITY!,HTTPS://WWW.INSTAGRAM.COM/P/DUJFSBJKCSX/,HTTPS://SCONTENT-IAD3-1.CDNINSTAGRAM.COM/V/T51.2885-15/623942342_2201350317442425_3017321762814507788_N.JPG?STP=DST-JPG_E15_TT6&_NC_HT=SCONTENT-IAD3-1.CDNINSTAGRAM.COM&_NC_CAT=109&_NC_OC=Q6CZ2QHYFCKH3_TCMPM4KPDORKLWHCNXXWPE2P5_TWVVHKYQSSZVG0NLLMOXIHCZAKRABH8&_NC_OHC=SLXZXM5NXLGQ7KNVWEPSDMK&_NC_GID=3NLKGNDI2_CYYN5QOV_IFW&EDM=APS17CUBAAAA&CCB=7-5&OH=00_AFUMAIP9UW-LUA9IMHECZCIQXJL_-Y37JDMFLQCPLOB5YQ&OE=698ADC2E&_NC_SID=10D13B,HTTPS://WWW.INSTAGRAM.COM/P/DUJFSBJKCSX/,HTTPS://WWW.INSTAGRAM.COM/BENEATHNJ/,DJ SET,BENEATH,,"@MUSICWITHFLACO, @THIN.LINEZZ",,0.9,3821610802277894961,False,False
DJBISHOPCNJ,SINGLES NIGHT,2026-01-30,,CONCOURSE CLUB,WOODRIDGE,NORTH,TIRED OF DATING APPS? COME TO SINGLES NIGHT AND HAVE REAL CONVERSATIONS!,HTTPS://WWW.INSTAGRAM.COM/P/DUJKJB2EQRL/,HTTPS://SCONTENT-ORD5-2.CDNINSTAGRAM.COM/V/T51.2885-15/623260652_2295760710901034_3646573376260000975_N.JPG?STP=DST-JPG_E15_TT6&_NC_HT=SCONTENT-ORD5-2.CDNINSTAGRAM.COM&_NC_CAT=102&_NC_OC=Q6CZ2QHGVATP_OODLTOZQ9_EZYEQPFA-YS96NKALQW2F60Y7LAPODMDRMGD2JMTXB9UAXZW&_NC_OHC=LLNG1VH1OYOQ7KNVWFYLC5E&_NC_GID=VO8LTDBDXOWOR3M-PYA_9Q&EDM=APS17CUBAAAA&CCB=7-5&OH=00_AFT0-PPNFND309168OUK40URKCXZQDQGHX_RRE0NFICJVG&OE=698AB786&_NC_SID=10D13B,HTTPS://WWW.INSTAGRAM.COM/P/DUJKJB2EQRL/,HTTPS://WWW.INSTAGRAM.COM/DJBISHOPCNJ/,SINGLES EVENT,BISHOP♗,"COME OUT, HAVE A DRINK, AND HAVE REAL CONVERSATIONS. SINGLE WOMEN WILL BE THERE. SO SHOULD YOU.",,,0.95,3821744708931093579,True,False
SUNDAYSCARIES.PARTY,VALENTINE'S DAY R&B PARTY,2026-02-14,7:00 PM,CONSIGLIERE,NEWARK,NORTH,"CELEBRATE VALENTINE'S DAY WITH R&B, WINE, AND GOOD COMPANY AT CONSIGLIERE!",HTTPS://WWW.INSTAGRAM.COM/P/DUIR6YAKKX1/,HTTPS://SCONTENT-ORD5-2.CDNINSTAGRAM.COM/V/T51.2885-15/624447594_18062702882645441_3425594323858762321_N.JPG?STP=DST-JPG_E15_FR_P1080X1080_TT6&_NC_HT=SCONTENT-ORD5-2.CDNINSTAGRAM.COM&_NC_CAT=105&_NC_OC=Q6CZ2QG0RMVJMQ1CTAQJ-XLOUNWT7WCONF1HRQHYSUC_9JWZKGOLAAW-B_CAOCV1CG68YQYDAJL0GHJXE0GPXAQKYTYU&_NC_OHC=CWD2D-CNP08Q7KNVWERWUQD&_NC_GID=FXBHFJ9CKL-FI2T7URZOVW&EDM=APS17CUBAAAA&CCB=7-5&OH=00_AFSDDUPKEME08KSCLL35ESLSN1F4GWD1UPPY3KR3ECP13W&OE=698AE108&_NC_SID=10D13B,HTTPS://WWW.INSTAGRAM.COM/P/DUIR6YAKKX1/,HTTPS://WWW.INSTAGRAM.COM/SUNDAYSCARIES.PARTY/,PARTY,SUNDAY SCARIES PARTY,R&B ALL NIGHT LONG. PRE SALE TICKETS ON POSH. VERY LIMITED DOOR TICKETS WILL BE AVAILABLE.,"MILKYSHAKE, MCKILA, GABRIEL J.",,0.95,3821497411769093237,True,True
ARTSGARAGEAC,BEVERLY COLLINS-ROBERTS EXHIBIT,2026-02-05,11:00 AM,NOYES ARTS GARAGE OF STOCKTON UNIVERSITY,ATLANTIC CITY,SOUTH,EXPERIENCE THE POWERFUL WORK OF BEVERLY COLLINS-ROBERTS DURING BLACK HISTORY MONTH AT THE NOYES ARTS GARAGE!,HTTPS://WWW.INSTAGRAM.COM/P/DUYFHFEDO8G/,HTTPS://INSTAGRAM.FJBR1-1.FNA.FBCDN.NET/V/T51.2885-15/627044029_911441204694046_4930728833898284786_N.JPG?STP=DST-JPG_E15_TT6&_NC_HT=INSTAGRAM.FJBR1-1.FNA.FBCDN.NET&_NC_CAT=110&_NC_OC=Q6CZ2QG4ISQ8IO7WUDSE4ZPLZ6DHA1YMXGFE-2KPKRHY8SFVSH0FS8ZVAFQ5P-WZA6C28VS&_NC_OHC=X75_INXBLUAQ7KNVWEKHUPU&_NC_GID=6J40BKTMCKWCK4NUAGFBIW&EDM=APS17CUBAAAA&CCB=7-5&OH=00_AFVQC6ZIG-EPUFZ2AEUMMTBAOMP3CP1MCE86XFDOUVQSNW&OE=698AC957&_NC_SID=10D13B,HTTPS://WWW.INSTAGRAM.COM/P/DUYFHFEDO8G/,HTTPS://WWW.INSTAGRAM.COM/ARTSGARAGEAC/,EXHIBIT,NOYES ARTS GARAGE,"WITNESS 40+ YEARS OF TRUTH, CULTURE & SOCIAL JUSTICE AT OUR NEW EXHIBIT FEATURING BEVERLY COLLINS-ROBERTS — AWARD-WINNING FINE ART DOCUMENTARY PHOTOGRAPHER, FILMMAKER, AND HISTORIAN — PRESENTED BY THE LINKS, INC. SEE COLLINS-ROBERTS’ HISTORIC AND AWARD-WINNING PHOTOGRAPHY AND FILM — DOCUMENTING TRANSFORMATION, PRESERVING CULTURE, AND AMPLIFYING JUSTICE THROUGH EVERY FRAME. WE ARE HONORED TO PRESENT THIS EXHIBIT DURING A MONTH DEDICATED TO THE VERY THEMES HER WORK EMBODIES: HISTORY, TRUTH, AND LIBERATION.",BEVERLY COLLINS-ROBERTS,,0.95,3825944709802397446,True,True
ARTSGARAGEAC,BEVERLY COLLINS-ROBERTS EXHIBIT,2026-02-06,11:00 AM,NOYES ARTS GARAGE OF STOCKTON UNIVERSITY,ATLANTIC CITY,SOUTH,EXPERIENCE THE POWERFUL WORK OF BEVERLY COLLINS-ROBERTS DURING BLACK HISTORY MONTH AT THE NOYES ARTS GARAGE!,HTTPS://WWW.INSTAGRAM.COM/P/DUYFHFEDO8G/,HTTPS://INSTAGRAM.FJBR1-1.FNA.FBCDN.NET/V/T51.2885-15/627044029_911441204694046_4930728833898284786_N.JPG?STP=DST-JPG_E15_TT6&_NC_HT=INSTAGRAM.FJBR1-1.FNA.FBCDN.NET&_NC_CAT=110&_NC_OC=Q6CZ2QG4ISQ8IO7WUDSE4ZPLZ6DHA1YMXGFE-2KPKRHY8SFVSH0FS8ZVAFQ5P-WZA6C28VS&_NC_OHC=X75_INXBLUAQ7KNVWEKHUPU&_NC_GID=6J40BKTMCKWCK4NUAGFBIW&EDM=APS17CUBAAAA&CCB=7-5&OH=00_AFVQC6ZIG-EPUFZ2AEUMMTBAOMP3CP1MCE86XFDOUVQSNW&OE=698AC957&_NC_SID=10D13B,HTTPS://WWW.INSTAGRAM.COM/P/DUYFHFEDO8G/,HTTPS://WWW.INSTAGRAM.COM/ARTSGARAGEAC/,EXHIBIT,NOYES ARTS GARAGE,"WITNESS 40+ YEARS OF TRUTH, CULTURE & SOCIAL JUSTICE AT OUR NEW EXHIBIT FEATURING BEVERLY COLLINS-ROBERTS — AWARD-WINNING FINE ART DOCUMENTARY PHOTOGRAPHER, FILMMAKER, AND HISTORIAN — PRESENTED BY THE LINKS, INC. SEE COLLINS-ROBERTS’ HISTORIC AND AWARD-WINNING PHOTOGRAPHY AND FILM — DOCUMENTING TRANSFORMATION, PRESERVING CULTURE, AND AMPLIFYING JUSTICE THROUGH EVERY FRAME. WE ARE HONORED TO PRESENT THIS EXHIBIT DURING A MONTH DEDICATED TO THE VERY THEMES HER WORK EMBODIES: HISTORY, TRUTH, AND LIBERATION.",BEVERLY COLLINS-ROBERTS,,0.95,3825944709802397446,True,True
ARTSGARAGEAC,BEVERLY COLLINS-ROBERTS EXHIBIT,2026-02-07,11:00 AM,NOYES ARTS GARAGE OF STOCKTON UNIVERSITY,ATLANTIC CITY,SOUTH,EXPERIENCE THE POWERFUL WORK OF BEVERLY COLLINS-ROBERTS DURING BLACK HISTORY MONTH AT THE NOYES ARTS GARAGE!,HTTPS://WWW.INSTAGRAM.COM/P/DUYFHFEDO8G/,HTTPS://INSTAGRAM.FJBR1-1.FNA.FBCDN.NET/V/T51.2885-15/627044029_911441204694046_4930728833898284786_N.JPG?STP=DST-JPG_E15_TT6&_NC_HT=INSTAGRAM.FJBR1-1.FNA.FBCDN.NET&_NC_CAT=110&_NC_OC=Q6CZ2QG4ISQ8IO7WUDSE4ZPLZ6DHA1YMXGFE-2KPKRHY8SFVSH0FS8ZVAFQ5P-WZA6C28VS&_NC_OHC=X75_INXBLUAQ7KNVWEKHUPU&_NC_GID=6J40BKTMCKWCK4NUAGFBIW&EDM=APS17CUBAAAA&CCB=7-5&OH=00_AFVQC6ZIG-EPUFZ2AEUMMTBAOMP3CP1MCE86XFDOUVQSNW&OE=698AC957&_NC_SID=10D13B,HTTPS://WWW.INSTAGRAM.COM/P/DUYFHFEDO8G/,HTTPS://WWW.INSTAGRAM.COM/ARTSGARAGEAC/,EXHIBIT,NOYES ARTS GARAGE,"WITNESS 40+ YEARS OF TRUTH, CULTURE & SOCIAL JUSTICE AT OUR NEW EXHIBIT FEATURING BEVERLY COLLINS-ROBERTS — AWARD-WINNING FINE ART DOCUMENTARY PHOTOGRAPHER, FILMMAKER, AND HISTORIAN — PRESENTED BY THE LINKS, INC. SEE COLLINS-ROBERTS’ HISTORIC AND AWARD-WINNING PHOTOGRAPHY AND FILM — DOCUMENTING TRANSFORMATION, PRESERVING CULTURE, AND AMPLIFYING JUSTICE THROUGH EVERY FRAME. WE ARE HONORED TO PRESENT THIS EXHIBIT DURING A MONTH DEDICATED TO THE VERY THEMES HER WORK EMBODIES: HISTORY, TRUTH, AND LIBERATION.",BEVERLY COLLINS-ROBERTS,,0.95,3825944709802397446,True,True
ARTSGARAGEAC,BEVERLY COLLINS-ROBERTS EXHIBIT,2026-02-08,11:00 AM,NOYES ARTS GARAGE OF STOCKTON UNIVERSITY,ATLANTIC CITY,SOUTH,EXPERIENCE THE POWERFUL WORK OF BEVERLY COLLINS-ROBERTS DURING BLACK HISTORY MONTH AT THE NOYES ARTS GARAGE!,HTTPS://WWW.INSTAGRAM.COM/P/DUYFHFEDO8G/,HTTPS://INSTAGRAM.FJBR1-1.FNA.FBCDN.NET/V/T51.2885-15/627044029_911441204694046_4930728833898284786_N.JPG?STP=DST-JPG_E15_TT6&_NC_HT=INSTAGRAM.FJBR1-1.FNA.FBCDN.NET&_NC_CAT=110&_NC_OC=Q6CZ2QG4ISQ8IO7WUDSE4ZPLZ6DHA1YMXGFE-2KPKRHY8SFVSH0FS8ZVAFQ5P-WZA6C28VS&_NC_OHC=X75_INXBLUAQ7KNVWEKHUPU&_NC_GID=6J40BKTMCKWCK4NUAGFBIW&EDM=APS17CUBAAAA&CCB=7-5&OH=00_AFVQC6ZIG-EPUFZ2AEUMMTBAOMP3CP1MCE86XFDOUVQSNW&OE=698AC957&_NC_SID=10D13B,HTTPS://WWW.INSTAGRAM.COM/P/DUYFHFEDO8G/,HTTPS://WWW.INSTAGRAM.COM/ARTSGARAGEAC/,EXHIBIT,NOYES ARTS GARAGE,"WITNESS 40+ YEARS OF TRUTH, CULTURE & SOCIAL JUSTICE AT OUR NEW EXHIBIT FEATURING BEVERLY COLLINS-ROBERTS — AWARD-WINNING FINE ART DOCUMENTARY PHOTOGRAPHER, FILMMAKER, AND HISTORIAN — PRESENTED BY THE LINKS, INC. SEE COLLINS-ROBERTS’ HISTORIC AND AWARD-WINNING PHOTOGRAPHY AND FILM — DOCUMENTING TRANSFORMATION, PRESERVING CULTURE, AND AMPLIFYING JUSTICE THROUGH EVERY FRAME. WE ARE HONORED TO PRESENT THIS EXHIBIT DURING A MONTH DEDICATED TO THE VERY THEMES HER WORK EMBODIES: HISTORY, TRUTH, AND LIBERATION.",BEVERLY COLLINS-ROBERTS,,0.95,3825944709802397446,True,True
