event_name,date,start_time,venue_name,city,section_of_nj,newsletter_description,event_type,description,performer,price,confidence,is_recurring,instagram_handle,instagram_post_url,display_url,post_url,instagram_profile_url,account_name,post_id,had_ocr,from_calendar
Cassette Culture Throwbacks,2026-03-18,7:00 PM,Llewellyn Park Bar & Grill,West Orange,North,"Every Tuesday, get your fix of 80s/90s R&B, Hip Hop, Reggae, and Club Classics with DJ Tragedy!",Music,"Tacos, Tequila and Throwbacks on deck every Tuesday night playing throwback 80s/90s R and B HIPHOP, REGGAE, Club and Classics all night !!",@djtragedy,,0.9,True,djtragedy,https://www.instagram.com/p/DV_Cy3KjjHg/,https://scontent-lga3-2.cdninstagram.com/v/t51.82787-15/652757201_18568974352059205_164586560016848567_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_cat=101&_nc_oc=Q6cZ2gEUTOIMScwvD4PBpsGbxu8fnihA2H8YWLtychXo7i_fmGxi2dxXYt7h0S2UxX9OxIM&_nc_ohc=vwCVV29dmBEQ7kNvwG42fHp&_nc_gid=9f8OSCZPoQKmmYm4PFmalw&edm=APs17CUBAAAA&ccb=7-5&oh=00_Afw43yF_rqdKRzxoMgUVUv6ZwAziUu_Knijj0AT79TDIyw&oe=69C228CD&_nc_sid=10d13b,https://www.instagram.com/p/DV_Cy3KjjHg/,https://www.instagram.com/djtragedy/,Tragedy Getintuned,3854812097352184288,True,False
Kick Racism Launch,2026-03-12,12:00 PM,,NEW YORK,,Join the global movement to dismantle systemic racism with hip-hop's power!,Launch Event,"#KickRacism launches as a powerful global movement rooted in hip-hop's legacy of empowerment and social change, uniting sport, education, culture, and human rights. This initiative is in collaboration with the United Nations Permanent Forum on People of African Descent and the Hip Hop Institute 4 Peace.",,,0.9,False,24hrsofpeace,https://www.instagram.com/p/DWDMKYtjnOs/,https://scontent-ord5-2.cdninstagram.com/v/t51.71878-15/654380744_910902051572702_1412122271554658608_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-ord5-2.cdninstagram.com&_nc_cat=102&_nc_oc=Q6cZ2gHX4vD3rlMcQniE27-iO2A4TgyG1aS3dHIfxoS3fSEjzWCkRHUdP2yii9mVOYZze9Q&_nc_ohc=4pVI82v6I_sQ7kNvwGm6LTn&_nc_gid=Mg5HbO7SoazxKwplmgYYGw&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfxkLloDDQtb7acbSVqoylXdN1ETJEGi1dxOiUEZ978v2g&oe=69C20BD4&_nc_sid=10d13b,https://www.instagram.com/p/DWDMKYtjnOs/,https://www.instagram.com/24hrsofpeace/,"#24HrsofPeace, Inc",3855979196246291372,True,False
Kick Racism Series,2026-03-19,,,,,Follow the year-long #KickRacism initiative for impactful events and change!,Event Series,A series of events happening throughout the year for the KICK RACISM initiative.,,,0.8,True,24hrsofpeace,https://www.instagram.com/p/DWDMKYtjnOs/,https://scontent-ord5-2.cdninstagram.com/v/t51.71878-15/654380744_910902051572702_1412122271554658608_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-ord5-2.cdninstagram.com&_nc_cat=102&_nc_oc=Q6cZ2gHX4vD3rlMcQniE27-iO2A4TgyG1aS3dHIfxoS3fSEjzWCkRHUdP2yii9mVOYZze9Q&_nc_ohc=4pVI82v6I_sQ7kNvwGm6LTn&_nc_gid=Mg5HbO7SoazxKwplmgYYGw&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfxkLloDDQtb7acbSVqoylXdN1ETJEGi1dxOiUEZ978v2g&oe=69C20BD4&_nc_sid=10d13b,https://www.instagram.com/p/DWDMKYtjnOs/,https://www.instagram.com/24hrsofpeace/,"#24HrsofPeace, Inc",3855979196246291372,True,False
REDDOORFRIDAYS,2026-03-13,8:00 PM,Black Oyster Cocktail Company,Newark,North,Get ready for REDDOORFRIDAYS at Black Oyster Cocktail Company tonight with DJ Tragedy!,Music,REDDOORFRIDAYS at Black Oyster Cocktail Company featuring DJ Tragedy.,DJ Tragedy,,1.0,False,djtragedy,https://www.instagram.com/p/DV0_lqCjqxK/,https://instagram.fosu2-1.fna.fbcdn.net/v/t51.71878-15/650960781_4213473385649167_6327876998381451470_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=instagram.fosu2-1.fna.fbcdn.net&_nc_cat=107&_nc_oc=Q6cZ2gFLoENv7KTF_fQwxBS5heWTD6t-64yXNlD4skXP7-_sIhFleZaC1hDnqh5wfwuWqz7LSrTU93UG0z5TE--9M2dS&_nc_ohc=VJXTPrLGQBgQ7kNvwHsjsv1&_nc_gid=OmS-ciNJPKgc9kR6ZS1W2g&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfyNLS_NXZoYDMtAJcOi1D5876_x_pDTnFdFWs1yY5-j5Q&oe=69C214A4&_nc_sid=10d13b,https://www.instagram.com/p/DV0_lqCjqxK/,https://www.instagram.com/djtragedy/,Tragedy Getintuned,3851983245999516746,False,False
BIG FISH PISCES BASH,2026-03-14,,The Vault Lounge,Newark,North,Dive into the BIG FISH PISCES BASH tonight at The Vault Lounge!,Party,BIG FISH PISCES ♓️ BASH TONIGHT 🎬,,,0.9,False,chop.life.crew,https://www.instagram.com/p/DV4PASFGJJZ/,https://scontent-ord5-1.cdninstagram.com/v/t51.82787-15/650427651_18508701847074493_1885133538895328804_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-ord5-1.cdninstagram.com&_nc_cat=101&_nc_oc=Q6cZ2gEdknLdAs_z40sbja5lOWjx5lHpcrRCYoBYVAoPXSNhN49fB7qK_Hw1C7ybZLAB3g8&_nc_ohc=GNursqpv9ucQ7kNvwHWjz9l&_nc_gid=Jh33QFgTVPnDqTwRTNm5tg&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfxxHIb7mtqBY7azgj8_u7JbNRp_w1oFeNXSyvlqlYEu0w&oe=69C21D36&_nc_sid=10d13b,https://www.instagram.com/p/DV4PASFGJJZ/,https://www.instagram.com/chop.life.crew/,CLC Marketing Group LLC 🌍,3852895471325975129,True,False
DJ Eddie Frass Birthday Bash,2026-03-27,10:00 PM,Royce Social Hall,Atlantic City,South,Celebrate DJ Eddie Frass's birthday at a massive Island vs. Africa sound clash in Atlantic City!,Party,"AFRO-CARIBBEAN NIGHT RETURNS featuring DJ EDDIE FRASS BIRTHDAY BASH. ISLAND vs AFRICA sound clash with Afrobeats, Dancehall, Soca, Kompa, Amapiano.","['DJ Jay', 'DJ Eddie Frass', 'DJ Rudeboi', 'DJ Bukz']",,0.9,False,afrocaribbean.ac,https://www.instagram.com/p/DV4jB9UDXmv/,https://instagram.ffsd3-1.fna.fbcdn.net/v/t51.71878-15/652917947_1228812645632571_5869151551975799093_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=instagram.ffsd3-1.fna.fbcdn.net&_nc_cat=103&_nc_oc=Q6cZ2gGIXD_I0aixyv8gzqyszIo-KqiDVUEzkIabIuYP75OuYFdusF8J-LWsFvah55WeqtY&_nc_ohc=2I55ZXNX5_IQ7kNvwF9OtRZ&_nc_gid=4BLUBZNPd7WaYhrKL76vbg&edm=APs17CUBAAAA&ccb=7-5&oh=00_Afxo23ZzCGwuwPsKdo-jDw5CKvAgBAuwjHkExQpNOJmjbg&oe=69C22BEF&_nc_sid=10d13b,https://www.instagram.com/p/DV4jB9UDXmv/,https://www.instagram.com/afrocaribbean.ac/,,3852983547397503407,True,False
Seafood & Vibe,2026-03-22,,Hook & Reel Cajun Seafood & Bar,Elmwood Park,North,Get your seafood fix and good vibes every Saturday at Hook & Reel!,music,Enjoy seafood and good vibes every Saturday.,,,0.8,True,djtragedy,https://www.instagram.com/p/DV459EBjhd6/,https://scontent-mia5-2.cdninstagram.com/v/t51.71878-15/652453808_1634002841359608_5006742244361907908_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-mia5-2.cdninstagram.com&_nc_cat=100&_nc_oc=Q6cZ2gECdnVBt-nOthxm4M7dsLRSJX99Ky95WaeOs15BNx1qmnmFTzszYZdqB7EHPJ5l7Jk&_nc_ohc=xZCUT_YqxLsQ7kNvwFBMQ66&_nc_gid=n2SGDm0yOvremYUatzgKXA&edm=APs17CUBAAAA&ccb=7-5&oh=00_Afz3bcZsixKHx33zqUIZ7BcpTUFNfiwsYt8WRc13JDJY3w&oe=69C2128A&_nc_sid=10d13b,https://www.instagram.com/p/DV459EBjhd6/,https://www.instagram.com/djtragedy/,Tragedy Getintuned,3853084366075729786,False,False
The Sunday Brunch,2026-03-15,2:00 PM,Black Oyster Cocktail Company,Newark,Central,"Experience Newark's ultimate Sunday day party with music, cocktails, and grown & sexy vibes!",Day Party,Newark's Ultimate Sunday Day Party Experience. Music by @siriusxmfly @djtragedy. Hookah and parking available.,"@siriusxmfly, @djtragedy",,1,True,djtragedy,https://www.instagram.com/p/DV6GZVFjuB8/,https://scontent-hou1-1.cdninstagram.com/v/t51.71878-15/652005512_798033036159724_1631464817399647215_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=104&_nc_oc=Q6cZ2gGBtqSjUl5y1CZGm9DCuGtD_IoMvc8hOnkUIDiv91eqOTd4U2Vvjdg04-uuiYBmyvXGlsUmdVwcJ5eDj0GDVR94&_nc_ohc=Exm9JfhlZnMQ7kNvwE5m2N-&_nc_gid=aSOzkIhaVhA94t46pntPjw&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfzLNEXldIk775_y_f9zLX0Wpvc4oI_Cd7zFTq59KBusdw&oe=69C21AEB&_nc_sid=10d13b,https://www.instagram.com/p/DV6GZVFjuB8/,https://www.instagram.com/djtragedy/,Tragedy Getintuned,3853420560076693628,True,False
DJ Drewski Rita's Grand Opening,2026-03-17,,Rita's of Garwood,Garwood,Central,Join DJ Drewski for the grand opening celebration at Rita's of Garwood!,Grand Opening,DJ Drewski will be at Rita's Grand Opening.,DJ Drewski,,0.9,False,tumeyrich,https://www.instagram.com/p/DV-3YGNhYm0/,https://scontent-ord5-1.cdninstagram.com/v/t51.71878-15/651913184_1486820669472707_2936150295166213859_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-ord5-1.cdninstagram.com&_nc_cat=111&_nc_oc=Q6cZ2gH3q_AB2jktk3t1xZhesBzTES_tFp-q9dcxBtCALQFiOifF_oyqNgV9tr-V1g9RW1U&_nc_ohc=Mx4tRWAoaS8Q7kNvwFwfDA7&_nc_gid=tQqwWLEgtB5VueGfsmf0Lw&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfxcrMbCEgi9ddJaTZsQBdkM1sVpEQCoPYf5f8qIH67aoQ&oe=69C21930&_nc_sid=10d13b,https://www.instagram.com/p/DV-3YGNhYm0/,https://www.instagram.com/tumeyrich/,NJ GOVERNOR,3854761879570581940,True,False
Out & Vibe Wednesdays,2026-03-19,6:00 PM,Brivado Cigars,Orange,Central,Bring your own vibe every Wednesday at Brivado Cigars for an evening of music and good times!,Music,"EACH & EVERY WEDNESDAY. B.Y.O.V “BRING YOUR OWN VIBE” 🍾🍾🍾 $20 ENTRY INCLUDES GLASSES, CORKAGE, ICE. FOOD CATERED BY @officiallyitsnellysway. VYBZ BY @SiriusXMFLY, @DJTRAGEDY.","@SiriusXMFLY, @DJTRAGEDY",$20,0.9,True,djtragedy,https://www.instagram.com/p/DWBl-l5DqA-/,https://scontent-ord5-1.cdninstagram.com/v/t51.82787-15/654561192_18569304301059205_5269295639504154132_n.jpg?stp=dst-jpg_e35_s1080x1080_sh0.08_tt6&_nc_ht=scontent-ord5-1.cdninstagram.com&_nc_cat=101&_nc_oc=Q6cZ2gH7o0K28cLbOOLsHWwX7HQ2dAJ_Dy2AFHYA2y1t52zcRU3VbQhHjnrKPt0sTvOX-ak&_nc_ohc=26sXH9HB_KMQ7kNvwH5gUqo&_nc_gid=L-rKHBooDKLPM3oVdKURlQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfzDt4hZRVXPj86mbXDRnAL5qHYg3rOU6VDuQC0WupW7Nw&oe=69C22EBA&_nc_sid=10d13b,https://www.instagram.com/p/DWBl-l5DqA-/,https://www.instagram.com/djtragedy/,Tragedy Getintuned,3855529785020031038,True,False
Date Night with Boo,2026-03-17,,Bettie's restaurant,Jersey City,North,Spice up your night with authentic Haitian cuisine and a chill vibe at Bettie's!,Dinner,Recommended for a date night with your boo.,,,0.8,False,andshesdopexo,https://www.instagram.com/p/DV_46c0iHox/,https://scontent-mia5-1.cdninstagram.com/v/t51.71878-15/652087023_906082882332362_1914111974549627848_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-mia5-1.cdninstagram.com&_nc_cat=102&_nc_oc=Q6cZ2gESWZDaP49m4gQWiuTKnTOWtJDTiQhYwSds30rr-WFg1ag2LLYCC-czLOWIHCtYh5s&_nc_ohc=9G1cQ9hiS9MQ7kNvwEeOmps&_nc_gid=KDOqtVE1s788RU7L9nVOFw&edm=APs17CUBAAAA&ccb=7-5&oh=00_Afw7YipL05X0_fK2i15ZwyEmUZ8nlMRR4EkLY8Fn7UoFKg&oe=69C23E90&_nc_sid=10d13b,https://www.instagram.com/p/DV_46c0iHox/,https://www.instagram.com/andshesdopexo/,Trishia .XO | Plus Size Style & Lifestyle,3855050113332836913,True,False
Dinner with Homegirls,2026-03-17,,Bettie's restaurant,Jersey City,North,Gather your crew for delicious Haitian food and good times at Bettie's!,Dinner,Recommended for a dinner with your homegirls.,,,0.8,False,andshesdopexo,https://www.instagram.com/p/DV_46c0iHox/,https://scontent-mia5-1.cdninstagram.com/v/t51.71878-15/652087023_906082882332362_1914111974549627848_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-mia5-1.cdninstagram.com&_nc_cat=102&_nc_oc=Q6cZ2gESWZDaP49m4gQWiuTKnTOWtJDTiQhYwSds30rr-WFg1ag2LLYCC-czLOWIHCtYh5s&_nc_ohc=9G1cQ9hiS9MQ7kNvwEeOmps&_nc_gid=KDOqtVE1s788RU7L9nVOFw&edm=APs17CUBAAAA&ccb=7-5&oh=00_Afw7YipL05X0_fK2i15ZwyEmUZ8nlMRR4EkLY8Fn7UoFKg&oe=69C23E90&_nc_sid=10d13b,https://www.instagram.com/p/DV_46c0iHox/,https://www.instagram.com/andshesdopexo/,Trishia .XO | Plus Size Style & Lifestyle,3855050113332836913,True,False
